plasmid	contigs
GP_0	Contig:10:112.704:1,Contig:11:295.912:1,Contig:14:180.905:1,Contig:31:111.108:1,Contig:33:105.249:1,Contig:40:105.974:1,Contig:44:221.223:1,Contig:4:107.003:1,Contig:54:101.655:1,Contig:5:114.113:1,Contig:7:111.734:1,Contig:10:112.704:3p:1:4:1,Contig:11:295.912:5p:1:4:1
GP_1	Contig:1:976.01:Circ:1
GP_unb_1	Contig:45:179.818:1
GP_unb_2	Contig:12:99.9532:5p:1:5:1
GP_unb_3	Contig:12:99.9532:5p:1:11:1
GP_unb_4	Contig:12:99.9532:5p:1:12:1
GP_unb_5	Contig:16:96.6741:5p:1:2:1
GP_unb_6	Contig:16:96.6741:5p:1:4:1
GP_unb_7	Contig:17:171.802:5p:1:4:1
GP_unb_8	Contig:18:108.944:5p:1:2:1
GP_unb_9	Contig:18:108.944:5p:1:5:1
GP_unb_10	Contig:18:108.944:5p:1:11:1
GP_unb_11	Contig:18:108.944:5p:1:24:1
GP_unb_12	Contig:18:108.944:5p:1:28:1
GP_unb_13	Contig:18:108.944:5p:1:29:1
GP_unb_14	Contig:21:110.809:3p:1:13:1
GP_unb_15	Contig:21:110.809:3p:1:15:1
