plasmid	contigs
GP_unb_1,GP_unb_13,GP_unb_2,GP_6,GP_unb_9,GP_unb_6,GP_unb_3,GP_unb_10,GP_0,GP_unb_7,GP_unb_14,GP_unb_12,GP_unb_4,GP_unb_11,GP_unb_8,GP_unb_5	Contig:69:246.033:1,Contig:76:158.692:5p:1:13:1,Contig:6:109.697:1,Contig:42:1271.03:1,Contig:47:1006.64:1,Contig:56:100.43:1,Contig:66:177.95:1,Contig:77:72.8346:1,Contig:12:104.953:3p:1:5:1,Contig:11:85.0658:3p:1:61:1,Contig:72:49.6303:1,Contig:12:104.953:3p:1:7:1,Contig:10:97.4402:1,Contig:11:85.0658:1,Contig:21:90.4357:1,Contig:30:110.026:1,Contig:31:72.7243:1,Contig:53:465.505:1,Contig:63:99.4942:1,Contig:70:124.245:1,Contig:71:116.342:1,Contig:82:82.0997:1,Contig:88:113.738:1,Contig:11:85.0658:3p:1:12:1,Contig:11:85.0658:3p:1:29:1,Contig:11:85.0658:3p:1:33:1,Contig:11:85.0658:3p:1:34:1,Contig:11:85.0658:3p:1:36:1,Contig:11:85.0658:3p:1:50:1,Contig:11:85.0658:3p:1:53:1,Contig:11:85.0658:3p:1:69:1,Contig:11:85.0658:3p:1:77:1,Contig:11:85.0658:3p:1:89:1,Contig:11:85.0658:3p:1:91:1,Contig:11:85.0658:3p:1:94:1,Contig:11:85.0658:3p:1:97:1,Contig:11:85.0658:3p:1:104:1,Contig:11:85.0658:3p:1:62:1,Contig:76:158.692:5p:1:15:1,Contig:34:287.908:3p:1:4:1,Contig:11:85.0658:3p:1:14:1,Contig:34:287.908:3p:1:3:1,Contig:11:85.0658:3p:1:100:1,Contig:11:85.0658:3p:1:44:1
GP_1	Contig:1:560.345:Circ:1
GP_Isolated_0	Contig:22:20.3425:1
GP_2	Contig:2:387.968:Circ:1
GP_3	Contig:3:203.618:Circ:1
GP_4	Contig:4:509.18:Circ:1
GP_Isolated_1	Contig:50:17.806:1
GP_5	Contig:5:398.428:Circ:1
GP_Isolated_2	Contig:73:15.5239:1
GP_Isolated_3	Contig:7:40.1273:1
GP_7	Contig:8:581.265:1
