plasmid	contigs
PBF_P1	Contig:8:581.265:1
PBF_P2	Contig:4:509.18:Circ:1
PBF_P3	Contig:29:68.6443:1,Contig:21:90.4357:1,Contig:11:85.0658:3p:1:50:1,Contig:70:124.245:1,Contig:11:85.0658:3p:1:36:1,Contig:88:113.738:1,Contig:63:99.4942:1,Contig:11:85.0658:3p:1:102:1,Contig:36:145.052:1,Contig:18:222.553:1,Contig:11:85.0658:3p:1:34:1,Contig:71:116.342:1,Contig:11:85.0658:3p:1:97:1,Contig:11:85.0658:3p:1:89:1,Contig:82:82.0997:1,Contig:11:85.0658:3p:1:94:1,Contig:11:85.0658:3p:1:91:1,Contig:10:97.4402:1
PBF_P4	Contig:2:387.968:Circ:1
PBF_P5	Contig:5:398.428:Circ:1
PBF_P6	Contig:11:85.0658:3p:1:89:1,Contig:70:124.245:1,Contig:11:85.0658:3p:1:50:1,Contig:11:85.0658:3p:1:36:1,Contig:36:145.052:1,Contig:82:82.0997:1,Contig:18:222.553:1,Contig:11:85.0658:3p:1:94:1,Contig:11:85.0658:3p:1:34:1,Contig:10:97.4402:1,Contig:71:116.342:1
PBF_P7	Contig:3:203.618:Circ:1
PBF_P8	Contig:11:85.0658:3p:1:77:1,Contig:11:85.0658:1,Contig:11:85.0658:3p:1:12:1,Contig:41:140.379:1
PBF_P9	Contig:11:85.0658:3p:1:69:1,Contig:41:140.379:1,Contig:83:105.836:1
PBF_P10	Contig:30:110.026:1,Contig:11:85.0658:3p:1:50:1
PBF_P11	Contig:11:85.0658:3p:1:53:1,Contig:6:109.697:1
PBF_P12	Contig:11:85.0658:3p:1:89:1,Contig:11:85.0658:3p:1:77:1,Contig:11:85.0658:3p:1:14:1,Contig:11:85.0658:3p:1:36:1,Contig:31:72.7243:1,Contig:40:92.5534:1,Contig:18:222.553:1,Contig:11:85.0658:3p:1:12:1,Contig:11:85.0658:3p:1:94:1,Contig:41:140.379:1,Contig:11:85.0658:3p:1:25:1
PBF_P13	Contig:82:82.0997:1,Contig:71:116.342:1
PBF_P14	Contig:11:85.0658:3p:1:97:1,Contig:41:140.379:1,Contig:11:85.0658:3p:1:100:1,Contig:63:99.4942:1
PBF_P15	Contig:21:90.4357:1
