plasmid	contigs
PBF_P1	Contig:93:237.227:1,Contig:30:237.634:1,Contig:67:247.422:3p:1:2:1,Contig:117:64.871:5p:1:3:1,Contig:107:310.612:1,Contig:54:112.017:1,Contig:96:142.218:5p:1:2:1,Contig:86:173.817:1,Contig:51:92.9865:1,Contig:39:292.81:1,Contig:77:130.089:1,Contig:61:217.357:1,Contig:95:1246.89:1,Contig:100:96.3411:3p:1:23:1,Contig:74:159.269:1,Contig:22:158.951:1,Contig:63:298.722:1,Contig:116:66.9899:3p:1:37:1,Contig:68:106.13:1,Contig:74:159.269:3p:1:3:1,Contig:96:142.218:5p:1:6:1,Contig:73:107.515:1,Contig:2:341.589:1,Contig:26:112.618:1,Contig:100:96.3411:1,Contig:67:247.422:3p:1:10:1,Contig:43:259.831:1,Contig:92:171.218:1,Contig:97:300.569:1,Contig:100:96.3411:3p:1:26:1,Contig:80:103.346:1,Contig:100:96.3411:3p:1:29:1,Contig:117:64.871:5p:1:20:1,Contig:57:161.653:1,Contig:85:46.8415:1,Contig:41:149.94:1,Contig:69:220.075:1,Contig:109:233.384:1,Contig:76:107.405:1,Contig:118:82.7501:1,Contig:116:66.9899:3p:1:39:1,Contig:44:294.441:1,Contig:114:297.803:1,Contig:121:155.044:1,Contig:9:94.4144:1,Contig:118:82.7501:3p:1:3:1,Contig:11:1273.84:1,Contig:18:139.056:1,Contig:21:153.009:1,Contig:83:151.084:1,Contig:96:142.218:1,Contig:67:247.422:1,Contig:91:285.495:1,Contig:110:106.6:1,Contig:9:94.4144:3p:1:4:1,Contig:116:66.9899:3p:1:24:1
PBF_P2	Contig:93:237.227:1,Contig:30:237.634:1,Contig:67:247.422:3p:1:2:1,Contig:117:64.871:5p:1:3:1,Contig:107:310.612:1,Contig:54:112.017:1,Contig:96:142.218:5p:1:2:1,Contig:86:173.817:1,Contig:39:292.81:1,Contig:77:130.089:1,Contig:61:217.357:1,Contig:95:1246.89:1,Contig:100:96.3411:3p:1:23:1,Contig:74:159.269:1,Contig:22:158.951:1,Contig:116:66.9899:3p:1:37:1,Contig:68:106.13:1,Contig:96:142.218:5p:1:6:1,Contig:73:107.515:1,Contig:2:341.589:1,Contig:26:112.618:1,Contig:67:247.422:3p:1:10:1,Contig:91:285.495:1,Contig:100:96.3411:3p:1:22:1,Contig:92:171.218:1,Contig:100:96.3411:3p:1:26:1,Contig:97:300.569:1,Contig:80:103.346:1,Contig:100:96.3411:3p:1:29:1,Contig:117:64.871:5p:1:20:1,Contig:57:161.653:1,Contig:41:149.94:1,Contig:69:220.075:1,Contig:109:233.384:1,Contig:76:107.405:1,Contig:116:66.9899:3p:1:39:1,Contig:44:294.441:1,Contig:114:297.803:1,Contig:121:155.044:1,Contig:9:94.4144:1,Contig:11:1273.84:1,Contig:74:159.269:3p:1:4:1,Contig:18:139.056:1,Contig:21:153.009:1,Contig:83:151.084:1,Contig:96:142.218:1,Contig:67:247.422:1,Contig:63:298.722:1,Contig:110:106.6:1,Contig:9:94.4144:3p:1:4:1,Contig:116:66.9899:3p:1:24:1,Contig:106:228.12:1
PBF_P3	Contig:69:220.075:1,Contig:100:96.3411:3p:1:23:1
PBF_P4	Contig:103:82.03:1,Contig:30:237.634:1,Contig:67:247.422:3p:1:2:1,Contig:107:310.612:1,Contig:86:173.817:1,Contig:96:142.218:5p:1:2:1,Contig:116:66.9899:3p:1:7:1,Contig:95:1246.89:1,Contig:22:158.951:1,Contig:74:159.269:1,Contig:108:78.8687:5p:1:26:1,Contig:96:142.218:5p:1:6:1,Contig:116:66.9899:3p:1:37:1,Contig:74:159.269:3p:1:3:1,Contig:73:107.515:1,Contig:67:247.422:3p:1:4:1,Contig:2:341.589:1,Contig:108:78.8687:5p:1:24:1,Contig:108:78.8687:5p:1:8:1,Contig:26:112.618:1,Contig:116:66.9899:3p:1:30:1,Contig:67:247.422:3p:1:10:1,Contig:92:171.218:1,Contig:108:78.8687:1,Contig:100:96.3411:3p:1:26:1,Contig:97:300.569:1,Contig:108:78.8687:5p:1:9:1,Contig:100:96.3411:3p:1:29:1,Contig:57:161.653:1,Contig:41:149.94:1,Contig:55:87.439:1,Contig:116:66.9899:3p:1:66:1,Contig:116:66.9899:3p:1:28:1,Contig:76:107.405:1,Contig:105:101.698:1,Contig:116:66.9899:3p:1:39:1,Contig:44:294.441:1,Contig:9:94.4144:1,Contig:114:297.803:1,Contig:116:66.9899:3p:1:67:1,Contig:121:155.044:1,Contig:11:1273.84:1,Contig:18:139.056:1,Contig:21:153.009:1,Contig:28:128.052:1,Contig:83:151.084:1,Contig:96:142.218:1,Contig:67:247.422:1,Contig:80:103.346:1,Contig:9:94.4144:3p:1:4:1,Contig:116:66.9899:3p:1:24:1
PBF_P5	Contig:2:341.589:1
PBF_P6	Contig:28:128.052:1,Contig:45:105.024:1
PBF_P7	Contig:46:100.093:1,Contig:108:78.8687:5p:1:23:1
PBF_P8	Contig:45:105.024:3p:1:2:1,Contig:45:105.024:3p:1:14:1,Contig:87:166.157:1
PBF_P9	Contig:93:237.227:1,Contig:30:237.634:1,Contig:100:96.3411:3p:1:29:1,Contig:100:96.3411:3p:1:26:1
PBF_P10	Contig:67:247.422:3p:1:2:1,Contig:116:66.9899:3p:1:64:1,Contig:108:78.8687:5p:1:25:1,Contig:15:74.3685:1,Contig:95:1246.89:1,Contig:67:247.422:3p:1:4:1,Contig:108:78.8687:5p:1:24:1,Contig:108:78.8687:5p:1:8:1,Contig:92:171.218:1,Contig:108:78.8687:1,Contig:108:78.8687:5p:1:9:1,Contig:116:66.9899:3p:1:28:1,Contig:76:107.405:1,Contig:105:101.698:1,Contig:116:66.9899:3p:1:67:1,Contig:11:1273.84:1,Contig:67:247.422:1,Contig:116:66.9899:3p:1:24:1
