plasmid	contigs
MOB_AA044	Contig:100:79.0677:1,Contig:101:97.1489:1,Contig:102:159.433:1,Contig:123:82.5319:5p:1:5:1,Contig:133:78.6884:1,Contig:139:835.701:1,Contig:31:98.7243:1,Contig:46:103.619:1
MOB_novel_1d332b8cf37b9750b72bf18427ccd29f	Contig:107:40.4061:1,Contig:112:72.549:1,Contig:115:102.088:1,Contig:116:71.1734:1,Contig:132:207.958:1,Contig:142:88.2586:1,Contig:146:116.028:1,Contig:15:116.298:1,Contig:48:490.823:1,Contig:50:85.2519:1,Contig:83:48.5106:1,Contig:84:121.311:1,Contig:87:86.9173:1,Contig:91:125.069:1
MOB_AA459	Contig:110:51.2875:1,Contig:120:89.0964:1,Contig:124:94.1597:1,Contig:128:137.261:3p:1:8:1,Contig:129:101.633:1,Contig:135:105.682:1,Contig:138:42.7981:1,Contig:140:103.029:1,Contig:141:97.5:1,Contig:19:134.988:1,Contig:30:77.6779:1,Contig:34:160.055:1,Contig:35:102.307:1,Contig:42:132.897:1,Contig:43:92.2186:1,Contig:49:106.726:1,Contig:54:45.0986:1,Contig:59:153.327:1,Contig:5:167.179:1,Contig:61:112.662:1,Contig:66:63.7279:1,Contig:74:113.05:1,Contig:77:70.4735:1,Contig:79:115.433:1,Contig:89:124.399:1,Contig:8:187.704:1,Contig:94:110.387:1
MOB_AA103	Contig:11:384.749:1
MOB_novel_6f26696b3fd8a90e50a29cd5128ba17d	Contig:18:82.8757:1
MOB_AA102	Contig:1:214.15:Circ:1,Contig:63:335.348:1,Contig:76:203.015:1
MOB_AA104	Contig:24:107.949:1,Contig:65:186.841:1
MOB_novel_c60a6cc001b2e82b8ecb4715fc2600ca	Contig:2:201.665:Circ:1
MOB_AB047	Contig:38:91.8757:1,Contig:67:89.0064:1,Contig:82:105.307:1
MOB_AC075	Contig:62:88.1346:1
MOB_AC125	Contig:69:654.745:1,Contig:71:94.2177:1,Contig:72:65.2481:1
MOB_AB049	Contig:92:52.0887:1
MOB_AA130	Contig:9:67.3094:1
