plasmid	contigs
GP_0,GP_1,GP_unb_34,GP_unb_37,GP_unb_24,GP_unb_8,GP_unb_9,GP_unb_36,GP_unb_16,GP_unb_30,GP_unb_15,GP_unb_6,GP_unb_32,GP_unb_12,GP_unb_13,GP_unb_33,GP_unb_23,GP_4,GP_unb_35,GP_unb_7,GP_unb_10,GP_unb_14,GP_unb_26,GP_unb_27,GP_unb_28,GP_unb_5,GP_unb_31,GP_unb_25,GP_unb_1,GP_unb_29,GP_unb_2,GP_3,GP_unb_11,GP_2	Contig:100:79.0677:1,Contig:104:61.7847:1,Contig:107:40.4061:1,Contig:133:78.6884:1,Contig:136:86.5974:1,Contig:139:835.701:1,Contig:142:88.2586:1,Contig:25:635.034:1,Contig:34:160.055:1,Contig:35:102.307:1,Contig:50:85.2519:1,Contig:54:45.0986:1,Contig:58:57.7601:1,Contig:66:63.7279:1,Contig:77:70.4735:1,Contig:84:121.311:1,Contig:86:39.2681:1,Contig:102:159.433:3p:1:36:1,Contig:107:40.4061:3p:1:5:1,Contig:107:40.4061:3p:1:10:1,Contig:107:40.4061:3p:1:11:1,Contig:107:40.4061:3p:1:12:1,Contig:107:40.4061:3p:1:13:1,Contig:123:82.5319:5p:1:5:1,Contig:22:48.2977:5p:1:8:1,Contig:112:72.549:1,Contig:12:50.9633:1,Contig:132:207.958:1,Contig:135:105.682:1,Contig:141:97.5:1,Contig:18:82.8757:1,Contig:19:134.988:1,Contig:43:92.2186:1,Contig:46:103.619:1,Contig:52:289.894:1,Contig:59:153.327:1,Contig:61:112.662:1,Contig:69:654.745:1,Contig:81:83.1131:1,Contig:87:86.9173:1,Contig:89:124.399:1,Contig:94:110.387:1,Contig:103:168.54:3p:1:3:1,Contig:103:168.54:3p:1:8:1,Contig:113:680.143:5p:1:5:1,Contig:123:82.5319:5p:1:13:1,Contig:22:48.2977:5p:1:3:1,Contig:22:48.2977:5p:1:4:1,Contig:43:92.2186:5p:1:3:1,Contig:96:1120.84:5p:1:9:1,Contig:96:1120.84:5p:1:24:1,Contig:22:48.2977:5p:1:12:1,Contig:117:151.809:3p:1:5:1,Contig:11:384.749:3p:1:6:1,Contig:96:1120.84:5p:1:15:1,Contig:127:152.613:5p:1:25:1,Contig:95:1244.1:5p:1:12:1,Contig:127:152.613:5p:1:22:1,Contig:107:40.4061:3p:1:4:1,Contig:96:1120.84:3p:1:7:1,Contig:127:152.613:5p:1:8:1,Contig:127:152.613:5p:1:9:1,Contig:96:1120.84:5p:1:5:1,Contig:22:48.2977:5p:1:11:1,Contig:101:97.1489:1,Contig:102:159.433:1,Contig:115:102.088:1,Contig:123:82.5319:1,Contig:31:98.7243:1,Contig:62:88.1346:1,Contig:6:41.5811:1,Contig:83:48.5106:1,Contig:91:125.069:1,Contig:84:121.311:3p:1:2:1,Contig:84:121.311:3p:1:8:1,Contig:96:1120.84:5p:1:14:1,Contig:107:40.4061:3p:1:19:1,Contig:11:384.749:3p:1:16:1,Contig:127:152.613:5p:1:20:1,Contig:95:1244.1:3p:1:3:1,Contig:95:1244.1:3p:1:5:1,Contig:95:1244.1:5p:1:3:1,Contig:103:168.54:3p:1:5:1,Contig:96:1120.84:3p:1:3:1,Contig:86:39.2681:5p:1:4:1,Contig:108:128.912:1,Contig:95:1244.1:5p:1:9:1,Contig:126:134.716:1,Contig:146:116.028:1,Contig:48:490.823:1,Contig:71:94.2177:1,Contig:97:173.312:1,Contig:103:168.54:3p:1:4:1,Contig:121:493.294:5p:1:9:1,Contig:106:185.101:1,Contig:11:384.749:1,Contig:122:168.935:1,Contig:24:107.949:1,Contig:27:452.856:1,Contig:3:162.896:1,Contig:65:186.841:1,Contig:67:89.0064:1,Contig:76:203.015:1,Contig:82:105.307:1,Contig:9:67.3094:1,Contig:121:493.294:5p:1:4:1
GP_Isolated_0	Contig:109:134.328:1
GP_5	Contig:116:71.1734:1,Contig:129:101.633:1,Contig:15:116.298:1
GP_Isolated_1	Contig:138:42.7981:1
GP_Isolated_2	Contig:13:150.949:1
GP_6	Contig:1:214.15:Circ:1
GP_7	Contig:2:201.665:Circ:1
GP_Isolated_3	Contig:38:91.8757:1
GP_unb_3	Contig:73:170.451:1
GP_unb_4	Contig:92:52.0887:1
GP_unb_18,GP_unb_17	Contig:128:137.261:3p:1:6:1,Contig:128:137.261:3p:1:3:1
GP_unb_19	Contig:128:137.261:3p:1:9:1
GP_unb_20	Contig:128:137.261:3p:1:10:1
GP_unb_21	Contig:19:134.988:3p:1:5:1
GP_unb_22	Contig:19:134.988:3p:1:6:1
