plasmid	contigs
GP_Isolated_0	Contig:1000:4.60352:1
GP_Isolated_1	Contig:1009:16.2812:1
GP_unb_1	Contig:1010:50.8331:1
GP_Isolated_2	Contig:1014:22.7404:1
GP_Isolated_3	Contig:1017:23.5283:1
GP_Isolated_4	Contig:1018:6.97454:1
GP_Isolated_5	Contig:1030:29.5068:1
GP_Isolated_6	Contig:1041:39.5813:1
GP_Isolated_7	Contig:1055:33.2711:1
GP_Isolated_8	Contig:1064:23.6179:1
GP_Isolated_9	Contig:108:17.0275:1
GP_Isolated_10	Contig:119:107.632:1
GP_Isolated_11	Contig:129:21.3228:1
GP_Isolated_12	Contig:146:35.8581:1
GP_0	Contig:155:36.7331:1,Contig:193:27.157:1,Contig:822:17.2272:1,Contig:155:36.7331:3p:1:5:1,Contig:155:36.7331:3p:1:7:1,Contig:155:36.7331:3p:1:11:1
GP_Isolated_13	Contig:165:33.7953:1
GP_Isolated_14	Contig:176:21.9309:1
GP_1	Contig:185:120.741:1,Contig:685:64.3058:1,Contig:720:59.5265:1,Contig:733:54.3843:3p:1:5:1,Contig:733:54.3843:3p:1:6:1
GP_Isolated_15	Contig:190:33.7876:1
GP_Isolated_16	Contig:191:16.5144:1
GP_Isolated_17	Contig:195:36.7254:1
GP_Isolated_18	Contig:206:29.3531:1
GP_Isolated_19	Contig:208:9.71685:1
GP_2	Contig:23:37.1879:1,Contig:410:84.0552:1
GP_Isolated_20	Contig:242:84.683:1
GP_Isolated_21	Contig:250:26.8558:1
GP_Isolated_22	Contig:255:35.2448:1
GP_Isolated_23	Contig:274:36.426:1
GP_Isolated_24	Contig:27:49.6017:1
GP_Isolated_25	Contig:281:27.94:1
GP_Isolated_26	Contig:282:27.2776:1
GP_unb_3,GP_5,GP_unb_2	Contig:364:80.6601:1,Contig:34:12.5969:1,Contig:37:11.9434:1,Contig:290:289.77:5p:1:7:1,Contig:290:289.77:5p:1:12:1,Contig:290:289.77:1
GP_Isolated_27	Contig:297:35.2255:1
GP_3	Contig:2:41.9043:Circ:1
GP_Isolated_28	Contig:30:25.9514:1
GP_Isolated_29	Contig:312:24.2812:1
GP_4	Contig:326:32.8558:1,Contig:79:28.2329:1
GP_Isolated_30	Contig:331:42.1262:1
GP_Isolated_31	Contig:332:9.05518:1
GP_Isolated_32	Contig:339:16.6039:1
GP_Isolated_33	Contig:362:11.8368:1
GP_unb_6,GP_unb_4	Contig:549:14.4667:1,Contig:371:43.9493:1
GP_unb_5	Contig:379:31.8114:1
GP_Isolated_34	Contig:382:10.3824:1
GP_Isolated_35	Contig:383:53.4171:1
GP_Isolated_36	Contig:389:19.6675:1
GP_6	Contig:3:30.3882:1,Contig:451:323.34:1,Contig:573:335.91:1,Contig:160:30.482:5p:1:8:1,Contig:160:30.482:5p:1:9:1,Contig:573:335.91:3p:1:6:1,Contig:573:335.91:3p:1:9:1
GP_Isolated_37	Contig:413:21.0202:1
GP_Isolated_38	Contig:418:28.6026:1
GP_Isolated_39	Contig:430:16.7738:1
GP_Isolated_40	Contig:443:28.4144:1
GP_Isolated_41	Contig:446:27.1701:1
GP_Isolated_42	Contig:472:12.2475:1
GP_Isolated_43	Contig:476:40.1517:1
GP_Isolated_44	Contig:482:27.049:1
GP_Isolated_45	Contig:483:59.0661:1
GP_Isolated_46	Contig:484:20.2723:1
GP_Isolated_47	Contig:503:5.85764:1
GP_Isolated_48	Contig:510:23.4188:1
GP_Isolated_49	Contig:513:42.3473:1
GP_Isolated_50	Contig:521:39.2671:1
GP_Isolated_51	Contig:522:20.0929:1
GP_Isolated_52	Contig:530:6.66861:1
GP_7	Contig:532:36.7436:1,Contig:56:61.0265:1,Contig:971:57.7099:1,Contig:784:45.3784:3p:1:3:1
GP_Isolated_53	Contig:535:11.9378:1
GP_8	Contig:537:47.0107:1,Contig:899:37.1916:1,Contig:915:37.3589:1,Contig:1010:50.8331:5p:1:1:1
GP_Isolated_54	Contig:547:13.0116:1
GP_Isolated_55	Contig:551:33.9304:1
GP_Isolated_56	Contig:553:19.766:1
GP_Isolated_57	Contig:557:42.6731:1
GP_Isolated_58	Contig:564:20.8887:1
GP_Isolated_59	Contig:575:54.4571:1
GP_Isolated_60	Contig:578:22.7198:1
GP_Isolated_61	Contig:581:40.7786:1
GP_Isolated_62	Contig:592:18.0562:1
GP_Isolated_63	Contig:597:22.6698:1
GP_Isolated_64	Contig:598:42.1246:1
GP_Isolated_65	Contig:59:30.5932:1
GP_Isolated_66	Contig:612:24.2975:1
GP_Isolated_67	Contig:615:40.7233:1
GP_Isolated_68	Contig:619:17.8458:1
GP_Isolated_69	Contig:61:16.0057:1
GP_Isolated_70	Contig:628:21.2173:1
GP_Isolated_71	Contig:635:45.2051:1
GP_Isolated_72	Contig:643:27.8075:1
GP_9	Contig:658:28.9102:1,Contig:975:30.7234:1
GP_Isolated_73	Contig:673:12.9444:1
GP_Isolated_74	Contig:67:10.3495:1
GP_Isolated_75	Contig:687:16.0035:1
GP_Isolated_76	Contig:700:33.0016:1
GP_Isolated_77	Contig:711:10.3415:1
GP_Isolated_78	Contig:713:22.0928:1
GP_Isolated_79	Contig:729:23.2903:1
GP_Isolated_80	Contig:735:30.3716:1
GP_Isolated_81	Contig:736:9.56674:1
GP_Isolated_82	Contig:737:9.8384:1
GP_Isolated_83	Contig:746:63.5479:1
GP_Isolated_84	Contig:751:13.3081:1
GP_Isolated_85	Contig:760:13.5766:1
GP_Isolated_86	Contig:762:25.8506:1
GP_Isolated_87	Contig:771:34.7314:1
GP_Isolated_88	Contig:77:22.5785:1
GP_Isolated_89	Contig:783:23.4552:1
GP_Isolated_90	Contig:788:4.55513:1
