plasmid	contigs
GP_Isolated_91	Contig:795:3.56897:1
GP_Isolated_92	Contig:800:15.4788:1
GP_Isolated_93	Contig:80:32.8046:1
GP_Isolated_94	Contig:816:25.6659:1
GP_Isolated_95	Contig:818:18.3048:1
GP_Isolated_96	Contig:821:26.1606:1
GP_Isolated_97	Contig:823:10.7077:1
GP_Isolated_98	Contig:834:70.8294:1
GP_Isolated_99	Contig:837:19.5656:1
GP_Isolated_100	Contig:840:11.1602:1
GP_Isolated_101	Contig:841:25.3242:1
GP_Isolated_102	Contig:859:7.546:1
GP_Isolated_103	Contig:860:43.6756:1
GP_Isolated_104	Contig:896:13.4538:1
GP_Isolated_105	Contig:901:38.0627:1
GP_Isolated_106	Contig:910:28.1937:1
GP_Isolated_107	Contig:911:29.8902:1
GP_Isolated_108	Contig:912:14.3291:1
GP_Isolated_109	Contig:914:26.8236:1
GP_Isolated_110	Contig:917:5.5855:1
GP_Isolated_111	Contig:918:67.9042:1
GP_Isolated_112	Contig:93:27.6718:1
GP_Isolated_113	Contig:950:30.9901:1
GP_Isolated_114	Contig:984:23.62:1
GP_Isolated_115	Contig:990:19.6402:1
GP_Isolated_116	Contig:997:32.3087:1
