plasmid	contigs
GP_unb_12,GP_unb_10,GP_unb_6,GP_unb_5,GP_1,GP_unb_3,GP_2,GP_unb_11,GP_0,GP_unb_2,GP_unb_13,GP_unb_9,GP_unb_7,GP_unb_1,GP_unb_15,GP_unb_4,GP_unb_8,GP_unb_14	Contig:128:24.4415:5p:1:16:1,Contig:115:22.7087:5p:1:18:1,Contig:10:25.2394:3p:1:5:1,Contig:101:24.9007:3p:1:59:1,Contig:100:199.848:1,Contig:115:22.7087:1,Contig:11:38.309:1,Contig:123:48.7074:1,Contig:145:75.7576:1,Contig:156:133.506:1,Contig:166:27.085:1,Contig:167:27.633:1,Contig:181:301.047:1,Contig:185:68.6101:1,Contig:194:60.1161:1,Contig:195:24.7634:1,Contig:207:284.019:1,Contig:209:28.6817:1,Contig:230:27.7476:1,Contig:25:26.4889:1,Contig:30:25.8188:1,Contig:37:33.9566:1,Contig:41:30.2178:1,Contig:54:295.909:1,Contig:57:96.3603:1,Contig:58:25.5015:1,Contig:81:858.248:1,Contig:83:28.1479:1,Contig:85:29.1784:1,Contig:87:240.223:1,Contig:99:90.8515:1,Contig:100:199.848:5p:1:10:1,Contig:10:25.2394:3p:1:11:1,Contig:10:25.2394:3p:1:13:1,Contig:10:25.2394:3p:1:17:1,Contig:10:25.2394:3p:1:23:1,Contig:10:25.2394:3p:1:29:1,Contig:114:52.4611:3p:1:15:1,Contig:114:52.4611:3p:1:34:1,Contig:115:22.7087:5p:1:27:1,Contig:116:27.1631:3p:1:8:1,Contig:128:24.4415:5p:1:9:1,Contig:128:24.4415:5p:1:29:1,Contig:130:27.6191:3p:1:10:1,Contig:225:25.7105:5p:1:2:1,Contig:101:24.9007:3p:1:16:1,Contig:103:80.1581:1,Contig:114:52.4611:1,Contig:129:31.6696:1,Contig:148:33.6183:1,Contig:177:119.148:1,Contig:178:77.3071:1,Contig:18:50.3446:1,Contig:213:54.2925:1,Contig:48:32.3134:1,Contig:68:53.9197:1,Contig:90:73.8148:1,Contig:114:52.4611:3p:1:17:1,Contig:18:50.3446:3p:1:7:1,Contig:90:73.8148:5p:1:3:1,Contig:90:73.8148:5p:1:4:1,Contig:122:29.7133:3p:1:5:1,Contig:102:29.2814:1,Contig:118:25.441:1,Contig:144:53.7164:1,Contig:160:28.5229:1,Contig:172:117.978:1,Contig:188:23.7944:1,Contig:198:26.4293:1,Contig:202:152.598:1,Contig:203:31.5652:1,Contig:36:26.7333:1,Contig:46:53.3597:1,Contig:66:69.6149:1,Contig:76:28.7875:1,Contig:77:47.3369:1,Contig:7:161.077:1,Contig:93:23.2853:1,Contig:101:24.9007:3p:1:48:1,Contig:102:29.2814:5p:1:5:1,Contig:116:27.1631:5p:1:29:1,Contig:172:117.978:5p:1:7:1,Contig:172:117.978:5p:1:9:1,Contig:172:117.978:5p:1:10:1,Contig:7:161.077:5p:1:4:1,Contig:101:24.9007:3p:1:11:1,Contig:215:27.9455:3p:1:10:1,Contig:114:52.4611:3p:1:16:1,Contig:10:25.2394:3p:1:21:1,Contig:71:30.1371:1,Contig:95:46.1806:5p:1:4:1,Contig:101:24.9007:3p:1:46:1,Contig:10:25.2394:3p:1:28:1,Contig:95:46.1806:5p:1:3:1
GP_Isolated_0	Contig:158:26.448:1
GP_Isolated_1	Contig:179:23.0255:1
GP_Isolated_2	Contig:186:28.8899:1
GP_Isolated_3	Contig:212:31.9019:1
GP_Isolated_4	Contig:233:25.9374:1
GP_3	Contig:2:440.868:Circ:1
GP_4	Contig:3:557.506:Circ:1
GP_5	Contig:4:1133.74:Circ:1
GP_6	Contig:5:610.665:Circ:1
GP_Isolated_5	Contig:62:28.8043:1
