plasmid	contigs	copy_number
PBF_P1	Contig:4:1133.74:Circ:1	34.132804831832814
PBF_P2	Contig:5:610.665:Circ:1	16.89013068211628
PBF_P3	Contig:3:557.506:Circ:1	15.19049658941176
PBF_P4	Contig:2:440.868:Circ:1	11.675357387911703
PBF_P5,PBF_P12,PBF_P15,PBF_P13,PBF_P17,PBF_P6,PBF_P20,PBF_P7,PBF_P19,PBF_P9,PBF_P14,PBF_P22,PBF_P24,PBF_P18,PBF_P10,PBF_P8,PBF_P11	Contig:230:27.7476:1,Contig:90:73.8148:1,Contig:119:46.5405:1,Contig:43:103.389:1,Contig:101:24.9007:3p:1:59:1,Contig:167:27.633:1,Contig:7:161.077:5p:1:4:1,Contig:114:52.4611:3p:1:34:1,Contig:90:73.8148:5p:1:4:1,Contig:103:80.1581:1,Contig:99:90.8515:1,Contig:114:52.4611:3p:1:15:1,Contig:40:27.2622:1,Contig:22:33.0191:1,Contig:77:47.3369:1,Contig:178:77.3071:1,Contig:181:301.047:1,Contig:188:23.7944:1,Contig:85:29.1784:1,Contig:137:41.0658:1,Contig:37:33.9566:1,Contig:172:117.978:5p:1:9:1,Contig:116:27.1631:3p:1:8:1,Contig:83:28.1479:1,Contig:54:295.909:1,Contig:100:199.848:1,Contig:18:50.3446:1,Contig:100:199.848:5p:1:10:1,Contig:118:25.441:1,Contig:156:133.506:1,Contig:57:96.3603:1,Contig:207:284.019:1,Contig:25:26.4889:1,Contig:101:24.9007:3p:1:48:1,Contig:120:109.616:1,Contig:225:25.7105:5p:1:2:1,Contig:11:38.309:1,Contig:7:161.077:1,Contig:95:46.1806:5p:1:3:1,Contig:147:43.2871:1,Contig:203:31.5652:1,Contig:101:24.9007:3p:1:43:1,Contig:102:29.2814:5p:1:5:1,Contig:10:25.2394:3p:1:13:1,Contig:68:53.9197:1,Contig:114:52.4611:3p:1:17:1,Contig:195:24.7634:1,Contig:172:117.978:5p:1:7:1,Contig:172:117.978:1,Contig:123:48.7074:1,Contig:138:49.0067:1,Contig:144:53.7164:1,Contig:95:46.1806:1,Contig:18:50.3446:3p:1:7:1,Contig:162:63.0046:1,Contig:160:28.5229:1,Contig:46:53.3597:1,Contig:102:29.2814:1,Contig:87:240.223:1,Contig:148:33.6183:1,Contig:213:54.2925:1,Contig:88:39.8911:1,Contig:18:50.3446:3p:1:5:1,Contig:132:27.4497:1,Contig:112:24.9484:1,Contig:142:196.976:1,Contig:100:199.848:5p:1:15:1,Contig:48:32.3134:1,Contig:100:199.848:5p:1:16:1,Contig:76:28.7875:1,Contig:10:25.2394:3p:1:17:1,Contig:58:25.5015:1,Contig:143:30.4444:1,Contig:89:32.5376:1,Contig:10:25.2394:3p:1:29:1,Contig:191:57.1338:1,Contig:10:25.2394:3p:1:23:1,Contig:95:46.1806:5p:1:4:1,Contig:172:117.978:5p:1:10:1,Contig:71:30.1371:1,Contig:219:22.9984:1,Contig:114:52.4611:1,Contig:209:28.6817:1,Contig:36:26.7333:1,Contig:185:68.6101:1,Contig:101:24.9007:3p:1:60:1	0.0
PBF_P16	Contig:172:117.978:5p:1:7:1,Contig:172:117.978:1,Contig:219:22.9984:1,Contig:172:117.978:5p:1:9:1,Contig:203:31.5652:1,Contig:160:28.5229:1	0.6677797387595027
PBF_P21	Contig:158:26.448:1	0.8062414123801522
PBF_P23	Contig:62:28.8043:1	0.8045058670496953
PBF_P25	Contig:212:31.9019:1	0.8009976965555162
PBF_P26	Contig:186:28.8899:1	0.8249867511805903
PBF_P27	Contig:179:23.0255:1	0.6852166579921646
PBF_P28	Contig:233:25.9374:1	0.7882213929849258
