plasmid	contigs
PBF_P1	165:1,193:1,129:1,77:1,171:1,178:1,197:1,150:1,157:1,99:1,48:1,169:1,106:1,123:1,115:1,84:1,205:1,119:1,200:1,111:1,90:1,108:1,94:1,101:1,180:1,107:1,96:1,135:1,98:1,154:1,148:1,147:1,132:1,194:1,192:1,195:1,187:1,104:1,116:1,75:1,126:1,121:1,63:1,65:1,92:1,198:1,118:1,125:1,82:1,139:1,155:1,68:1,102:1,185:1,134:1,117:1,112:1,46:1,88:1,86:1,78:1,177:1,158:1,42:1
PBF_P2	165:1,152:1,171:1,157:1,197:1,129:1,99:1,84:1,149:1,111:1,108:1,101:1,180:1,135:1,109:1,98:1,174:1,147:1,91:1,192:1,116:1,75:1,126:1,121:1,51:1,177:1,203:1,118:1,155:1,134:1,117:1,46:1,86:1,119:1,158:1
PBF_P3	165:1,193:1,171:1,178:1,197:1,150:1,157:1,129:1,48:1,169:1,106:1,123:1,84:1,115:1,205:1,119:1,200:1,111:1,108:1,94:1,101:1,180:1,107:1,135:1,109:1,96:1,154:1,148:1,147:1,132:1,195:1,192:1,104:1,187:1,194:1,116:1,91:1,75:1,126:1,121:1,97:1,63:1,203:1,65:1,92:1,198:1,118:1,125:1,82:1,139:1,155:1,89:1,185:1,134:1,117:1,112:1,46:1,88:1,177:1,158:1,42:1
PBF_P4	193:1,171:1,178:1,197:1,157:1,129:1,48:1,169:1,84:1,123:1,119:1,205:1,200:1,111:1,108:1,94:1,101:1,96:1,109:1,154:1,148:1,147:1,132:1,195:1,192:1,104:1,187:1,194:1,116:1,91:1,75:1,121:1,97:1,63:1,203:1,65:1,92:1,198:1,118:1,125:1,82:1,139:1,155:1,89:1,185:1,134:1,117:1,130:1,88:1,177:1,158:1,42:1
PBF_P5	193:1,171:1,178:1,197:1,48:1,169:1,123:1,205:1,200:1,111:1,108:1,94:1,101:1,135:1,109:1,96:1,154:1,148:1,132:1,195:1,192:1,104:1,187:1,194:1,116:1,126:1,121:1,97:1,63:1,184:1,203:1,92:1,118:1,125:1,82:1,139:1,155:1,89:1,134:1,117:1,158:1,42:1
PBF_P6	171:1,178:1,197:1,48:1,205:1,111:1,108:1,101:1,109:1,195:1,132:1,192:1,104:1,187:1,140:1,116:1,121:1,184:1,203:1,92:1,125:1,139:1,155:1,89:1,134:1,103:1,117:1,158:1,42:1
PBF_P7	120:1,171:1,159:1,178:1,197:1,123:1,205:1,111:1,108:1,101:1,96:1,109:1,195:1,132:1,192:1,104:1,187:1,91:1,116:1,140:1,121:1,97:1,184:1,203:1,92:1,118:1,125:1,139:1,155:1,89:1,134:1,103:1,117:1,70:1,158:1,42:1
PBF_P8	15:1
PBF_P9	120:1,159:1,197:1,205:1,111:1,101:1,109:1,192:1,116:1,121:1,97:1,203:1,155:1,89:1,134:1,46:1,70:1
PBF_P10	116:1,87:1,197:1,157:1,91:1,158:1,149:1,205:1,147:1,177:1,192:1
PBF_P11	97:1,116:1
