plasmid	contigs
PBF_P1	128:1,210:1,58:1,251:1,205:1,245:1,193:1,112:1,85:1,89:1,248:1,119:1,250:1,88:1,169:1,247:1,125:1,113:1,149:1,236:1,152:1,191:1,201:1,175:1,90:1,226:1,96:1,71:1,211:1,182:1,265:1,202:1,259:1,224:1,83:1,215:1,207:1,178:1,105:1,174:1,48:1,189:1,263:1,155:1,116:1,77:1,238:1,213:1,104:1,221:1,190:1,235:1,196:1,163:1,252:1,186:1,99:1,177:1,230:1,257:1,253:1,28:1,204:1,124:1,244:1,212:1,170:1,267:1,168:1,240:1,65:1,268:1,118:1,111:1,158:1,98:1,185:1,225:1,227:1,209:1,223:1,140:1,242:1,249:1,237:1,273:1,137:1,142:1,206:1,188:1,91:1,232:1,199:1,208:1,203:1
PBF_P2	128:1,210:1,58:1,154:1,251:1,205:1,245:1,193:1,112:1,92:1,85:1,89:1,248:1,119:1,250:1,88:1,49:1,169:1,247:1,125:1,236:1,162:1,152:1,201:1,181:1,175:1,90:1,226:1,96:1,71:1,182:1,265:1,202:1,259:1,224:1,83:1,215:1,207:1,178:1,105:1,48:1,189:1,263:1,155:1,116:1,77:1,238:1,213:1,104:1,219:1,221:1,190:1,196:1,235:1,163:1,252:1,186:1,99:1,177:1,230:1,253:1,28:1,204:1,124:1,212:1,267:1,168:1,65:1,268:1,118:1,143:1,158:1,225:1,227:1,242:1,249:1,237:1,273:1,137:1,142:1,91:1,232:1,199:1,216:1,203:1
PBF_P3	127:1,109:1,246:1
PBF_P4	255:1,234:1,148:1,115:1
PBF_P5	114:1,148:1,256:1,164:1,264:1
PBF_P6	128:1,212:1,263:1,155:1,58:1,267:1,226:1,96:1,245:1,193:1,116:1,268:1,238:1,213:1,265:1,224:1,89:1,104:1,209:1,221:1,215:1,252:1,186:1,169:1,99:1,230:1,273:1,204:1,152:1,201:1,208:1,189:1
PBF_P7	128:1,212:1,210:1,263:1,58:1,170:1,267:1,226:1,171:1,96:1,245:1,168:1,193:1,116:1,268:1,77:1,238:1,213:1,265:1,124:1,225:1,224:1,104:1,221:1,250:1,215:1,196:1,252:1,186:1,99:1,230:1,273:1,125:1,137:1,178:1,91:1,204:1,152:1,201:1,208:1,199:1,189:1
PBF_P8	77:1,225:1
PBF_P9	128:1,178:1,238:1,155:1,99:1,226:1,89:1,64:1,96:1,221:1,168:1,193:1,181:1,49:1
PBF_P10	181:1,49:1
PBF_P11	93:1
