plasmid	contigs
GP_Isolated_0	Contig:103:7.68737:1
GP_Isolated_1	Contig:107:7.1309:1
GP_Isolated_2	Contig:108:6.0233:1
GP_Isolated_3	Contig:109:11.878:1
GP_Isolated_4	Contig:115:30.5588:1
GP_Isolated_5	Contig:117:10.4954:1
GP_unb_1	Contig:126:174.723:1
GP_Isolated_6	Contig:131:11.5327:1
GP_0	Contig:13:39.3122:1,Contig:14:42.2727:1,Contig:252:43.4126:1,Contig:321:41.6127:1,Contig:338:115.172:1,Contig:346:98.2851:1,Contig:68:43.8388:1,Contig:252:43.4126:5p:1:8:1,Contig:252:43.4126:5p:1:9:1
GP_Isolated_7	Contig:140:37.6199:1
GP_Isolated_8	Contig:141:16.215:1
GP_Isolated_9	Contig:145:8.39572:1
GP_Isolated_10	Contig:146:13.252:1
GP_Isolated_11	Contig:152:32.306:1
GP_Isolated_12	Contig:163:40.9477:1
GP_Isolated_13	Contig:167:11.0355:1
GP_Isolated_14	Contig:172:11.413:1
GP_Isolated_15	Contig:173:9.30603:1
GP_Isolated_16	Contig:174:35.5739:1
GP_Isolated_17	Contig:176:28.8532:1
GP_Isolated_18	Contig:181:7.94601:1
GP_Isolated_19	Contig:186:12.0988:1
GP_Isolated_20	Contig:189:19.2779:1
GP_Isolated_21	Contig:191:22.5692:1
GP_Isolated_22	Contig:193:18.2001:1
GP_Isolated_23	Contig:198:28.5058:1
GP_1	Contig:1:211.243:Circ:1
GP_Isolated_24	Contig:203:9.15113:1
GP_Isolated_25	Contig:212:17.1266:1
GP_Isolated_26	Contig:214:39.0316:1
GP_Isolated_27	Contig:230:8.75:1
GP_Isolated_28	Contig:232:28.7482:1
GP_Isolated_29	Contig:238:24.618:1
GP_Isolated_30	Contig:242:24.4276:1
GP_Isolated_31	Contig:248:12.3726:1
GP_Isolated_32	Contig:257:18.1632:1
GP_Isolated_33	Contig:258:39.1771:1
GP_Isolated_34	Contig:25:37.2743:1
GP_Isolated_35	Contig:263:5.83478:1
GP_Isolated_36	Contig:265:47.1324:1
GP_Isolated_37	Contig:267:15.7101:1
GP_Isolated_38	Contig:273:15.1349:1
GP_2	Contig:282:10.6844:1,Contig:461:17.0783:1,Contig:19:68.059:5p:1:3:1
GP_unb_2	Contig:285:45.9803:1
GP_Isolated_39	Contig:293:35.1183:1
GP_Isolated_40	Contig:29:36.674:1
GP_3	Contig:2:1184.12:Circ:1
GP_Isolated_41	Contig:304:13.5115:1
GP_Isolated_42	Contig:305:7.61405:1
GP_Isolated_43	Contig:308:13.5102:1
GP_Isolated_44	Contig:313:14.582:1
GP_Isolated_45	Contig:317:12.5273:1
GP_Isolated_46	Contig:318:6.98968:1
GP_Isolated_47	Contig:320:18.4567:1
GP_Isolated_48	Contig:330:10.9408:1
GP_Isolated_49	Contig:331:27.4307:1
GP_Isolated_50	Contig:343:14.9354:1
GP_Isolated_51	Contig:350:8.55641:1
GP_Isolated_52	Contig:360:5.44172:1
GP_Isolated_53	Contig:362:18.0585:1
GP_Isolated_54	Contig:365:27.0284:1
GP_Isolated_55	Contig:387:42.2148:1
GP_Isolated_56	Contig:402:31.2629:1
GP_Isolated_57	Contig:404:5.92638:1
GP_Isolated_58	Contig:409:28.2768:1
GP_Isolated_59	Contig:417:24.1739:1
GP_Isolated_60	Contig:427:43.0173:1
GP_Isolated_61	Contig:428:18.0977:1
GP_unb_3	Contig:431:13.3648:1
GP_Isolated_62	Contig:43:9.16402:1
GP_Isolated_63	Contig:445:14.2592:1
GP_Isolated_64	Contig:467:10.586:1
GP_Isolated_65	Contig:470:7.82087:1
GP_Isolated_66	Contig:476:6.95852:1
GP_Isolated_67	Contig:495:12.2042:1
GP_Isolated_68	Contig:499:12.4204:1
GP_Isolated_69	Contig:520:40.71:1
GP_Isolated_70	Contig:52:23.9763:1
GP_Isolated_71	Contig:53:27.6948:1
GP_Isolated_72	Contig:7:30.9871:1
GP_Isolated_73	Contig:89:20.6349:1
GP_Isolated_74	Contig:8:36.2435:1
GP_Isolated_75	Contig:91:6.67622:1
GP_Isolated_76	Contig:99:28.2836:1
GP_unb_4	Contig:489:89.4724:3p:1:3:1
