plasmid	contigs
PBF_P1	Contig:145:263.188:3p:1:13:1,Contig:127:845.051:1,Contig:114:107.098:1,Contig:149:136.56:1,Contig:143:685.133:1,Contig:80:121.582:1,Contig:136:136.334:1,Contig:101:316.804:3p:1:169:1,Contig:101:316.804:3p:1:139:1,Contig:108:113.687:5p:1:14:1,Contig:86:87.329:1,Contig:101:316.804:3p:1:170:1,Contig:142:125.474:1,Contig:101:316.804:3p:1:162:1,Contig:101:316.804:3p:1:164:1,Contig:159:214.991:1,Contig:49:788.955:1,Contig:102:141.784:3p:1:29:1,Contig:102:141.784:3p:1:28:1,Contig:101:316.804:3p:1:136:1,Contig:44:497.588:1,Contig:128:484.589:1,Contig:29:135.505:1,Contig:137:1137.57:1,Contig:58:213.206:1,Contig:148:303.997:1,Contig:58:213.206:5p:1:2:1,Contig:101:316.804:3p:1:41:1,Contig:168:302.723:1,Contig:63:211.216:1,Contig:13:103.796:1,Contig:172:1082.52:1,Contig:99:1159.77:1,Contig:108:113.687:5p:1:16:1,Contig:158:91.2642:3p:1:7:1,Contig:104:465.831:1,Contig:67:1537.24:1,Contig:79:179.263:1,Contig:47:83.4426:1,Contig:106:189.378:1,Contig:111:144.433:1,Contig:58:213.206:5p:1:3:1,Contig:14:128.92:1,Contig:108:113.687:5p:1:15:1,Contig:133:156.883:1,Contig:185:85.6641:1,Contig:10:82.8492:5p:1:13:1,Contig:157:96.4941:1,Contig:61:115.302:1,Contig:101:316.804:3p:1:168:1,Contig:151:645.378:1,Contig:126:792.384:1,Contig:102:141.784:3p:1:3:1,Contig:66:2081.25:1,Contig:108:113.687:5p:1:7:1,Contig:53:106.09:1,Contig:132:94.834:3p:1:12:1,Contig:101:316.804:3p:1:112:1,Contig:91:255.63:1,Contig:145:263.188:3p:1:7:1,Contig:108:113.687:5p:1:28:1,Contig:111:144.433:3p:1:2:1,Contig:158:91.2642:3p:1:5:1,Contig:108:113.687:5p:1:9:1,Contig:13:103.796:3p:1:8:1,Contig:69:158.571:1,Contig:147:123.35:1,Contig:101:316.804:3p:1:79:1,Contig:72:101.765:1,Contig:51:369.001:1,Contig:101:316.804:3p:1:80:1,Contig:35:105.189:1,Contig:150:1852.37:1,Contig:101:316.804:3p:1:167:1,Contig:9:236.68:1,Contig:97:164.485:1,Contig:62:114.492:1,Contig:170:108.631:1,Contig:101:316.804:3p:1:140:1,Contig:126:792.384:3p:1:14:1,Contig:153:1110.42:1,Contig:101:316.804:3p:1:88:1,Contig:101:316.804:3p:1:151:1,Contig:105:185.453:1,Contig:52:214.783:1,Contig:58:213.206:5p:1:4:1,Contig:31:1125.63:1,Contig:118:500.525:1,Contig:36:126.801:1,Contig:90:109.706:1,Contig:55:123.924:1,Contig:111:144.433:3p:1:6:1,Contig:96:141.325:1,Contig:21:1832.83:1,Contig:139:137.297:1,Contig:124:81.3747:1,Contig:12:258.831:1,Contig:119:94.9239:1,Contig:112:241.21:1,Contig:101:316.804:3p:1:166:1,Contig:101:316.804:3p:1:163:1,Contig:161:286.749:1,Contig:88:102.651:1
PBF_P2	Contig:145:263.188:3p:1:13:1,Contig:152:305.004:1,Contig:127:845.051:1,Contig:114:107.098:1,Contig:143:685.133:1,Contig:80:121.582:1,Contig:136:136.334:1,Contig:177:151.085:1,Contig:101:316.804:3p:1:169:1,Contig:101:316.804:3p:1:139:1,Contig:125:210.343:1,Contig:166:271.364:1,Contig:108:113.687:5p:1:14:1,Contig:101:316.804:3p:1:170:1,Contig:101:316.804:3p:1:162:1,Contig:159:214.991:1,Contig:101:316.804:3p:1:164:1,Contig:49:788.955:1,Contig:102:141.784:3p:1:29:1,Contig:102:141.784:3p:1:28:1,Contig:101:316.804:3p:1:136:1,Contig:44:497.588:1,Contig:128:484.589:1,Contig:92:135.029:1,Contig:111:144.433:3p:1:5:1,Contig:29:135.505:1,Contig:137:1137.57:1,Contig:58:213.206:1,Contig:148:303.997:1,Contig:58:213.206:5p:1:2:1,Contig:101:316.804:3p:1:41:1,Contig:168:302.723:1,Contig:81:106.975:1,Contig:13:103.796:1,Contig:172:1082.52:1,Contig:180:113.298:1,Contig:99:1159.77:1,Contig:145:263.188:3p:1:24:1,Contig:108:113.687:5p:1:16:1,Contig:158:91.2642:3p:1:7:1,Contig:104:465.831:1,Contig:67:1537.24:1,Contig:79:179.263:1,Contig:47:83.4426:1,Contig:111:144.433:1,Contig:58:213.206:5p:1:3:1,Contig:11:97.0067:1,Contig:108:113.687:5p:1:15:1,Contig:133:156.883:1,Contig:10:82.8492:5p:1:13:1,Contig:101:316.804:3p:1:168:1,Contig:151:645.378:1,Contig:126:792.384:1,Contig:102:141.784:3p:1:3:1,Contig:66:2081.25:1,Contig:108:113.687:5p:1:7:1,Contig:53:106.09:1,Contig:132:94.834:3p:1:12:1,Contig:101:316.804:3p:1:112:1,Contig:146:278.105:1,Contig:91:255.63:1,Contig:145:263.188:3p:1:7:1,Contig:108:113.687:5p:1:28:1,Contig:111:144.433:3p:1:2:1,Contig:158:91.2642:3p:1:5:1,Contig:108:113.687:5p:1:9:1,Contig:13:103.796:3p:1:8:1,Contig:147:123.35:1,Contig:101:316.804:3p:1:79:1,Contig:72:101.765:1,Contig:51:369.001:1,Contig:101:316.804:3p:1:80:1,Contig:35:105.189:1,Contig:150:1852.37:1,Contig:101:316.804:3p:1:167:1,Contig:9:236.68:1,Contig:97:164.485:1,Contig:62:114.492:1,Contig:170:108.631:1,Contig:101:316.804:3p:1:140:1,Contig:153:1110.42:1,Contig:101:316.804:3p:1:88:1,Contig:101:316.804:3p:1:151:1,Contig:105:185.453:1,Contig:58:213.206:5p:1:4:1,Contig:31:1125.63:1,Contig:118:500.525:1,Contig:36:126.801:1,Contig:90:109.706:1,Contig:55:123.924:1,Contig:21:1832.83:1,Contig:139:137.297:1,Contig:124:81.3747:1,Contig:12:258.831:1,Contig:119:94.9239:1,Contig:112:241.21:1,Contig:101:316.804:3p:1:166:1,Contig:101:316.804:3p:1:163:1,Contig:161:286.749:1,Contig:88:102.651:1
PBF_P3	Contig:66:2081.25:1,Contig:140:145.381:1,Contig:170:108.631:1,Contig:127:845.051:1,Contig:108:113.687:5p:1:7:1,Contig:24:348.878:1,Contig:101:316.804:3p:1:140:1,Contig:153:1110.42:1,Contig:53:106.09:1,Contig:101:316.804:3p:1:88:1,Contig:180:113.298:1,Contig:132:94.834:3p:1:12:1,Contig:172:1082.52:1,Contig:101:316.804:3p:1:151:1,Contig:99:1159.77:1,Contig:143:685.133:1,Contig:80:121.582:1,Contig:101:316.804:3p:1:112:1,Contig:31:1125.63:1,Contig:101:316.804:3p:1:139:1,Contig:101:316.804:3p:1:169:1,Contig:36:126.801:1,Contig:118:500.525:1,Contig:151:645.378:1,Contig:125:210.343:1,Contig:90:109.706:1,Contig:104:465.831:1,Contig:101:316.804:3p:1:170:1,Contig:20:108.834:1,Contig:21:1832.83:1,Contig:108:113.687:5p:1:28:1,Contig:67:1537.24:1,Contig:108:113.687:5p:1:10:1,Contig:101:316.804:3p:1:162:1,Contig:101:316.804:3p:1:164:1,Contig:139:137.297:1,Contig:79:179.263:1,Contig:49:788.955:1,Contig:108:113.687:5p:1:9:1,Contig:24:348.878:3p:1:3:1,Contig:13:103.796:3p:1:8:1,Contig:106:189.378:1,Contig:174:91.4062:1,Contig:101:316.804:3p:1:136:1,Contig:108:113.687:1,Contig:44:497.588:1,Contig:11:97.0067:1,Contig:137:1137.57:1,Contig:10:82.8492:5p:1:13:1,Contig:101:316.804:3p:1:80:1,Contig:148:303.997:1,Contig:101:316.804:3p:1:166:1,Contig:150:1852.37:1,Contig:126:792.384:3p:1:6:1,Contig:101:316.804:3p:1:167:1,Contig:101:316.804:3p:1:163:1,Contig:9:236.68:1,Contig:101:316.804:3p:1:41:1,Contig:101:316.804:3p:1:168:1,Contig:62:114.492:1,Contig:161:286.749:1,Contig:126:792.384:1,Contig:81:106.975:1
PBF_P4	Contig:2:717.726:Circ:1
PBF_P5	Contig:66:2081.25:1,Contig:140:145.381:1,Contig:170:108.631:1,Contig:24:348.878:1,Contig:101:316.804:3p:1:140:1,Contig:188:91.2739:1,Contig:101:316.804:3p:1:88:1,Contig:180:113.298:1,Contig:132:94.834:3p:1:12:1,Contig:99:1159.77:1,Contig:101:316.804:3p:1:151:1,Contig:143:685.133:1,Contig:80:121.582:1,Contig:31:1125.63:1,Contig:177:151.085:1,Contig:101:316.804:3p:1:139:1,Contig:118:500.525:1,Contig:36:126.801:1,Contig:132:94.834:1,Contig:125:210.343:1,Contig:104:465.831:1,Contig:21:1832.83:1,Contig:108:113.687:5p:1:28:1,Contig:67:1537.24:1,Contig:108:113.687:5p:1:10:1,Contig:139:137.297:1,Contig:108:113.687:5p:1:9:1,Contig:24:348.878:3p:1:3:1,Contig:13:103.796:3p:1:8:1,Contig:106:189.378:1,Contig:174:91.4062:1,Contig:101:316.804:3p:1:136:1,Contig:161:286.749:1,Contig:101:316.804:3p:1:79:1,Contig:44:497.588:1,Contig:87:136.296:1,Contig:137:1137.57:1,Contig:10:82.8492:5p:1:13:1,Contig:148:303.997:1,Contig:150:1852.37:1,Contig:9:236.68:1,Contig:151:645.378:1,Contig:81:106.975:1
PBF_P6	Contig:66:2081.25:1,Contig:140:145.381:1,Contig:24:348.878:1,Contig:101:316.804:3p:1:140:1,Contig:188:91.2739:1,Contig:101:316.804:3p:1:88:1,Contig:180:113.298:1,Contig:132:94.834:3p:1:12:1,Contig:101:316.804:3p:1:151:1,Contig:143:685.133:1,Contig:80:121.582:1,Contig:31:1125.63:1,Contig:177:151.085:1,Contig:101:316.804:3p:1:139:1,Contig:118:500.525:1,Contig:36:126.801:1,Contig:132:94.834:1,Contig:125:210.343:1,Contig:104:465.831:1,Contig:21:1832.83:1,Contig:108:113.687:5p:1:28:1,Contig:67:1537.24:1,Contig:108:113.687:5p:1:10:1,Contig:139:137.297:1,Contig:108:113.687:5p:1:9:1,Contig:24:348.878:3p:1:3:1,Contig:13:103.796:3p:1:8:1,Contig:174:91.4062:1,Contig:101:316.804:3p:1:136:1,Contig:101:316.804:3p:1:79:1,Contig:44:497.588:1,Contig:87:136.296:1,Contig:148:303.997:1,Contig:150:1852.37:1,Contig:9:236.68:1,Contig:151:645.378:1,Contig:81:106.975:1
PBF_P7	Contig:66:2081.25:1,Contig:101:316.804:3p:1:140:1,Contig:188:91.2739:1,Contig:129:234.848:1,Contig:53:106.09:1,Contig:101:316.804:3p:1:88:1,Contig:180:113.298:1,Contig:132:94.834:3p:1:12:1,Contig:101:316.804:3p:1:153:1,Contig:101:316.804:3p:1:151:1,Contig:143:685.133:1,Contig:80:121.582:1,Contig:101:316.804:3p:1:112:1,Contig:31:1125.63:1,Contig:177:151.085:1,Contig:101:316.804:3p:1:139:1,Contig:36:126.801:1,Contig:118:500.525:1,Contig:158:91.2642:3p:1:7:1,Contig:125:210.343:1,Contig:132:94.834:1,Contig:104:465.831:1,Contig:21:1832.83:1,Contig:108:113.687:5p:1:28:1,Contig:67:1537.24:1,Contig:108:113.687:5p:1:10:1,Contig:111:144.433:3p:1:2:1,Contig:158:91.2642:3p:1:5:1,Contig:40:114.543:1,Contig:108:113.687:5p:1:9:1,Contig:13:103.796:3p:1:8:1,Contig:111:144.433:1,Contig:174:91.4062:1,Contig:101:316.804:3p:1:136:1,Contig:101:316.804:3p:1:79:1,Contig:111:144.433:3p:1:5:1,Contig:44:497.588:1,Contig:87:136.296:1,Contig:158:91.2642:1,Contig:150:1852.37:1,Contig:107:122.776:1,Contig:97:164.485:1,Contig:168:302.723:1,Contig:151:645.378:1,Contig:81:106.975:1
PBF_P8	Contig:66:2081.25:1,Contig:145:263.188:3p:1:13:1,Contig:101:316.804:3p:1:88:1,Contig:99:1159.77:1,Contig:101:316.804:3p:1:151:1,Contig:143:685.133:1,Contig:80:121.582:1,Contig:31:1125.63:1,Contig:177:151.085:1,Contig:101:316.804:3p:1:139:1,Contig:146:278.105:1,Contig:104:465.831:1,Contig:21:1832.83:1,Contig:108:113.687:5p:1:28:1,Contig:108:113.687:5p:1:10:1,Contig:139:137.297:1,Contig:108:113.687:5p:1:9:1,Contig:106:189.378:1,Contig:101:316.804:3p:1:136:1,Contig:161:286.749:1,Contig:108:113.687:1,Contig:101:316.804:3p:1:79:1,Contig:87:136.296:1,Contig:137:1137.57:1,Contig:10:82.8492:5p:1:13:1,Contig:51:369.001:1,Contig:150:1852.37:1,Contig:9:236.68:1,Contig:151:645.378:1
PBF_P9	Contig:145:263.188:3p:1:13:1,Contig:146:278.105:1,Contig:10:82.8492:5p:1:13:1,Contig:51:369.001:1,Contig:99:1159.77:1,Contig:161:286.749:1
PBF_P10	Contig:66:2081.25:1,Contig:101:316.804:3p:1:88:1,Contig:101:316.804:3p:1:151:1,Contig:143:685.133:1,Contig:177:151.085:1,Contig:31:1125.63:1,Contig:101:316.804:3p:1:139:1,Contig:158:91.2642:3p:1:7:1,Contig:104:465.831:1,Contig:111:144.433:3p:1:6:1,Contig:21:1832.83:1,Contig:111:144.433:3p:1:2:1,Contig:158:91.2642:3p:1:5:1,Contig:111:144.433:1,Contig:101:316.804:3p:1:136:1,Contig:101:316.804:3p:1:79:1,Contig:137:1137.57:1,Contig:158:91.2642:1,Contig:150:1852.37:1,Contig:134:107.767:1,Contig:97:164.485:1,Contig:168:302.723:1
