plasmid	contigs
PBF_P11	Contig:66:2081.25:1,Contig:167:154.83:1,Contig:126:792.384:3p:1:14:1,Contig:101:316.804:3p:1:151:1,Contig:143:685.133:1,Contig:31:1125.63:1,Contig:101:316.804:3p:1:139:1,Contig:158:91.2642:3p:1:7:1,Contig:104:465.831:1,Contig:111:144.433:3p:1:6:1,Contig:21:1832.83:1,Contig:111:144.433:3p:1:2:1,Contig:158:91.2642:3p:1:5:1,Contig:101:316.804:3p:1:164:1,Contig:111:144.433:1,Contig:101:316.804:3p:1:136:1,Contig:158:91.2642:1,Contig:150:1852.37:1,Contig:134:107.767:1,Contig:97:164.485:1,Contig:168:302.723:1,Contig:126:792.384:1
PBF_P12	Contig:152:305.004:1
PBF_P13	Contig:145:263.188:3p:1:7:1,Contig:145:263.188:1
PBF_P14	Contig:66:2081.25:1,Contig:137:1137.57:1,Contig:133:156.883:1,Contig:101:316.804:3p:1:80:1,Contig:101:316.804:3p:1:136:1,Contig:134:107.767:1,Contig:104:465.831:1,Contig:101:316.804:3p:1:88:1,Contig:169:135.507:1,Contig:31:1125.63:1,Contig:101:316.804:3p:1:139:1
PBF_P15	Contig:66:2081.25:1,Contig:145:263.188:3p:1:13:1,Contig:153:1110.42:1,Contig:172:1082.52:1,Contig:101:316.804:3p:1:153:1,Contig:31:1125.63:1,Contig:101:316.804:3p:1:139:1,Contig:104:465.831:1,Contig:20:108.834:1,Contig:21:1832.83:1,Contig:101:316.804:3p:1:164:1,Contig:159:214.991:1,Contig:101:316.804:3p:1:136:1,Contig:12:258.831:1,Contig:51:369.001:1,Contig:35:105.189:1,Contig:150:1852.37:1,Contig:126:792.384:3p:1:6:1,Contig:41:101.697:1,Contig:126:792.384:1
PBF_P16	Contig:66:2081.25:1,Contig:137:1137.57:1,Contig:101:316.804:3p:1:136:1,Contig:104:465.831:1,Contig:154:117.596:1,Contig:101:316.804:3p:1:139:1
PBF_P17	Contig:140:145.381:1,Contig:24:348.878:3p:1:3:1,Contig:24:348.878:1,Contig:9:236.68:1
PBF_P18	Contig:125:210.343:1,Contig:74:146.854:1
PBF_P19	Contig:42:167.313:1
PBF_P20	Contig:19:165.442:1,Contig:153:1110.42:1,Contig:172:1082.52:1
PBF_P21	Contig:56:131.198:1
PBF_P22	Contig:40:114.543:1,Contig:129:234.848:1
PBF_P23	Contig:145:263.188:3p:1:13:1,Contig:146:278.105:1,Contig:10:82.8492:5p:1:13:1,Contig:51:369.001:1,Contig:123:770.526:1,Contig:153:1110.42:1,Contig:45:81.6861:1,Contig:172:1082.52:1,Contig:99:1159.77:1,Contig:12:258.831:1,Contig:10:82.8492:1,Contig:159:214.991:1
