plasmid	contigs
GP_Isolated_0	111:1
GP_0	249:1,299:1,302:1,470:1,547:1,666:1
GP_Isolated_1	253:1
GP_unb_1	290:1
GP_unb_2	304:1
GP_Isolated_2	351:1
GP_Isolated_3	358:1
GP_Isolated_4	380:1
GP_Isolated_5	388:1
GP_unb_3	393:1
GP_Isolated_6	405:1
GP_Isolated_7	424:1
GP_Isolated_8	440:1
GP_Isolated_9	441:1
GP_Isolated_10	445:1
GP_1	450:1,554:1,644:1,648:1,649:1
GP_Isolated_11	459:1
GP_Isolated_12	482:1
GP_Isolated_13	483:1
GP_Isolated_14	493:1
GP_Isolated_15	501:1
GP_Isolated_16	505:1
GP_Isolated_17	512:1
GP_Isolated_18	516:1
GP_Isolated_19	517:1
GP_Isolated_20	525:1
GP_Isolated_21	530:1
GP_Isolated_22	531:1
GP_Isolated_23	559:1
GP_Isolated_24	581:1
GP_Isolated_25	590:1
GP_Isolated_26	598:1
GP_Isolated_27	599:1
GP_Isolated_28	604:1
GP_Isolated_29	613:1
GP_Isolated_30	626:1
GP_unb_4	634:1
GP_unb_5	665:1
GP_unb_6	671:1
GP_unb_7	672:1
GP_unb_8	674:1
GP_unb_9	676:1
GP_unb_10	677:1
