plasmid	contigs
PBF_P1	Contig:1:1718.43:Circ:1
PBF_P2	Contig:65:229.513:1,Contig:57:123.849:1,Contig:56:407.55:1,Contig:7:147.763:1,Contig:39:700.31:1,Contig:64:93.1956:3p:1:6:1,Contig:71:607.819:1,Contig:63:139.593:1,Contig:54:162.169:3p:1:11:1,Contig:59:133.409:1,Contig:39:700.31:5p:1:7:1,Contig:41:136.987:1,Contig:54:162.169:3p:1:10:1,Contig:69:125.276:1,Contig:64:93.1956:3p:1:4:1,Contig:74:139.229:1,Contig:18:118.94:1,Contig:73:138.203:1,Contig:69:125.276:3p:1:3:1,Contig:22:438.501:1,Contig:39:700.31:5p:1:20:1,Contig:70:151.522:1,Contig:72:132.719:1,Contig:62:98.5437:1,Contig:27:92.9992:5p:1:10:1,Contig:11:136.631:1,Contig:12:132.633:1,Contig:8:133.767:1,Contig:75:129.272:1,Contig:28:132.44:1,Contig:21:124.947:1,Contig:71:607.819:5p:1:11:1,Contig:52:344.509:1
PBF_P3	Contig:2:1342.55:Circ:1
PBF_P4	Contig:65:229.513:1,Contig:57:123.849:1,Contig:7:147.763:1,Contig:39:700.31:1,Contig:64:93.1956:3p:1:6:1,Contig:71:607.819:1,Contig:63:139.593:1,Contig:54:162.169:3p:1:11:1,Contig:59:133.409:1,Contig:39:700.31:5p:1:7:1,Contig:36:104.391:1,Contig:41:136.987:1,Contig:54:162.169:3p:1:10:1,Contig:69:125.276:1,Contig:64:93.1956:3p:1:4:1,Contig:74:139.229:1,Contig:18:118.94:1,Contig:73:138.203:1,Contig:69:125.276:3p:1:3:1,Contig:22:438.501:1,Contig:39:700.31:5p:1:20:1,Contig:70:151.522:1,Contig:72:132.719:1,Contig:30:129.984:1,Contig:27:92.9992:5p:1:10:1,Contig:11:136.631:1,Contig:12:132.633:1,Contig:8:133.767:1,Contig:75:129.272:1,Contig:71:607.819:5p:1:11:1,Contig:52:344.509:1
PBF_P5	Contig:65:229.513:1,Contig:7:147.763:1,Contig:66:104.149:1,Contig:39:700.31:1,Contig:66:104.149:3p:1:2:1,Contig:71:607.819:1,Contig:63:139.593:1,Contig:54:162.169:3p:1:11:1,Contig:66:104.149:3p:1:3:1,Contig:39:700.31:5p:1:7:1,Contig:41:136.987:1,Contig:54:162.169:3p:1:10:1,Contig:69:125.276:1,Contig:64:93.1956:3p:1:4:1,Contig:74:139.229:1,Contig:73:138.203:1,Contig:69:125.276:3p:1:3:1,Contig:30:129.984:1,Contig:39:700.31:5p:1:20:1,Contig:70:151.522:1,Contig:72:132.719:1,Contig:54:162.169:1,Contig:27:92.9992:5p:1:10:1,Contig:11:136.631:1,Contig:12:132.633:1,Contig:8:133.767:1,Contig:75:129.272:1,Contig:71:607.819:5p:1:11:1,Contig:52:344.509:1
PBF_P6	Contig:65:229.513:1,Contig:48:152.369:1,Contig:7:147.763:1,Contig:66:104.149:1,Contig:66:104.149:3p:1:2:1,Contig:37:144.388:1,Contig:71:607.819:1,Contig:54:162.169:3p:1:11:1,Contig:27:92.9992:5p:1:13:1,Contig:66:104.149:3p:1:3:1,Contig:39:700.31:5p:1:7:1,Contig:41:136.987:1,Contig:54:162.169:3p:1:10:1,Contig:19:88.929:1,Contig:69:125.276:3p:1:3:1,Contig:22:438.501:1,Contig:39:700.31:5p:1:20:1,Contig:30:129.984:1,Contig:31:96.4307:1,Contig:54:162.169:1,Contig:27:92.9992:5p:1:10:1,Contig:11:136.631:1,Contig:71:607.819:5p:1:11:1,Contig:27:92.9992:1
PBF_P7	Contig:74:139.229:1,Contig:60:99.5192:3p:1:3:1,Contig:56:407.55:1,Contig:53:97.3652:1,Contig:22:438.501:1,Contig:39:700.31:5p:1:7:1,Contig:70:151.522:1,Contig:39:700.31:1,Contig:60:99.5192:1,Contig:37:144.388:1,Contig:31:96.4307:1,Contig:63:139.593:1,Contig:54:162.169:3p:1:11:1,Contig:12:132.633:1
PBF_P8	Contig:30:129.984:1,Contig:71:607.819:5p:1:11:1,Contig:71:607.819:1,Contig:27:92.9992:5p:1:10:1
PBF_P9	Contig:36:104.391:1,Contig:52:344.509:1
PBF_P10	Contig:22:438.501:1,Contig:37:144.388:1,Contig:31:96.4307:1,Contig:54:162.169:3p:1:11:1
PBF_P11	Contig:48:152.369:1
