plasmid	contigs
GP_2	52:1,130:1,171:1,217:1,219:1,233:1,279:1,284:1,302:1,311:1,313:1,335:1,345:1,346:1,352:1,353:1,355:1,362:1,363:1,372:1,376:1,379:1,402:1,407:1,409:1,411:1,423:1,424:1,427:1,429:1,431:1,443:1
GP_0	113:1,129:1,133:1,161:1,177:1,190:1,209:1,217:1,231:1,232:1,247:1,289:1,375:1,386:1,416:1
GP_1	168:1,176:1,202:1,205:1,217:1,278:1,288:1,335:1,395:1,418:1,419:1,436:1,438:1
GP_unb_1	301:1
GP_unb_2	303:1
GP_unb_3	307:1
GP_unb_4	324:1
GP_unb_5	332:1
GP_unb_6	334:1
GP_unb_7	338:1
GP_unb_8	340:1
GP_unb_9	341:1
GP_unb_10	356:1
GP_unb_11	358:1
GP_unb_12	360:1
GP_unb_13	367:1
GP_unb_14	369:1
GP_unb_15	370:1
GP_unb_16	377:1
GP_unb_17	384:1
GP_unb_18	392:1
GP_unb_19	403:1
GP_unb_20	410:1
GP_unb_21	422:1
GP_unb_22	425:1
GP_unb_23	426:1
GP_unb_24	434:1
GP_unb_25	435:1
GP_unb_26	440:1
