plasmid	contigs
GP_0	Contig:112:403.143:1,Contig:312:364.558:1,Contig:77:327.431:1
GP_unb_1	Contig:13:88.0365:1
GP_unb_2	Contig:150:77.4884:1
GP_Isolated_0	Contig:319:11.5674:1
GP_Isolated_1	Contig:339:18.1771:1
GP_1	Contig:372:177.549:1,Contig:419:204.155:1,Contig:442:415.37:1,Contig:600:200.666:1
GP_Isolated_2	Contig:375:4.29379:1
GP_Isolated_3	Contig:395:8.85567:1
GP_Isolated_4	Contig:407:7.83375:1
GP_Isolated_5	Contig:430:8.66713:1
GP_Isolated_6	Contig:434:12.018:1
GP_Isolated_7	Contig:471:11.3812:1
GP_unb_3	Contig:639:47.5045:1
GP_unb_4	Contig:364:41.0324:5p:1:3:1
