plasmid	contigs
GP_unb_6,GP_unb_8,GP_unb_1,GP_unb_10,GP_unb_15,GP_1,GP_unb_4,GP_unb_12,GP_unb_14,GP_unb_7,GP_unb_11,GP_unb_13,GP_unb_9,GP_unb_5,GP_unb_3,GP_unb_2,GP_2	Contig:101:66.505:5p:1:86:1,Contig:111:134.513:5p:1:9:1,Contig:111:134.513:1,Contig:112:61.0398:5p:1:6:1,Contig:69:312.403:5p:1:10:1,Contig:100:128.521:1,Contig:116:63.6293:1,Contig:117:86.1981:1,Contig:125:77.7783:1,Contig:40:80.1257:1,Contig:61:54.1451:1,Contig:66:174.296:1,Contig:68:75.1648:1,Contig:84:104.595:1,Contig:101:66.505:5p:1:97:1,Contig:80:86.9946:1,Contig:133:54.6868:5p:1:13:1,Contig:69:312.403:5p:1:2:1,Contig:111:134.513:5p:1:8:1,Contig:112:61.0398:5p:1:9:1,Contig:55:105.648:5p:1:3:1,Contig:112:61.0398:5p:1:4:1,Contig:101:66.505:5p:1:78:1,Contig:14:63.5594:1,Contig:124:63.3682:1,Contig:140:92.8142:1,Contig:44:271.893:1
GP_0	Contig:105:340.55:1,Contig:106:287.225:1,Contig:115:387.749:1
GP_Isolated_0	Contig:113:62.4917:1
GP_Isolated_1	Contig:130:60.1401:1
GP_Isolated_2	Contig:1:339.87:Circ:1
GP_Isolated_3	Contig:2:478.961:Circ:1
GP_3	Contig:3:405.392:Circ:1
GP_4	Contig:4:308.378:Circ:1
GP_unb_16	Contig:72:42.7884:3p:1:23:1
GP_unb_17	Contig:72:42.7884:3p:1:31:1
