plasmid	contigs
PBF_P1	Contig:5:164.809:1,Contig:8:111.896:1,Contig:25:76.5551:1,Contig:40:92.6995:1,Contig:28:47.8898:1,Contig:59:102.255:1,Contig:64:46.8091:1,Contig:29:47.8712:1,Contig:42:200.871:1,Contig:80:80.587:1,Contig:69:52.3549:1,Contig:48:45.3828:1,Contig:27:49.0744:1,Contig:33:34.821:1,Contig:78:108.208:1,Contig:18:41.7504:1,Contig:65:82.0266:1,Contig:49:187.062:1,Contig:30:39.4336:1,Contig:19:212.647:1,Contig:71:53.5723:1,Contig:6:201.07:1,Contig:18:41.7504:5p:1:25:1,Contig:56:95.8916:1,Contig:26:47.2551:3p:1:9:1,Contig:22:94.8347:5p:1:13:1,Contig:47:208.995:1,Contig:18:41.7504:5p:1:39:1,Contig:21:270.148:1,Contig:26:47.2551:3p:1:10:1,Contig:38:74.1635:1,Contig:22:94.8347:5p:1:11:1,Contig:18:41.7504:5p:1:31:1
PBF_P2	Contig:5:164.809:1,Contig:18:41.7504:5p:1:52:1,Contig:8:111.896:1,Contig:25:76.5551:1,Contig:40:92.6995:1,Contig:28:47.8898:1,Contig:59:102.255:1,Contig:64:46.8091:1,Contig:29:47.8712:1,Contig:42:200.871:1,Contig:22:94.8347:5p:1:9:1,Contig:80:80.587:1,Contig:69:52.3549:1,Contig:48:45.3828:1,Contig:27:49.0744:1,Contig:78:108.208:1,Contig:20:46.0645:3p:1:5:1,Contig:18:41.7504:5p:1:30:1,Contig:18:41.7504:1,Contig:65:82.0266:1,Contig:49:187.062:1,Contig:19:212.647:1,Contig:71:53.5723:1,Contig:6:201.07:1,Contig:18:41.7504:5p:1:25:1,Contig:56:95.8916:1,Contig:22:94.8347:5p:1:13:1,Contig:20:46.0645:1,Contig:47:208.995:1,Contig:21:270.148:1,Contig:26:47.2551:3p:1:10:1,Contig:18:41.7504:5p:1:32:1,Contig:38:74.1635:1,Contig:18:41.7504:5p:1:31:1
PBF_P3	Contig:5:164.809:1,Contig:8:111.896:1,Contig:25:76.5551:1,Contig:40:92.6995:1,Contig:28:47.8898:1,Contig:59:102.255:1,Contig:64:46.8091:1,Contig:29:47.8712:1,Contig:22:94.8347:5p:1:9:1,Contig:22:94.8347:1,Contig:78:108.208:1,Contig:20:46.0645:3p:1:5:1,Contig:19:212.647:1,Contig:6:201.07:1,Contig:22:94.8347:5p:1:13:1,Contig:20:46.0645:1,Contig:21:270.148:1,Contig:38:74.1635:1
PBF_P4	Contig:1:173.664:Circ:1
PBF_P5	Contig:79:136.161:1,Contig:14:74.1766:1,Contig:12:70.7153:1
PBF_P6	Contig:5:164.809:1,Contig:81:62.3494:1,Contig:8:111.896:1,Contig:19:212.647:1,Contig:6:201.07:1,Contig:18:41.7504:5p:1:25:1,Contig:57:69.5485:1,Contig:46:73.6715:1,Contig:18:41.7504:5p:1:31:1
PBF_P7	Contig:18:41.7504:5p:1:52:1,Contig:8:111.896:1,Contig:42:200.871:1,Contig:80:80.587:1,Contig:22:94.8347:1,Contig:78:108.208:1,Contig:18:41.7504:5p:1:30:1,Contig:49:187.062:1,Contig:30:39.4336:1,Contig:19:212.647:1,Contig:6:201.07:1,Contig:71:53.5723:1,Contig:22:94.8347:5p:1:13:1,Contig:47:208.995:1,Contig:18:41.7504:5p:1:29:1,Contig:26:47.2551:3p:1:10:1,Contig:18:41.7504:5p:1:32:1,Contig:22:94.8347:5p:1:11:1
PBF_P8	Contig:22:94.8347:5p:1:13:1,Contig:22:94.8347:1
PBF_P9	Contig:37:68.461:1
PBF_P10	Contig:23:69.5099:1
PBF_P11	Contig:2:66.129:Circ:1
PBF_P12	Contig:19:212.647:1,Contig:78:108.208:1
PBF_P13	Contig:20:46.0645:1
