plasmid	contigs
GP_Isolated_0	Contig:113:217.548:1
GP_unb_6,GP_unb_3,GP_unb_4,GP_unb_1	Contig:120:23.8945:3p:1:17:1,Contig:763:36.4123:1,Contig:804:67.9553:1,Contig:120:23.8945:1
GP_0	Contig:1:274.358:Circ:1
GP_Isolated_1	Contig:268:37.625:1
GP_Isolated_2	Contig:277:9.76534:1
GP_unb_2	Contig:281:31.9502:1
GP_1	Contig:303:81.6228:1,Contig:596:116.207:1,Contig:663:79.7262:1,Contig:717:76.2856:1,Contig:877:272.28:1,Contig:303:81.6228:3p:1:3:1,Contig:303:81.6228:3p:1:5:1,Contig:303:81.6228:3p:1:7:1,Contig:303:81.6228:3p:1:8:1
GP_Isolated_3	Contig:307:3.62898:1
GP_Isolated_4	Contig:501:53.9771:1
GP_Isolated_5	Contig:593:4.77936:1
GP_Isolated_6	Contig:615:6.15361:1
GP_Isolated_7	Contig:622:40.2178:1
GP_Isolated_8	Contig:631:4.24566:1
GP_Isolated_9	Contig:639:8.44876:1
GP_Isolated_10	Contig:704:7.44479:1
GP_Isolated_11	Contig:798:26.5737:1
GP_unb_5	Contig:808:28.6598:1
GP_Isolated_12	Contig:869:4.89141:1
