plasmid	contigs
PBF_P1	211:1,264:1,230:1,174:1,228:1,241:1,47:1,249:1,158:1,118:1,234:1,266:1,121:1,111:1,224:1,108:1,168:1,209:1,226:1,197:1,260:1,106:1,139:1,263:1,204:1,125:1,193:1,143:1,133:1,269:1,205:1,236:1,203:1,232:1,219:1,259:1,157:1,221:1,101:1,265:1,242:1,172:1,238:1,252:1,82:1,170:1,137:1,114:1,247:1,83:1,251:1,240:1,191:1,132:1,210:1,148:1,134:1,218:1,248:1,233:1,214:1,195:1,253:1,179:1,123:1,155:1,231:1,237:1,227:1,229:1
PBF_P2	228:1,241:1,111:1,204:1,125:1,143:1,133:1,232:1,259:1,221:1,265:1,242:1,172:1,252:1,137:1,247:1,251:1,240:1,164:1,179:1,155:1,230:1,174:1,190:1,234:1,266:1,153:1,224:1,108:1,209:1,226:1,197:1,223:1,269:1,219:1,114:1,83:1,132:1,248:1,214:1,178:1,231:1,237:1,47:1,121:1,122:1,168:1,260:1,139:1,263:1,97:1,205:1,203:1,183:1,147:1,238:1,218:1,227:1,211:1,158:1,118:1,181:1,243:1,193:1,236:1,157:1,176:1,170:1,134:1,148:1,210:1,112:1,253:1,99:1,229:1
PBF_P3	141:1,211:1,174:1,47:1,181:1,190:1,118:1,234:1,266:1,111:1,224:1,153:1,108:1,168:1,209:1,226:1,260:1,139:1,263:1,125:1,133:1,269:1,205:1,236:1,203:1,161:1,232:1,219:1,259:1,221:1,165:1,183:1,55:1,147:1,265:1,242:1,172:1,238:1,114:1,83:1,251:1,240:1,164:1,134:1,132:1,210:1,112:1,218:1,148:1,233:1,253:1,231:1,227:1,229:1
PBF_P4	141:1,211:1,174:1,47:1,181:1,190:1,118:1,234:1,266:1,153:1,108:1,168:1,217:1,209:1,226:1,260:1,139:1,263:1,125:1,133:1,269:1,205:1,236:1,203:1,161:1,219:1,259:1,55:1,221:1,183:1,147:1,265:1,242:1,172:1,238:1,176:1,83:1,251:1,240:1,164:1,132:1,112:1,218:1,148:1,253:1,231:1,165:1,227:1
PBF_P5	211:1,47:1,181:1,234:1,266:1,168:1,209:1,226:1,260:1,150:1,263:1,125:1,269:1,221:1,147:1,242:1,93:1,238:1,240:1,132:1,112:1,218:1,253:1,231:1,227:1
PBF_P6	202:1,211:1,174:1,173:1,47:1,234:1,266:1,153:1,168:1,182:1,209:1,226:1,192:1,150:1,263:1,125:1,269:1,85:1,221:1,183:1,147:1,144:1,265:1,242:1,172:1,238:1,78:1,135:1,83:1,240:1,164:1,113:1,132:1,112:1,194:1,218:1,253:1,177:1,178:1,231:1,258:1
PBF_P7	202:1,211:1,174:1,173:1,47:1,234:1,266:1,209:1,226:1,192:1,106:1,263:1,269:1,85:1,219:1,147:1,265:1,144:1,242:1,172:1,238:1,78:1,225:1,83:1,240:1,113:1,132:1,112:1,194:1,218:1,253:1,178:1,231:1,258:1,165:1
PBF_P8	103:1
PBF_P9	202:1,81:1,173:1,118:1,234:1,266:1,153:1,192:1,133:1,269:1,69:1,83:1,164:1,148:1,194:1,218:1,177:1,178:1
PBF_P10	202:1,174:1,173:1,118:1,234:1,266:1,153:1,182:1,61:1,260:1,192:1,106:1,180:1,150:1,269:1,219:1,144:1,265:1,172:1,135:1,164:1,148:1,194:1,218:1,233:1,177:1,178:1,258:1,165:1,227:1
PBF_P11	186:1,107:1,218:1,234:1,207:1,48:1,266:1,166:1,100:1,269:1,127:1,237:1
PBF_P12	164:1,150:1,218:1,234:1,97:1,266:1,153:1,269:1,135:1,237:1
PBF_P13	164:1,218:1,150:1,234:1,93:1,266:1,97:1,153:1,269:1,237:1
PBF_P14	202:1,192:1,148:1,122:1,178:1,217:1,61:1
PBF_P15	127:1
PBF_P16	202:1,192:1,164:1,148:1,97:1,89:1,153:1,142:1,178:1
PBF_P17	223:1,114:1,229:1
