plasmid	contigs
GP_unb_1,GP_0	Contig:19:40.6482:1,Contig:101:48.8649:1,Contig:110:316.563:1,Contig:119:40.8496:1,Contig:122:52.3754:1,Contig:128:551.341:1,Contig:130:329.534:1,Contig:137:49.6541:1,Contig:140:377.303:1,Contig:144:39.3437:1,Contig:158:56.6787:1,Contig:15:103.474:1,Contig:169:92.1951:1,Contig:170:55.065:1,Contig:171:442.247:1,Contig:180:160.622:1,Contig:194:53.6397:1,Contig:198:45.3403:1,Contig:208:439.493:1,Contig:209:200.867:1,Contig:232:41.9978:1,Contig:30:44.0139:1,Contig:38:37.8376:1,Contig:42:67.6897:1,Contig:50:51.7474:1,Contig:54:39.9847:1,Contig:55:566.644:1,Contig:62:44.1347:1,Contig:66:77.9034:1,Contig:70:51.0062:1,Contig:73:48.034:1,Contig:77:48.9967:1,Contig:87:50.1471:1,Contig:89:496.805:1,Contig:90:53.7204:1,Contig:93:59.3072:1,Contig:101:48.8649:5p:1:37:1,Contig:101:48.8649:5p:1:38:1,Contig:101:48.8649:5p:1:81:1,Contig:101:48.8649:5p:1:83:1,Contig:101:48.8649:5p:1:84:1,Contig:101:48.8649:5p:1:90:1,Contig:101:48.8649:5p:1:91:1,Contig:101:48.8649:5p:1:94:1,Contig:101:48.8649:5p:1:161:1,Contig:101:48.8649:5p:1:166:1,Contig:101:48.8649:5p:1:177:1,Contig:101:48.8649:5p:1:183:1,Contig:101:48.8649:5p:1:260:1,Contig:101:48.8649:5p:1:321:1,Contig:101:48.8649:5p:1:325:1,Contig:101:48.8649:5p:1:327:1,Contig:101:48.8649:5p:1:338:1,Contig:107:163.281:3p:1:21:1,Contig:107:163.281:3p:1:27:1,Contig:107:163.281:3p:1:30:1,Contig:107:163.281:3p:1:34:1,Contig:107:163.281:3p:1:35:1,Contig:107:163.281:3p:1:37:1,Contig:114:136.625:3p:1:45:1,Contig:114:136.625:3p:1:58:1,Contig:119:40.8496:3p:1:18:1,Contig:119:40.8496:3p:1:20:1
GP_unb_5,GP_2,GP_unb_6,GP_1,GP_unb_4,GP_unb_3	Contig:114:136.625:3p:1:29:1,Contig:107:163.281:1,Contig:114:136.625:1,Contig:13:95.9914:1,Contig:145:242.688:1,Contig:154:103.688:1,Contig:168:161.353:1,Contig:183:96.06:1,Contig:28:115.355:1,Contig:41:198.112:1,Contig:44:461.659:1,Contig:89:496.805:1,Contig:114:136.625:3p:1:38:1,Contig:114:136.625:3p:1:45:1,Contig:114:136.625:3p:1:58:1,Contig:117:188.045:5p:1:3:1,Contig:140:377.303:3p:1:22:1,Contig:140:377.303:3p:1:29:1,Contig:71:83.5353:5p:1:8:1,Contig:114:136.625:3p:1:40:1,Contig:105:46.1127:1,Contig:106:58.9639:1,Contig:138:48.4628:1,Contig:147:45.5828:1,Contig:150:310.156:1,Contig:159:41.6432:1,Contig:160:44.2371:1,Contig:171:442.247:1,Contig:177:43.2008:1,Contig:184:34.3982:1,Contig:185:85.4919:1,Contig:187:153.667:1,Contig:191:73.5118:1,Contig:192:87.5582:1,Contig:199:102.012:1,Contig:208:439.493:1,Contig:210:186.439:1,Contig:217:41.8925:1,Contig:25:39.6343:1,Contig:31:467.638:1,Contig:39:486.039:1,Contig:46:119.719:1,Contig:58:38.056:1,Contig:59:51.7318:1,Contig:61:44.0041:1,Contig:68:44.0504:1,Contig:69:38.2565:1,Contig:71:83.5353:1,Contig:72:42.7097:1,Contig:74:50.0362:1,Contig:81:105.716:1,Contig:82:39.3384:1,Contig:91:70.1601:1,Contig:92:60.1758:1,Contig:99:93.1986:1,Contig:9:298.418:1,Contig:101:48.8649:5p:1:81:1,Contig:101:48.8649:5p:1:161:1,Contig:101:48.8649:5p:1:162:1,Contig:101:48.8649:5p:1:163:1,Contig:101:48.8649:5p:1:240:1,Contig:101:48.8649:5p:1:288:1,Contig:101:48.8649:5p:1:321:1,Contig:101:48.8649:5p:1:327:1,Contig:101:48.8649:5p:1:338:1,Contig:101:48.8649:5p:1:351:1,Contig:101:48.8649:5p:1:353:1,Contig:114:136.625:3p:1:42:1,Contig:101:48.8649:5p:1:317:1,Contig:47:188.774:1
GP_Isolated_0	Contig:162:46.0005:1
GP_Isolated_1	Contig:213:46.1405:1
GP_Isolated_2	Contig:227:45.4647:1
GP_3	Contig:2:1276.45:Circ:1
GP_Isolated_3	Contig:34:46.4592:1
GP_4	Contig:3:2796.85:Circ:1
GP_unb_2	Contig:45:72.8656:1
GP_5	Contig:5:1550.31:Circ:1
GP_unb_7	Contig:140:377.303:3p:1:15:1
