plasmid	contigs	copy_number
PBF_P6,PBF_P2,PBF_P5,PBF_P7,PBF_P1,PBF_P4,PBF_P8	236:1,132:1,242:1,220:1,223:1,200:1,284:1,258:1,202:1,186:1,245:1,183:1,109:1,269:1,62:1,206:1,116:1,171:1,188:1,211:1,83:1,275:1,270:1,172:1,108:1,7:1,259:1,181:1,219:1,201:1,179:1,177:1,193:1,154:1,215:1,149:1,146:1,268:1,217:1,218:1,166:1,229:1,159:1,224:1,136:1,139:1,257:1,89:1,114:1,278:1,189:1,86:1,204:1,205:1,141:1,117:1,247:1,120:1,227:1,184:1,195:1,129:1,110:1,105:1,225:1,175:1,262:1,107:1,112:1,273:1,164:1,194:1,208:1,243:1,115:1,213:1,170:1,230:1,197:1,77:1,152:1,95:1,191:1,150:1,237:1,260:1,203:1,64:1,162:1,199:1,78:1,111:1,91:1,235:1,126:1,160:1,113:1,104:1,252:1,157:1,231:1,155:1,263:1,102:1,238:1,167:1,207:1,142:1,138:1,24:1,233:1,163:1,281:1,228:1,130:1,280:1,73:1,232:1,123:1,35:1,267:1,264:1,274:1	0.3876340144142887
PBF_P3	121:1	5.959338061465721
