plasmid	contigs	copy_number
PBF_P32,PBF_P2,PBF_P7,PBF_P9,PBF_P16,PBF_P20,PBF_P12,PBF_P13,PBF_P14,PBF_P25,PBF_P15,PBF_P19,PBF_P17,PBF_P35,PBF_P6,PBF_P1,PBF_P11,PBF_P10,PBF_P5,PBF_P8	Contig:272:13.7226:1,Contig:160:33.7818:1,Contig:267:30.1134:1,Contig:80:37.4935:1,Contig:134:130.991:3p:1:65:1,Contig:141:38.9977:1,Contig:230:45.781:1,Contig:134:130.991:3p:1:48:1,Contig:89:20.2765:5p:1:13:1,Contig:134:130.991:3p:1:30:1,Contig:160:33.7818:5p:1:3:1,Contig:89:20.2765:5p:1:7:1,Contig:134:130.991:3p:1:75:1,Contig:119:40.1145:1,Contig:212:22.4128:1,Contig:199:26.1114:5p:1:14:1,Contig:67:18.2179:1,Contig:129:65.3852:1,Contig:126:9.28355:5p:1:26:1,Contig:111:124.474:5p:1:21:1,Contig:200:548.292:1,Contig:134:130.991:3p:1:134:1,Contig:111:124.474:5p:1:24:1,Contig:162:247.952:1,Contig:168:257.634:1,Contig:234:83.8549:1,Contig:104:29.8581:1,Contig:134:130.991:3p:1:91:1,Contig:134:130.991:3p:1:68:1,Contig:254:115.712:1,Contig:125:38.5804:1,Contig:253:33.0146:1,Contig:207:30.7226:1,Contig:126:9.28355:5p:1:28:1,Contig:64:30.2966:1,Contig:101:81.178:1,Contig:89:20.2765:5p:1:3:1,Contig:176:137.277:1,Contig:206:28.0248:1,Contig:134:130.991:1,Contig:75:40.6399:1,Contig:134:130.991:3p:1:19:1,Contig:10:44.0448:1,Contig:270:28.3742:1,Contig:219:234.456:1,Contig:57:126.358:1,Contig:123:112.719:1,Contig:195:30.5427:1,Contig:50:67.6238:1,Contig:176:137.277:3p:1:2:1,Contig:76:256.414:1,Contig:68:51.022:1,Contig:160:33.7818:5p:1:4:1,Contig:150:23.6169:1,Contig:37:69.369:1,Contig:3:145.902:1,Contig:134:130.991:3p:1:26:1,Contig:51:266.841:1,Contig:89:20.2765:1,Contig:134:130.991:3p:1:71:1,Contig:69:14.3804:1,Contig:231:48.206:1,Contig:217:24.3338:1,Contig:134:130.991:3p:1:77:1,Contig:78:30.4832:1,Contig:94:30.3558:1,Contig:35:17.3756:1,Contig:211:30.9295:1,Contig:100:39.8624:1,Contig:259:11.5685:1,Contig:85:112.045:1,Contig:209:20.8625:1,Contig:172:32.1029:1,Contig:236:14.1794:1,Contig:59:18.0596:1,Contig:33:34.8664:1,Contig:159:35.6793:1,Contig:74:20.5513:1,Contig:13:35.207:1,Contig:223:15.5217:1,Contig:170:60.9278:1,Contig:239:14.8556:1,Contig:66:39.506:1,Contig:60:38.6604:1,Contig:264:34.7799:1,Contig:152:33.9414:1,Contig:199:26.1114:1	0.0
PBF_P3	Contig:1:128.487:Circ:1	5.347278224125947
PBF_P4	Contig:22:111.381:1	4.506472616494021
PBF_P18,PBF_P28,PBF_P24	Contig:167:34.2275:1,Contig:167:34.2275:3p:1:5:1,Contig:147:17.3429:1,Contig:40:14.4672:5p:1:2:1,Contig:40:14.4672:1	0.6158686457474687
PBF_P21,PBF_P26	Contig:15:30.7819:1,Contig:82:26.62:1	1.138508269634258
PBF_P27	Contig:27:14.6288:1	0.6965714870274254
PBF_P29	Contig:26:14.9819:1	0.7133927098964654
PBF_P30	Contig:226:12.9695:1	0.6153235173531398
PBF_P31	Contig:208:17.4303:1	0.8158974043020236
PBF_P33	Contig:175:16.137:1	0.7648671793098376
PBF_P34	Contig:142:12.8201:1	0.5839820082529671
PBF_P36	Contig:107:13.7322:1	0.6309068264193571
PBF_P37	Contig:266:10.8335:1	0.5113328057602774
