plasmid	contigs
GT_2,GT_3	Contig:106:249.839:1,Contig:119:979.855:1,Contig:127:215.081:1,Contig:24:244.099:1,Contig:30:193.461:1,Contig:53:207.086:1,Contig:30:193.461:3p:1:3:1,Contig:92:419.878:1,Contig:24:244.099:3p:1:8:1,Contig:24:244.099:3p:1:9:1,Contig:43:408.472:1,Contig:89:419.455:1
GT_4	Contig:10:1504.62:Circ:1
GT_12	Contig:11:4601.98:Circ:1
GT_9	Contig:1:772.576:Circ:1
GT_16	Contig:2:7469.65:Circ:1
GT_6	Contig:3:2346.08:Circ:1
GT_14	Contig:4:1455.46:Circ:1
GT_7,GT_10	Contig:75:865.295:1,Contig:75:865.295:3p:1:3:1,Contig:75:865.295:3p:1:4:1,Contig:58:957.968:1
GT_5	Contig:5:256.342:Circ:1
GT_13	Contig:6:3130.41:Circ:1
GT_8	Contig:7:2565.44:Circ:1
GT_11	Contig:8:2164.26:Circ:1
GT_15	Contig:9:2017.09:Circ:1
