plasmid	contigs	copy_number
PBF_P1	Contig:11:4601.98:Circ:1	23.850901934070645
PBF_P2	Contig:6:3130.41:Circ:1	14.88013251957509
PBF_P3	Contig:7:2565.44:Circ:1	13.927757325466082
PBF_P4	Contig:3:2346.08:Circ:1	12.15488788838626
PBF_P5	Contig:8:2164.26:Circ:1	10.719741792236116
PBF_P6	Contig:10:1504.62:Circ:1	6.1596772726115105
PBF_P8,PBF_P7	Contig:75:865.295:3p:1:4:1,Contig:58:957.968:1,Contig:75:865.295:1,Contig:75:865.295:3p:1:3:1	4.721688426176115
PBF_P9	Contig:1:772.576:Circ:1	2.813062664006797
PBF_P10,PBF_P11	Contig:89:419.455:1,Contig:30:193.461:3p:1:3:1,Contig:43:408.472:1	2.4454732990343477
PBF_P12	Contig:5:256.342:Circ:1	1.4894115211382575
