plasmid	contigs
MOB_AC579,MOB_AA058,MOB_AB961,MOB_AC978	Contig:24:244.099:1,Contig:51:289.172:1,Contig:53:207.086:1,Contig:79:601.438:1,Contig:106:249.839:1,Contig:114:534.336:1,Contig:126:191.491:1,Contig:34:580.244:1,Contig:42:157.923:1,Contig:80:142.69:1,Contig:81:355.211:1,Contig:92:419.878:1,Contig:127:215.081:1,Contig:30:193.461:1,Contig:98:561.141:1,Contig:89:419.455:1
MOB_AD484	Contig:10:1504.62:Circ:1
MOB_AD465	Contig:12:4139.68:Circ:1
MOB_AA537	Contig:1:772.576:Circ:1
MOB_AB445	Contig:3:2346.08:Circ:1
MOB_AD488	Contig:58:957.968:1,Contig:75:865.295:1
MOB_AD338	Contig:5:256.342:Circ:1
MOB_AD464	Contig:6:3130.41:Circ:1
MOB_AA102	Contig:7:2565.44:Circ:1
MOB_AB071	Contig:9:2017.09:Circ:1
