plasmid	contigs
GP_2	57:1,69:1,76:1,91:1,109:1,117:1,125:1,143:1,148:1,150:1,151:1,164:1,171:1,172:1,174:1,176:1,182:1,226:1,232:1,249:1,257:1,260:1,273:1,286:1,293:1,297:1,314:1,317:1,348:1,377:1,416:1,418:1,436:1,442:1,451:1,456:1,457:1,463:1
GP_1	61:1,107:1,144:1,146:1,149:1,158:1,173:1,178:1,181:1,184:1,186:1,189:1,190:1,197:1,211:1,238:1,249:1,250:1,312:1,347:1,363:1,374:1,380:1,423:1,424:1,437:1,440:1,461:1
GP_0	65:1,77:1,78:1,99:1,106:1,114:1,124:1,129:1,133:1,142:1,152:1,153:1,155:1,156:1,157:1,161:1,165:1,167:1,169:1,177:1,188:1,207:1,212:1,223:1,232:1,326:1,337:1,338:1,343:1,405:1
GP_4	74:1
GP_3	137:1,159:1,160:1,162:1,168:1,170:1,175:1,251:1,300:1,345:1,376:1,401:1,402:1,436:1
GP_unb_1	185:1
GP_unb_2	192:1
GP_unb_3	193:1
GP_unb_4	194:1
GP_unb_5	195:1
GP_unb_6	200:1
GP_unb_7	201:1
GP_unb_8	202:1
GP_unb_9	203:1
GP_unb_10	204:1
GP_unb_11	205:1
GP_unb_12	206:1
GP_unb_13	214:1
GP_unb_14	216:1
GP_unb_15	222:1
GP_unb_16	224:1
GP_unb_17	233:1
GP_unb_18	234:1
GP_unb_19	235:1
GP_unb_20	236:1
GP_unb_21	237:1
GP_unb_22	239:1
GP_unb_23	240:1
GP_unb_24	241:1
GP_unb_25	243:1
GP_unb_26	244:1
GP_unb_27	245:1
GP_unb_28	246:1
GP_unb_29	247:1
GP_unb_30	248:1
GP_unb_31	252:1
GP_unb_32	253:1
GP_unb_33	254:1
GP_unb_34	255:1
GP_unb_35	256:1
GP_unb_36	258:1
GP_unb_37	259:1
GP_unb_38	262:1
GP_unb_39	263:1
GP_unb_40	265:1
GP_unb_41	266:1
GP_unb_42	267:1
GP_unb_43	268:1
GP_unb_44	269:1
GP_unb_45	270:1
GP_unb_46	272:1
GP_unb_47	275:1
GP_unb_48	278:1
GP_unb_49	283:1
GP_unb_50	285:1
GP_unb_51	287:1
GP_unb_52	288:1
GP_unb_53	289:1
GP_unb_54	290:1
GP_unb_55	291:1
GP_unb_56	294:1
GP_unb_57	296:1
GP_unb_58	301:1
GP_unb_59	302:1
GP_unb_60	306:1
GP_unb_61	309:1
GP_unb_62	310:1
GP_unb_63	318:1
GP_unb_64	320:1
GP_unb_65	321:1
GP_unb_66	324:1
GP_unb_67	325:1
GP_unb_68	327:1
GP_unb_69	329:1
GP_unb_70	330:1
GP_unb_71	333:1
GP_unb_72	334:1
GP_unb_73	335:1
GP_unb_74	336:1
GP_unb_75	340:1
GP_unb_76	346:1
GP_unb_77	351:1
GP_unb_78	352:1
GP_unb_79	354:1
GP_unb_80	356:1
GP_unb_81	357:1
GP_unb_82	359:1
GP_unb_83	360:1
GP_unb_84	361:1
GP_unb_85	362:1
GP_unb_86	365:1
GP_unb_87	367:1
GP_unb_88	369:1
GP_unb_89	372:1
GP_unb_90	378:1
GP_unb_91	381:1
GP_unb_92	385:1
GP_unb_93	386:1
GP_unb_94	387:1
GP_unb_95	393:1
GP_unb_96	394:1
GP_unb_97	396:1
GP_unb_98	397:1
GP_unb_99	398:1
GP_unb_100	399:1
GP_unb_101	400:1
GP_unb_102	404:1
GP_unb_103	407:1
GP_unb_104	408:1
GP_unb_105	412:1
GP_unb_106	417:1
GP_unb_107	425:1
GP_unb_108	427:1
GP_unb_109	431:1
GP_unb_110	434:1
GP_unb_111	441:1
GP_unb_112	443:1
GP_unb_113	444:1
GP_unb_114	445:1
GP_unb_115	446:1
GP_unb_116	447:1
GP_unb_117	455:1
GP_unb_118	459:1
GP_unb_119	460:1
GP_unb_120	462:1
GP_unb_121	468:1
GP_unb_122	469:1
