plasmid	contigs
PBF_P1	74:1
PBF_P2	180:1,234:1,135:1,235:1,126:1,300:1,403:1,437:1,239:1,348:1,238:1,155:1,106:1,26:1,252:1,269:1,355:1,223:1,392:1,415:1,246:1,173:1,116:1,111:1,276:1,55:1,124:1,251:1,319:1,152:1,297:1,53:1,212:1,326:1,433:1,250:1,317:1,175:1,345:1,242:1,286:1,321:1,255:1,154:1,467:1,99:1,306:1,391:1,219:1,359:1,80:1,236:1,264:1,213:1,363:1,182:1,427:1,458:1,442:1,419:1,149:1,456:1,292:1,285:1,315:1,464:1,390:1,150:1,196:1,294:1,137:1,446:1,146:1,254:1,253:1,340:1,310:1,188:1,293:1,461:1,207:1,400:1,436:1,183:1,142:1,273:1,309:1,343:1,77:1,311:1,88:1,291:1,314:1,347:1,295:1,338:1,151:1,460:1,385:1,123:1,364:1,140:1,243:1,421:1,160:1,226:1,157:1,114:1,127:1,405:1,418:1,70:1,365:1,268:1,425:1,133:1,172:1,78:1,208:1,190:1,259:1,369:1,125:1,178:1,129:1,121:1,256:1,193:1,221:1,195:1,352:1,168:1,410:1,398:1,181:1,65:1,383:1
PBF_P3	180:1,119:1,235:1,126:1,186:1,403:1,437:1,380:1,239:1,238:1,106:1,26:1,252:1,269:1,355:1,223:1,245:1,415:1,246:1,173:1,276:1,55:1,124:1,319:1,153:1,297:1,53:1,212:1,326:1,433:1,250:1,242:1,286:1,321:1,255:1,154:1,109:1,462:1,99:1,306:1,391:1,219:1,108:1,359:1,264:1,213:1,363:1,458:1,442:1,419:1,149:1,456:1,292:1,285:1,315:1,187:1,464:1,390:1,196:1,446:1,146:1,254:1,253:1,340:1,310:1,188:1,461:1,207:1,400:1,436:1,183:1,211:1,142:1,273:1,309:1,156:1,343:1,77:1,416:1,311:1,198:1,88:1,291:1,314:1,347:1,197:1,295:1,338:1,151:1,460:1,385:1,123:1,364:1,147:1,118:1,243:1,421:1,226:1,157:1,114:1,424:1,263:1,374:1,127:1,405:1,365:1,268:1,133:1,78:1,190:1,259:1,369:1,125:1,178:1,129:1,121:1,193:1,221:1,330:1,61:1,195:1,144:1,240:1,352:1,398:1,181:1,65:1,440:1,383:1
PBF_P4	180:1,235:1,126:1,308:1,186:1,403:1,437:1,380:1,238:1,26:1,355:1,184:1,223:1,245:1,415:1,173:1,116:1,276:1,319:1,297:1,326:1,250:1,242:1,286:1,321:1,255:1,154:1,109:1,99:1,306:1,391:1,219:1,108:1,359:1,432:1,236:1,363:1,458:1,442:1,86:1,419:1,149:1,456:1,292:1,285:1,315:1,187:1,464:1,390:1,196:1,275:1,146:1,254:1,340:1,310:1,461:1,207:1,400:1,436:1,183:1,142:1,273:1,309:1,416:1,198:1,88:1,291:1,249:1,347:1,197:1,323:1,295:1,151:1,460:1,385:1,364:1,444:1,147:1,118:1,243:1,421:1,226:1,157:1,114:1,424:1,374:1,127:1,405:1,365:1,268:1,78:1,190:1,200:1,369:1,259:1,125:1,178:1,129:1,121:1,193:1,221:1,330:1,61:1,144:1,352:1,398:1,181:1,65:1,440:1
PBF_P5	326:1,114:1,253:1,405:1,268:1,207:1,78:1,142:1,99:1,369:1,391:1,26:1,219:1,129:1,77:1,223:1,65:1
PBF_P6	405:1,391:1,26:1,219:1,129:1,268:1,207:1,77:1,65:1,326:1,78:1,142:1,114:1,253:1,99:1
PBF_P7	405:1,26:1,123:1,129:1,268:1,188:1,77:1,212:1,65:1,106:1,78:1,142:1
PBF_P8	180:1,235:1,126:1,403:1,62:1,437:1,348:1,238:1,106:1,64:1,105:1,415:1,378:1,173:1,319:1,53:1,212:1,250:1,317:1,233:1,286:1,255:1,154:1,109:1,232:1,359:1,432:1,264:1,236:1,363:1,182:1,458:1,442:1,419:1,149:1,456:1,292:1,285:1,187:1,150:1,390:1,196:1,294:1,340:1,310:1,188:1,293:1,461:1,382:1,183:1,142:1,273:1,416:1,198:1,311:1,88:1,291:1,314:1,347:1,197:1,295:1,448:1,271:1,385:1,123:1,147:1,140:1,118:1,421:1,157:1,424:1,374:1,127:1,405:1,418:1,365:1,268:1,172:1,78:1,190:1,259:1,125:1,178:1,121:1,193:1,330:1,144:1,352:1,398:1,181:1,440:1,383:1
PBF_P9	96:1,319:1,285:1,187:1,390:1,52:1,150:1,421:1,196:1,53:1,235:1,146:1,275:1,126:1,383:1,308:1,403:1,250:1,437:1,310:1,418:1,365:1,238:1,461:1,293:1,183:1,154:1,190:1,273:1,259:1,178:1,260:1,359:1,453:1,432:1,193:1,184:1,416:1,236:1,314:1,363:1,291:1,245:1,249:1,458:1,352:1,415:1,347:1,442:1,86:1,164:1,173:1,116:1,398:1,181:1,323:1,419:1,295:1,55:1,385:1,149:1,456:1,292:1
PBF_P10	96:1,319:1,285:1,187:1,390:1,52:1,150:1,421:1,383:1,53:1,235:1,196:1,126:1,403:1,250:1,62:1,437:1,310:1,418:1,365:1,348:1,238:1,317:1,461:1,293:1,233:1,183:1,154:1,172:1,190:1,273:1,259:1,178:1,143:1,260:1,359:1,453:1,432:1,193:1,416:1,236:1,314:1,363:1,291:1,182:1,249:1,458:1,352:1,415:1,347:1,442:1,164:1,173:1,398:1,181:1,295:1,419:1,55:1,385:1,149:1,456:1,292:1
