plasmid	contigs
GP_0	26:1,65:1,77:1,78:1,106:1,114:1,123:1,129:1,133:1,142:1,152:1,188:1,207:1,212:1,326:1,405:1
GP_2	53:1,78:1,80:1,88:1,99:1,113:1,121:1,124:1,125:1,141:1,142:1,146:1,151:1,157:1,166:1,188:1,210:1,212:1,226:1,232:1,250:1,273:1,286:1,297:1,383:1,405:1,414:1,416:1,418:1,435:1,436:1,437:1,439:1,448:1
GP_1	55:1,108:1,118:1,126:1,127:1,134:1,135:1,137:1,144:1,149:1,159:1,160:1,168:1,173:1,178:1,180:1,181:1,190:1,238:1,250:1,251:1,295:1,300:1,347:1,355:1,363:1,383:1,392:1,403:1,421:1,436:1,461:1
GP_3	74:1
GP_unb_1	193:1
GP_unb_2	200:1
GP_unb_3	235:1
GP_unb_4	236:1
GP_unb_5	239:1
GP_unb_6	240:1
GP_unb_7	245:1
GP_unb_8	246:1
GP_unb_9	253:1
GP_unb_10	254:1
GP_unb_11	255:1
GP_unb_12	259:1
GP_unb_13	268:1
GP_unb_14	269:1
GP_unb_15	285:1
GP_unb_16	291:1
GP_unb_17	294:1
GP_unb_18	306:1
GP_unb_19	309:1
GP_unb_20	310:1
GP_unb_21	321:1
GP_unb_22	340:1
GP_unb_23	352:1
GP_unb_24	356:1
GP_unb_25	357:1
GP_unb_26	359:1
GP_unb_27	365:1
GP_unb_28	369:1
GP_unb_29	385:1
GP_unb_30	398:1
GP_unb_31	400:1
GP_unb_32	407:1
GP_unb_33	425:1
GP_unb_34	434:1
GP_unb_35	444:1
GP_unb_36	446:1
GP_unb_37	460:1
