plasmid	contigs
GP_3	26:1,65:1,77:1,78:1,99:1,102:1,106:1,114:1,123:1,124:1,129:1,133:1,142:1,152:1,153:1,155:1,156:1,157:1,188:1,207:1,212:1,223:1,326:1,338:1,343:1,405:1
GP_0	43:1,56:1,63:1,78:1,80:1,85:1,94:1,95:1,96:1,100:1,104:1,121:1,125:1,131:1,138:1,150:1,161:1,170:1,175:1,176:1,232:1,257:1,277:1,286:1,293:1,297:1,314:1,328:1,345:1,377:1,401:1,409:1,423:1,436:1,439:1,448:1,456:1,463:1
GP_4	55:1,57:1,64:1,69:1,76:1,82:1,84:1,88:1,91:1,92:1,98:1,107:1,115:1,125:1,150:1,151:1,167:1,171:1,174:1,225:1,226:1,227:1,232:1,249:1,257:1,273:1,277:1,286:1,293:1,297:1,314:1,337:1,341:1,377:1,383:1,409:1,416:1,436:1,448:1,451:1,456:1
GP_2	62:1,79:1,86:1,108:1,126:1,140:1,143:1,146:1,158:1,164:1,177:1,211:1,249:1,250:1,260:1,298:1,317:1,323:1,342:1,348:1,355:1,380:1,418:1,421:1,437:1
GP_1	67:1,101:1,105:1,118:1,120:1,122:1,127:1,130:1,134:1,135:1,137:1,144:1,149:1,159:1,160:1,168:1,169:1,173:1,180:1,181:1,189:1,190:1,232:1,238:1,251:1,295:1,300:1,312:1,328:1,355:1,363:1,392:1,403:1,416:1,423:1,442:1,461:1
GP_6	74:1
GP_unb_1	113:1
GP_5	141:1,165:1,166:1,169:1,349:1
GP_unb_2	192:1
GP_unb_3	193:1
GP_unb_4	194:1
GP_unb_5	195:1
GP_unb_6	201:1
GP_unb_7	202:1
GP_unb_8	203:1
GP_unb_9	204:1
GP_unb_10	205:1
GP_unb_11	206:1
GP_unb_12	214:1
GP_unb_13	216:1
GP_unb_14	222:1
GP_unb_15	243:1
GP_unb_16	244:1
GP_unb_17	246:1
GP_unb_18	253:1
GP_unb_19	254:1
GP_unb_20	255:1
GP_unb_21	262:1
GP_unb_22	265:1
GP_unb_23	268:1
GP_unb_24	269:1
GP_unb_25	270:1
GP_unb_26	272:1
GP_unb_27	275:1
GP_unb_28	278:1
GP_unb_29	283:1
GP_unb_30	285:1
GP_unb_31	289:1
GP_unb_32	290:1
GP_unb_33	291:1
GP_unb_34	301:1
GP_unb_35	309:1
GP_unb_36	310:1
GP_unb_37	318:1
GP_unb_38	320:1
GP_unb_39	321:1
GP_unb_40	329:1
GP_unb_41	334:1
GP_unb_42	340:1
GP_unb_43	352:1
GP_unb_44	354:1
GP_unb_45	356:1
GP_unb_46	357:1
GP_unb_47	359:1
GP_unb_48	360:1
GP_unb_49	361:1
GP_unb_50	362:1
GP_unb_51	367:1
GP_unb_52	369:1
GP_unb_53	378:1
GP_unb_54	381:1
GP_unb_55	385:1
GP_unb_56	397:1
GP_unb_57	398:1
GP_unb_58	399:1
GP_unb_59	400:1
GP_unb_60	407:1
GP_unb_61	408:1
GP_unb_62	412:1
GP_unb_63	425:1
GP_unb_64	427:1
GP_unb_65	431:1
GP_unb_66	445:1
GP_unb_67	455:1
GP_unb_68	460:1
GP_unb_69	462:1
