plasmid	contigs
GP_Isolated_0	Contig:101:30.2892:1
GP_Isolated_1	Contig:102:49.2568:1
GP_Isolated_2	Contig:104:55.4262:1
GP_Isolated_3	Contig:107:23.0948:1
GP_Isolated_4	Contig:108:11.2686:1
GP_Isolated_5	Contig:109:59.0937:1
GP_Isolated_6	Contig:110:32.4635:1
GP_0,GP_unb_5,GP_unb_7,GP_1,GP_unb_2	Contig:111:19.4663:1,Contig:445:16.832:1,Contig:539:34.7943:1,Contig:580:1410.1:1,Contig:526:66.4315:1,Contig:625:10.7994:1,Contig:323:51.6966:1,Contig:574:48.1164:1,Contig:636:35.8068:1,Contig:74:49.3404:1,Contig:75:43.4881:1,Contig:80:41.347:1,Contig:302:37.6975:1
GP_Isolated_7	Contig:113:24.432:1
GP_Isolated_8	Contig:118:37.3306:1
GP_Isolated_9	Contig:119:42.2865:1
GP_Isolated_10	Contig:11:35.0732:1
GP_Isolated_11	Contig:124:27.9979:1
GP_Isolated_12	Contig:125:23.3222:1
GP_Isolated_13	Contig:126:38.2549:1
GP_Isolated_14	Contig:128:35.2934:1
GP_Isolated_15	Contig:129:25.2447:1
GP_Isolated_16	Contig:130:42.5512:1
GP_Isolated_17	Contig:131:21.4387:1
GP_Isolated_18	Contig:132:10.6911:1
GP_Isolated_19	Contig:133:41.557:1
GP_Isolated_20	Contig:134:32.3934:1
GP_Isolated_21	Contig:136:56.9129:1
GP_Isolated_22	Contig:138:32.4111:1
GP_Isolated_23	Contig:139:27.7418:1
GP_Isolated_24	Contig:142:16.6805:1
GP_Isolated_25	Contig:145:29.6291:1
GP_Isolated_26	Contig:148:18.9877:1
GP_Isolated_27	Contig:149:31.973:1
GP_Isolated_28	Contig:150:25.5732:1
GP_Isolated_29	Contig:154:17.349:1
GP_Isolated_30	Contig:155:44.3587:1
GP_Isolated_31	Contig:157:20.063:1
GP_Isolated_32	Contig:159:53.0605:1
GP_Isolated_33	Contig:15:39.413:1
GP_Isolated_34	Contig:160:56.0136:1
GP_Isolated_35	Contig:161:30.1059:1
GP_Isolated_36	Contig:163:14.2246:1
GP_Isolated_37	Contig:16:15.0829:1
GP_unb_1,GP_2	Contig:276:302.726:1,Contig:170:852.461:1,Contig:212:35.274:1,Contig:232:36.9479:1,Contig:347:38.8079:1,Contig:41:59.7802:1,Contig:478:25.9656:1,Contig:168:48.6221:3p:1:3:1
GP_Isolated_38	Contig:172:37.1891:1
GP_Isolated_39	Contig:174:19.4736:1
GP_Isolated_40	Contig:176:22.6874:1
GP_Isolated_41	Contig:182:15.7876:1
GP_Isolated_42	Contig:183:37.8657:1
GP_Isolated_43	Contig:184:13.8048:1
GP_Isolated_44	Contig:186:37.9177:1
GP_Isolated_45	Contig:190:17.0693:1
GP_Isolated_46	Contig:193:9.89577:1
GP_Isolated_47	Contig:194:12.4345:1
GP_Isolated_48	Contig:195:43.7519:1
GP_Isolated_49	Contig:196:38.587:1
GP_Isolated_50	Contig:19:37.4924:1
GP_Isolated_51	Contig:1:27.8088:1
GP_Isolated_52	Contig:200:11.3059:1
GP_Isolated_53	Contig:201:35.6417:1
GP_Isolated_54	Contig:202:34.4446:1
GP_Isolated_55	Contig:205:30.3156:1
GP_Isolated_56	Contig:207:53.8277:1
GP_Isolated_57	Contig:209:12.456:1
GP_Isolated_58	Contig:214:30.1813:1
GP_Isolated_59	Contig:217:42.1116:1
GP_Isolated_60	Contig:219:14.1145:1
GP_Isolated_61	Contig:220:45.1467:1
GP_Isolated_62	Contig:228:40.4398:1
GP_Isolated_63	Contig:229:15.2181:1
GP_Isolated_64	Contig:230:40.4496:1
GP_Isolated_65	Contig:231:36.3733:1
GP_Isolated_66	Contig:234:51.5124:1
GP_Isolated_67	Contig:238:43.1558:1
GP_Isolated_68	Contig:239:29.9294:1
GP_Isolated_69	Contig:23:37.2848:1
GP_Isolated_70	Contig:244:59.8018:1
GP_Isolated_71	Contig:246:11.8326:1
GP_Isolated_72	Contig:247:19.5351:1
GP_Isolated_73	Contig:248:18.7274:1
GP_Isolated_74	Contig:253:39.9002:1
GP_Isolated_75	Contig:261:42.3744:1
GP_Isolated_76	Contig:262:40.4672:1
