plasmid	contigs
GP_unb_1	Contig:106:71.3958:1
GP_Isolated_0	Contig:108:11.2686:1
GP_Isolated_1	Contig:163:14.2246:1
GP_Isolated_2	Contig:177:14.8076:1
GP_Isolated_3	Contig:182:15.7876:1
GP_Isolated_4	Contig:190:17.0693:1
GP_Isolated_5	Contig:193:9.89577:1
GP_Isolated_6	Contig:200:11.3059:1
GP_Isolated_7	Contig:246:11.8326:1
GP_Isolated_8	Contig:263:7.75687:1
GP_unb_2	Contig:276:302.726:1
GP_Isolated_9	Contig:291:8.66818:1
GP_Isolated_10	Contig:293:17.211:1
GP_Isolated_11	Contig:310:19.2526:1
GP_Isolated_12	Contig:326:19.0214:1
GP_Isolated_13	Contig:34:8.26761:1
GP_Isolated_14	Contig:360:10.6447:1
GP_Isolated_15	Contig:364:13.1382:1
GP_Isolated_16	Contig:372:7.33731:1
GP_Isolated_17	Contig:375:6.88209:1
GP_Isolated_18	Contig:379:9.40094:1
GP_Isolated_19	Contig:380:7.98359:1
GP_Isolated_20	Contig:395:7.48824:1
GP_Isolated_21	Contig:42:9.9758:1
GP_Isolated_22	Contig:433:11.5721:1
GP_Isolated_23	Contig:435:14.2087:1
GP_Isolated_24	Contig:44:8.31809:1
GP_Isolated_25	Contig:471:9.37681:1
GP_Isolated_26	Contig:499:18.04:1
GP_0	Contig:4:381.098:Circ:1
GP_Isolated_27	Contig:503:24.2038:1
GP_Isolated_28	Contig:511:9.69847:1
GP_Isolated_29	Contig:515:18.3976:1
GP_Isolated_30	Contig:534:13.756:1
GP_Isolated_31	Contig:561:11.8663:1
GP_Isolated_32	Contig:569:11.488:1
GP_Isolated_33	Contig:58:7.903:1
GP_Isolated_34	Contig:595:10.7105:1
GP_Isolated_35	Contig:601:16.9439:1
GP_Isolated_36	Contig:621:8.33085:1
GP_Isolated_37	Contig:62:18.6759:1
GP_Isolated_38	Contig:631:8.15789:1
GP_Isolated_39	Contig:71:10.0353:1
