plasmid	contigs
GP_unb_6,GP_unb_3,GP_unb_7,GP_0,GP_unb_8,GP_1,GP_unb_1,GP_unb_2,GP_unb_4,GP_unb_5	Contig:56:479.404:3p:1:5:1,Contig:4:72.7902:5p:1:27:1,Contig:64:239.954:5p:1:4:1,Contig:11:270.493:1,Contig:20:134.812:1,Contig:39:140.322:1,Contig:45:1138.51:1,Contig:46:155.568:1,Contig:50:1653.91:1,Contig:53:221.926:1,Contig:55:151.092:1,Contig:63:199.76:1,Contig:65:138.564:1,Contig:76:154.124:1,Contig:12:92.5229:3p:1:8:1,Contig:12:92.5229:3p:1:14:1,Contig:16:83.5001:5p:1:21:1,Contig:16:83.5001:5p:1:29:1,Contig:19:73.2589:3p:1:25:1,Contig:64:239.954:5p:1:5:1,Contig:19:73.2589:1,Contig:28:76.2073:1,Contig:35:78.5743:1,Contig:4:72.7902:1,Contig:52:84.773:1,Contig:59:85.5837:1,Contig:61:81.3303:1,Contig:66:137.629:1,Contig:69:73.1102:1,Contig:74:78.8603:1,Contig:7:73.7718:1,Contig:12:92.5229:3p:1:23:1,Contig:12:92.5229:3p:1:25:1,Contig:15:77.4411:5p:1:5:1,Contig:15:77.4411:5p:1:7:1,Contig:16:83.5001:5p:1:19:1,Contig:19:73.2589:3p:1:12:1,Contig:19:73.2589:3p:1:14:1,Contig:19:73.2589:3p:1:15:1,Contig:19:73.2589:5p:1:12:1,Contig:19:73.2589:5p:1:13:1,Contig:19:73.2589:5p:1:16:1,Contig:19:73.2589:5p:1:17:1,Contig:19:73.2589:5p:1:21:1,Contig:19:73.2589:5p:1:22:1,Contig:19:73.2589:5p:1:24:1,Contig:31:460.488:3p:1:8:1,Contig:4:72.7902:5p:1:29:1,Contig:4:72.7902:5p:1:30:1,Contig:64:239.954:5p:1:6:1,Contig:12:92.5229:3p:1:20:1,Contig:19:73.2589:3p:1:16:1,Contig:56:479.404:3p:1:1:1,Contig:56:479.404:3p:1:2:1
GP_Isolated_0	Contig:75:120.896:1
