plasmid	contigs
PBF_P1	70:1
PBF_P2	85:1,67:1,104:1,50:1,69:1,125:1,61:1,93:1,68:1,92:1,90:1,112:1,54:1,121:1,116:1,86:1,134:1,84:1,102:1,43:1,83:1,81:1,107:1,60:1,47:1,73:1,101:1,100:1,78:1,105:1,110:1,41:1,95:1,75:1,63:1,74:1,80:1
PBF_P3	104:1,50:1,69:1,125:1,61:1,93:1,68:1,92:1,90:1,112:1,121:1,116:1,84:1,134:1,43:1,83:1,47:1,60:1,107:1,73:1,101:1,100:1,78:1,105:1,95:1,75:1,63:1,72:1,74:1,80:1
PBF_P4	65:1
PBF_P5	127:1,104:1,50:1,37:1,69:1,125:1,93:1,68:1,108:1,90:1,112:1,16:1,121:1,116:1,86:1,84:1,118:1,43:1,83:1,81:1,60:1,73:1,78:1,105:1,95:1,41:1,75:1,63:1,9:1
PBF_P6	127:1,104:1,50:1,69:1,68:1,115:1,90:1,112:1,121:1,84:1,124:1,118:1,43:1,83:1,30:1,60:1,73:1,78:1,105:1,75:1,63:1
PBF_P7	84:1,124:1,118:1,105:1,127:1,43:1,75:1,83:1,63:1,30:1,50:1,115:1,90:1,73:1,112:1
PBF_P8	83:1,69:1,90:1
PBF_P9	125:1,94:1,95:1,37:1
PBF_P10	90:1,63:1
PBF_P11	40:1,79:1
PBF_P12	52:1
PBF_P13	72:1
PBF_P14	61:1
