plasmid	contigs
GP_0	Contig:110:188.704:1,Contig:120:19.649:1,Contig:162:16.2527:1
GP_Isolated_0	Contig:111:8.88382:1
GP_Isolated_1	Contig:142:16.9198:1
GP_Isolated_2	Contig:151:7.03949:1
GP_Isolated_3	Contig:152:9.28764:1
GP_Isolated_4	Contig:164:8.64259:1
GP_Isolated_5	Contig:166:8.69983:1
GP_Isolated_6	Contig:168:8.96342:1
GP_Isolated_7	Contig:16:6.79516:1
GP_Isolated_8	Contig:173:7.25717:1
GP_Isolated_9	Contig:181:17.7262:1
GP_Isolated_10	Contig:186:7.09035:1
GP_Isolated_11	Contig:4:12.1747:1
GP_Isolated_12	Contig:70:11.8157:1
GP_Isolated_13	Contig:82:18.7596:1
GP_Isolated_14	Contig:87:22.1717:1
GP_Isolated_15	Contig:98:20.452:1
