plasmid	contigs
GP_0	Contig:101:153.731:1,Contig:102:426.729:1,Contig:103:1541.46:1,Contig:105:143.258:1,Contig:106:159.928:1,Contig:112:512.916:1,Contig:123:136.007:1,Contig:124:651.325:1,Contig:126:269.867:1,Contig:127:318.15:1,Contig:12:147.271:1,Contig:146:474.822:1,Contig:18:179.404:1,Contig:23:166.349:1,Contig:27:179.973:1,Contig:34:159.527:1,Contig:48:156.158:1,Contig:4:145.575:1,Contig:54:283.868:1,Contig:56:513.123:1,Contig:61:176.642:1,Contig:6:175.228:1,Contig:72:141.718:1,Contig:7:165.852:1,Contig:80:2243.19:1,Contig:83:155.863:1,Contig:86:141.728:1,Contig:94:231.868:1,Contig:103:1541.46:3p:1:22:1,Contig:103:1541.46:3p:1:38:1,Contig:103:1541.46:3p:1:57:1,Contig:104:79.2614:3p:1:76:1,Contig:104:79.2614:3p:1:536:1,Contig:104:79.2614:3p:1:725:1,Contig:124:651.325:5p:1:10:1
GP_1	Contig:1:135.707:Circ:1
GP_2	Contig:2:913.164:Circ:1
GP_3	Contig:3:339.352:Circ:1
GP_unb_1	Contig:103:1541.46:3p:1:15:1
GP_unb_2	Contig:104:79.2614:3p:1:83:1
GP_unb_3	Contig:104:79.2614:3p:1:133:1
GP_unb_4	Contig:104:79.2614:3p:1:283:1
GP_unb_5	Contig:104:79.2614:3p:1:308:1
GP_unb_6	Contig:104:79.2614:3p:1:433:1
GP_unb_7	Contig:104:79.2614:3p:1:458:1
GP_unb_8	Contig:104:79.2614:3p:1:533:1
GP_unb_9	Contig:96:1568.69:3p:1:3:1
GP_unb_10	Contig:96:1568.69:3p:1:4:1
GP_unb_11	Contig:96:1568.69:5p:1:3:1
GP_unb_12	Contig:96:1568.69:5p:1:4:1
