plasmid	contigs
MOB_AA044	Contig:102:426.729:1,Contig:107:77.5086:3p:1:56:1,Contig:124:651.325:1,Contig:127:318.15:3p:1:28:1,Contig:19:247.096:1,Contig:25:335.044:1,Contig:27:179.973:1,Contig:48:156.158:1,Contig:61:176.642:1
MOB_AA057	Contig:105:143.258:1
MOB_novel_1d9144e9aef524258f54c2ff40fb121a	Contig:106:159.928:1,Contig:6:175.228:1
MOB_AA587	Contig:107:77.5086:1,Contig:112:512.916:1,Contig:93:1150.93:1
MOB_AA887	Contig:12:147.271:1
MOB_AE958	Contig:1:135.707:Circ:1
MOB_AE233	Contig:2:913.164:Circ:1
MOB_AA050	Contig:34:159.527:1,Contig:63:161.317:1,Contig:84:186.786:1,Contig:89:139.504:1,Contig:90:150.396:1
MOB_AE809	Contig:47:217.601:1,Contig:57:211.147:1
MOB_AA113	Contig:96:1568.69:1
