plasmid	contigs
GP_0	Contig:101:153.731:1,Contig:102:426.729:1,Contig:103:1541.46:1,Contig:105:143.258:1,Contig:106:159.928:1,Contig:112:512.916:1,Contig:123:136.007:1,Contig:124:651.325:1,Contig:127:318.15:1,Contig:12:147.271:1,Contig:142:1302.41:1,Contig:146:474.822:1,Contig:18:179.404:1,Contig:23:166.349:1,Contig:34:159.527:1,Contig:4:145.575:1,Contig:54:283.868:1,Contig:63:161.317:1,Contig:6:175.228:1,Contig:72:141.718:1,Contig:7:165.852:1,Contig:80:2243.19:1,Contig:83:155.863:1,Contig:84:186.786:1,Contig:86:141.728:1,Contig:94:231.868:1,Contig:103:1541.46:3p:1:22:1,Contig:103:1541.46:3p:1:37:1,Contig:103:1541.46:3p:1:38:1,Contig:103:1541.46:3p:1:41:1,Contig:103:1541.46:3p:1:46:1,Contig:103:1541.46:3p:1:57:1,Contig:104:79.2614:3p:1:76:1,Contig:104:79.2614:3p:1:536:1,Contig:104:79.2614:3p:1:725:1,Contig:124:651.325:5p:1:10:1,Contig:127:318.15:3p:1:28:1
GP_2	Contig:109:89.3733:1,Contig:10:82.1788:1,Contig:127:318.15:1,Contig:133:93.089:1,Contig:136:88.6375:1,Contig:142:1302.41:1,Contig:25:335.044:1,Contig:26:93.7475:1,Contig:35:106.405:1,Contig:44:86.191:1,Contig:47:217.601:1,Contig:55:99.7547:1,Contig:56:513.123:1,Contig:68:94.2484:1,Contig:79:83.2056:1,Contig:80:2243.19:1,Contig:91:608.888:1,Contig:92:608.352:1,Contig:93:1150.93:1,Contig:95:1746.24:1,Contig:9:272.233:1,Contig:103:1541.46:3p:1:37:1,Contig:103:1541.46:3p:1:38:1,Contig:103:1541.46:3p:1:41:1,Contig:103:1541.46:3p:1:46:1,Contig:104:79.2614:3p:1:51:1,Contig:104:79.2614:3p:1:67:1,Contig:104:79.2614:3p:1:76:1,Contig:104:79.2614:3p:1:92:1,Contig:104:79.2614:3p:1:101:1,Contig:104:79.2614:3p:1:126:1,Contig:104:79.2614:3p:1:151:1,Contig:104:79.2614:3p:1:167:1,Contig:104:79.2614:3p:1:176:1,Contig:104:79.2614:3p:1:201:1,Contig:104:79.2614:3p:1:226:1,Contig:104:79.2614:3p:1:251:1,Contig:104:79.2614:3p:1:276:1,Contig:104:79.2614:3p:1:301:1,Contig:104:79.2614:3p:1:326:1,Contig:104:79.2614:3p:1:351:1,Contig:104:79.2614:3p:1:376:1,Contig:104:79.2614:3p:1:392:1,Contig:104:79.2614:3p:1:401:1,Contig:104:79.2614:3p:1:417:1,Contig:104:79.2614:3p:1:426:1,Contig:104:79.2614:3p:1:442:1,Contig:104:79.2614:3p:1:444:1,Contig:104:79.2614:3p:1:447:1,Contig:104:79.2614:3p:1:451:1,Contig:104:79.2614:3p:1:467:1,Contig:104:79.2614:3p:1:476:1,Contig:104:79.2614:3p:1:492:1,Contig:104:79.2614:3p:1:501:1,Contig:104:79.2614:3p:1:526:1,Contig:104:79.2614:3p:1:536:1,Contig:104:79.2614:3p:1:553:1,Contig:104:79.2614:3p:1:569:1,Contig:104:79.2614:3p:1:578:1,Contig:104:79.2614:3p:1:603:1,Contig:104:79.2614:3p:1:628:1,Contig:104:79.2614:3p:1:653:1,Contig:104:79.2614:3p:1:681:1,Contig:107:77.5086:3p:1:12:1,Contig:107:77.5086:3p:1:33:1,Contig:10:82.1788:5p:1:5:1,Contig:10:82.1788:5p:1:6:1,Contig:10:82.1788:5p:1:8:1,Contig:10:82.1788:5p:1:11:1,Contig:92:608.352:5p:1:2:1,Contig:92:608.352:5p:1:7:1
GP_unb_1	Contig:113:111.772:1
GP_3	Contig:1:135.707:Circ:1
GP_4	Contig:2:913.164:Circ:1
GP_5	Contig:3:339.352:Circ:1
GP_1	Contig:93:1150.93:1,Contig:104:79.2614:3p:1:44:1,Contig:104:79.2614:3p:1:47:1,Contig:104:79.2614:3p:1:51:1,Contig:104:79.2614:3p:1:69:1,Contig:104:79.2614:3p:1:72:1,Contig:104:79.2614:3p:1:76:1,Contig:104:79.2614:3p:1:94:1,Contig:104:79.2614:3p:1:97:1,Contig:104:79.2614:3p:1:101:1,Contig:104:79.2614:3p:1:119:1,Contig:104:79.2614:3p:1:122:1,Contig:104:79.2614:3p:1:126:1,Contig:104:79.2614:3p:1:144:1,Contig:104:79.2614:3p:1:147:1,Contig:104:79.2614:3p:1:151:1,Contig:104:79.2614:3p:1:169:1,Contig:104:79.2614:3p:1:172:1,Contig:104:79.2614:3p:1:176:1,Contig:104:79.2614:3p:1:194:1,Contig:104:79.2614:3p:1:197:1,Contig:104:79.2614:3p:1:201:1,Contig:104:79.2614:3p:1:219:1,Contig:104:79.2614:3p:1:222:1,Contig:104:79.2614:3p:1:226:1,Contig:104:79.2614:3p:1:244:1,Contig:104:79.2614:3p:1:247:1,Contig:104:79.2614:3p:1:251:1,Contig:104:79.2614:3p:1:269:1,Contig:104:79.2614:3p:1:272:1,Contig:104:79.2614:3p:1:276:1,Contig:104:79.2614:3p:1:294:1,Contig:104:79.2614:3p:1:297:1,Contig:104:79.2614:3p:1:301:1,Contig:104:79.2614:3p:1:319:1,Contig:104:79.2614:3p:1:322:1,Contig:104:79.2614:3p:1:326:1,Contig:104:79.2614:3p:1:344:1,Contig:104:79.2614:3p:1:347:1,Contig:104:79.2614:3p:1:351:1,Contig:104:79.2614:3p:1:369:1,Contig:104:79.2614:3p:1:372:1,Contig:104:79.2614:3p:1:376:1,Contig:104:79.2614:3p:1:394:1,Contig:104:79.2614:3p:1:397:1,Contig:104:79.2614:3p:1:401:1,Contig:104:79.2614:3p:1:419:1,Contig:104:79.2614:3p:1:422:1,Contig:104:79.2614:3p:1:426:1,Contig:104:79.2614:3p:1:469:1,Contig:104:79.2614:3p:1:472:1,Contig:104:79.2614:3p:1:476:1,Contig:104:79.2614:3p:1:494:1,Contig:104:79.2614:3p:1:497:1,Contig:104:79.2614:3p:1:501:1,Contig:104:79.2614:3p:1:519:1,Contig:104:79.2614:3p:1:522:1,Contig:104:79.2614:3p:1:526:1,Contig:104:79.2614:3p:1:546:1,Contig:104:79.2614:3p:1:549:1,Contig:104:79.2614:3p:1:553:1,Contig:104:79.2614:3p:1:571:1,Contig:104:79.2614:3p:1:574:1,Contig:104:79.2614:3p:1:578:1,Contig:104:79.2614:3p:1:596:1,Contig:104:79.2614:3p:1:599:1,Contig:104:79.2614:3p:1:603:1,Contig:104:79.2614:3p:1:621:1,Contig:104:79.2614:3p:1:624:1,Contig:104:79.2614:3p:1:628:1,Contig:104:79.2614:3p:1:646:1,Contig:104:79.2614:3p:1:649:1,Contig:104:79.2614:3p:1:653:1,Contig:104:79.2614:3p:1:674:1,Contig:104:79.2614:3p:1:677:1,Contig:104:79.2614:3p:1:681:1
GP_unb_2	Contig:104:79.2614:3p:1:58:1
GP_unb_3	Contig:104:79.2614:3p:1:59:1
GP_unb_4	Contig:104:79.2614:3p:1:83:1
