plasmid	contigs
PBF_P1	Contig:116:593.367:3p:1:4:1,Contig:116:593.367:5p:1:59:1,Contig:101:414.354:3p:1:5:1,Contig:88:229.426:1,Contig:43:224.442:5p:1:3:1,Contig:46:336.506:1,Contig:8:316.316:1,Contig:145:218.311:1,Contig:78:353.447:1,Contig:74:137.627:1,Contig:59:295.895:1,Contig:153:906.664:3p:1:14:1,Contig:116:593.367:1,Contig:68:199.312:1,Contig:76:151.205:1,Contig:122:106.455:1,Contig:28:363.653:1,Contig:9:223.865:1,Contig:124:224.938:1,Contig:154:291.092:1,Contig:101:414.354:3p:1:6:1,Contig:141:1725.47:1,Contig:31:486.157:5p:1:4:1,Contig:3:463.865:1,Contig:116:593.367:5p:1:40:1,Contig:90:210.478:1,Contig:105:122.196:1,Contig:116:593.367:5p:1:62:1,Contig:147:118.916:1,Contig:153:906.664:3p:1:15:1,Contig:101:414.354:5p:1:6:1,Contig:101:414.354:1,Contig:153:906.664:1,Contig:33:110.409:1,Contig:25:71.8091:1,Contig:66:135.013:1,Contig:80:537.323:1,Contig:114:63.9585:5p:1:21:1,Contig:5:302.684:1,Contig:70:146.654:1,Contig:43:224.442:1,Contig:101:414.354:5p:1:7:1,Contig:102:167.666:1,Contig:91:304.397:1,Contig:15:106.587:1,Contig:120:389.793:1,Contig:45:440.634:1,Contig:116:593.367:5p:1:53:1,Contig:32:213.455:1,Contig:50:404.854:1,Contig:30:100.892:1,Contig:72:228.754:1,Contig:71:112.097:1,Contig:116:593.367:5p:1:60:1,Contig:49:208.662:1,Contig:9:223.865:5p:1:4:1,Contig:153:906.664:3p:1:13:1,Contig:55:331.688:1,Contig:86:290.237:1,Contig:114:63.9585:5p:1:23:1,Contig:157:180.22:1,Contig:51:600.428:1,Contig:17:536.51:1,Contig:93:371.451:1,Contig:134:219.416:1,Contig:31:486.157:5p:1:3:1,Contig:2:372.765:1,Contig:143:205.208:1,Contig:31:486.157:1,Contig:41:382.858:1,Contig:119:171.959:1,Contig:52:303.782:1,Contig:150:190.912:1,Contig:97:522.802:1
PBF_P2	Contig:88:229.426:1,Contig:43:224.442:5p:1:3:1,Contig:8:316.316:1,Contig:145:218.311:1,Contig:78:353.447:1,Contig:153:906.664:3p:1:14:1,Contig:76:151.205:1,Contig:122:106.455:1,Contig:28:363.653:1,Contig:9:223.865:1,Contig:124:224.938:1,Contig:141:1725.47:1,Contig:90:210.478:1,Contig:116:593.367:5p:1:40:1,Contig:3:463.865:1,Contig:105:122.196:1,Contig:153:906.664:3p:1:15:1,Contig:153:906.664:1,Contig:80:537.323:1,Contig:5:302.684:1,Contig:66:135.013:1,Contig:43:224.442:1,Contig:70:146.654:1,Contig:102:167.666:1,Contig:91:304.397:1,Contig:120:389.793:1,Contig:45:440.634:1,Contig:50:404.854:1,Contig:72:228.754:1,Contig:49:208.662:1,Contig:71:112.097:1,Contig:9:223.865:5p:1:4:1,Contig:153:906.664:3p:1:13:1,Contig:93:371.451:1,Contig:134:219.416:1,Contig:2:372.765:1,Contig:143:205.208:1,Contig:41:382.858:1,Contig:52:303.782:1,Contig:97:522.802:1
PBF_P3	Contig:88:229.426:1,Contig:43:224.442:5p:1:3:1,Contig:145:218.311:1,Contig:153:906.664:3p:1:14:1,Contig:76:151.205:1,Contig:28:363.653:1,Contig:9:223.865:1,Contig:124:224.938:1,Contig:141:1725.47:1,Contig:90:210.478:1,Contig:116:593.367:5p:1:40:1,Contig:105:122.196:1,Contig:153:906.664:3p:1:15:1,Contig:153:906.664:1,Contig:80:537.323:1,Contig:66:135.013:1,Contig:43:224.442:1,Contig:70:146.654:1,Contig:102:167.666:1,Contig:91:304.397:1,Contig:120:389.793:1,Contig:45:440.634:1,Contig:50:404.854:1,Contig:72:228.754:1,Contig:49:208.662:1,Contig:71:112.097:1,Contig:9:223.865:5p:1:4:1,Contig:153:906.664:3p:1:13:1,Contig:93:371.451:1,Contig:143:205.208:1,Contig:2:372.765:1,Contig:41:382.858:1,Contig:52:303.782:1,Contig:97:522.802:1
PBF_P4	Contig:91:304.397:1,Contig:93:371.451:1,Contig:37:357.678:1,Contig:2:372.765:1,Contig:132:351.774:1,Contig:41:382.858:1,Contig:28:363.653:1
PBF_P5	Contig:88:229.426:1,Contig:43:224.442:5p:1:3:1,Contig:8:316.316:1,Contig:145:218.311:1,Contig:78:353.447:1,Contig:153:906.664:3p:1:14:1,Contig:9:223.865:1,Contig:124:224.938:1,Contig:141:1725.47:1,Contig:90:210.478:1,Contig:116:593.367:5p:1:40:1,Contig:153:906.664:3p:1:15:1,Contig:153:906.664:1,Contig:80:537.323:1,Contig:66:135.013:1,Contig:43:224.442:1,Contig:102:167.666:1,Contig:45:440.634:1,Contig:72:228.754:1,Contig:9:223.865:5p:1:4:1,Contig:153:906.664:3p:1:13:1
PBF_P6	Contig:43:224.442:1,Contig:88:229.426:1,Contig:102:167.666:1,Contig:90:210.478:1,Contig:43:224.442:5p:1:3:1,Contig:145:218.311:1,Contig:124:224.938:1,Contig:153:906.664:3p:1:14:1,Contig:153:906.664:3p:1:15:1,Contig:80:537.323:1,Contig:153:906.664:1,Contig:9:223.865:1,Contig:66:135.013:1,Contig:9:223.865:5p:1:4:1
PBF_P7	Contig:43:224.442:1,Contig:102:167.666:1,Contig:90:210.478:1,Contig:43:224.442:5p:1:3:1,Contig:145:218.311:1,Contig:155:111.335:1,Contig:9:223.865:5p:1:3:1,Contig:153:906.664:1,Contig:9:223.865:1,Contig:66:135.013:1,Contig:124:224.938:1
PBF_P8	Contig:131:111.939:5p:1:8:1,Contig:92:310.554:1,Contig:131:111.939:1,Contig:143:205.208:1,Contig:41:382.858:1,Contig:27:309.137:1
PBF_P9	Contig:114:63.9585:5p:1:21:1,Contig:86:290.237:1,Contig:157:180.22:1,Contig:17:536.51:1,Contig:31:486.157:5p:1:3:1,Contig:31:486.157:1,Contig:150:190.912:1
PBF_P10	Contig:133:305.507:1,Contig:146:164.82:1,Contig:120:389.793:1,Contig:50:404.854:1,Contig:125:285.81:1
