plasmid	contigs
PBF_P1	46:1,59:1,77:1,91:1,35:1,40:1,54:1,61:1,43:1,70:1,31:1,49:1,53:1,118:1,47:1,63:1,93:1,42:1,44:1,71:1,29:1,65:1,45:1,39:1,90:1,41:1,52:1,109:1,57:1,102:1,58:1,68:1,22:1,73:1,72:1
PBF_P2	81:1,59:1,46:1,77:1,91:1,104:1,35:1,40:1,114:1,61:1,43:1,75:1,8:1,70:1,92:1,31:1,112:1,49:1,53:1,118:1,47:1,63:1,108:1,93:1,42:1,95:1,116:1,44:1,71:1,29:1,78:1,19:1,45:1,39:1,90:1,41:1,52:1,109:1,57:1,102:1,88:1,58:1,68:1,22:1,80:1,73:1,72:1
PBF_P3	77:1,35:1,61:1,70:1,118:1,47:1,93:1,42:1,95:1,116:1,44:1,29:1,45:1,39:1,41:1,109:1,57:1,102:1,58:1,68:1,73:1
PBF_P4	70:1,77:1,57:1,116:1,44:1,58:1,29:1,68:1,45:1,53:1,118:1,39:1,73:1,47:1,61:1
PBF_P5	93:1,42:1,70:1,77:1,109:1,95:1,44:1,58:1,29:1,45:1,118:1,73:1,47:1,61:1
PBF_P6	41:1,70:1,116:1,58:1,29:1,68:1,45:1,118:1,39:1,73:1,47:1,61:1
PBF_P7	41:1,39:1,70:1,95:1,29:1,45:1,118:1,35:1,73:1,61:1
PBF_P8	51:1
PBF_P9	70:1,59:1,31:1,109:1,95:1,29:1,40:1
PBF_P10	73:1,46:1,35:1,118:1
