plasmid	contigs
GP_0	25:1,27:1,28:1,29:1,35:1,37:1,39:1,40:1,41:1,42:1,43:1,44:1,45:1,47:1,51:1,53:1,54:1,55:1,56:1,59:1,60:1,62:1,63:1,64:1,70:1,78:1,102:1,106:1,117:1,125:1,129:1,138:1,148:1,149:1
GP_1	31:1,32:1,66:1,67:1,95:1,96:1,113:1,137:1,151:1,154:1
GP_2	46:1
GP_3	49:1
GP_4	50:1,53:1
GP_5	61:1,65:1
GP_unb_1	74:1
GP_unb_2	86:1
GP_unb_3	90:1
GP_unb_4	91:1
GP_unb_5	92:1
GP_unb_6	97:1
GP_unb_7	98:1
GP_unb_8	99:1
GP_unb_9	100:1
GP_unb_10	104:1
GP_unb_11	105:1
GP_unb_12	109:1
GP_unb_13	119:1
GP_unb_14	120:1
GP_unb_15	123:1
GP_unb_16	130:1
