plasmid	contigs
PBF_P1	110:1
PBF_P2	15:1
PBF_P3	116:1
PBF_P4	252:1,138:1
PBF_P5	12:1
PBF_P6	22:1
PBF_P7	136:1
PBF_P8	175:1
PBF_P9	14:1
PBF_P10	162:1
PBF_P11	63:1
PBF_P12	13:1
PBF_P13	99:1
PBF_P14	151:1
PBF_P15	106:1
PBF_P16	133:1
PBF_P17	61:1
PBF_P18	169:1
PBF_P19	86:1
PBF_P20	132:1
PBF_P21	60:1
PBF_P22	69:1
PBF_P23	163:1
PBF_P24	141:1
PBF_P25	92:1
PBF_P26	114:1
PBF_P27	155:1
PBF_P28	72:1
PBF_P29	1:1
PBF_P30	152:1
PBF_P31	25:1
PBF_P32	7:1
PBF_P33	16:1
PBF_P34	137:1
PBF_P35	179:1
PBF_P36	88:1
PBF_P37	37:1
PBF_P38	9:1
PBF_P39	180:1
PBF_P40	64:1
PBF_P41	8:1
PBF_P42	52:1
PBF_P43	252:1,117:1
PBF_P44	109:1
PBF_P45	31:1
PBF_P46	172:1
PBF_P47	10:1
PBF_P48	43:1
PBF_P49	27:1
PBF_P50	21:1
PBF_P51	112:1
PBF_P52	33:1
PBF_P53	93:1
PBF_P54	105:1
