plasmid	contigs
GP_0	3:1,7:1,8:1,9:1,16:1,33:1,53:1,55:1,56:1,58:1,61:1,63:1,67:1,68:1,69:1,73:1,75:1,85:1,86:1,88:1,89:1,90:1,91:1,93:1,96:1,97:1,98:1,99:1,103:1,106:1,110:1,113:1,118:1,123:1,128:1,131:1,137:1,145:1,149:1,159:1,164:1,170:1,175:1,177:1,178:1,180:1,182:1,188:1,189:1
GP_1	66:1
GP_unb_1	87:1
GP_unb_2	102:1
GP_unb_3	105:1
GP_unb_4	109:1
GP_unb_5	111:1
GP_unb_6	114:1
GP_unb_7	116:1
GP_unb_8	117:1
GP_unb_9	119:1
GP_unb_10	120:1
GP_unb_11	121:1
GP_unb_12	122:1
GP_unb_13	125:1
GP_unb_14	126:1
GP_unb_15	127:1
GP_unb_16	134:1
GP_unb_17	135:1
GP_unb_18	151:1
GP_unb_19	152:1
GP_unb_20	153:1
GP_unb_21	154:1
GP_unb_22	156:1
GP_unb_23	158:1
GP_unb_24	162:1
GP_unb_25	163:1
GP_unb_26	165:1
GP_unb_27	166:1
GP_unb_28	168:1
GP_unb_29	169:1
GP_unb_30	179:1
GP_unb_31	183:1
GP_unb_32	184:1
GP_unb_33	187:1
