plasmid	contigs
GP_unb_3	Contig:125:71.433:1
GP_Isolated_0	Contig:187:77.314:1
GP_9	Contig:190:46.4253:1,Contig:203:107.125:1,Contig:8:117.804:1,Contig:101:1381.9:5p:1:3:1,Contig:101:1381.9:5p:1:188:1,Contig:106:67.4695:3p:1:64:1,Contig:18:122.093:5p:1:3:1
GP_10	Contig:1:772.587:Circ:1
GP_11	Contig:2:1045.16:Circ:1
GP_unb_4	Contig:39:93.7418:1
GP_unb_5	Contig:44:119.093:1
GP_unb_6	Contig:47:64.5093:1
GP_unb_7	Contig:48:134.734:1
GP_unb_8	Contig:73:73.359:1
GP_unb_9	Contig:98:102.754:1
GP_7	Contig:101:1381.9:5p:1:8:1,Contig:101:1381.9:5p:1:206:1,Contig:198:50.7915:3p:1:3:1,Contig:198:50.7915:3p:1:4:1,Contig:198:50.7915:3p:1:16:1
GP_unb_10	Contig:101:1381.9:5p:1:61:1
GP_unb_11	Contig:101:1381.9:5p:1:85:1
GP_unb_12	Contig:101:1381.9:5p:1:132:1
GP_unb_13	Contig:101:1381.9:5p:1:143:1
GP_unb_14	Contig:101:1381.9:5p:1:144:1
GP_unb_15	Contig:101:1381.9:5p:1:159:1
GP_unb_16	Contig:101:1381.9:5p:1:202:1
GP_unb_17	Contig:101:1381.9:5p:1:209:1
GP_unb_18	Contig:103:54.2508:5p:1:6:1
GP_unb_19	Contig:103:54.2508:5p:1:14:1
GP_unb_20	Contig:103:54.2508:5p:1:15:1
GP_unb_21	Contig:118:49.8193:5p:1:10:1
GP_unb_22	Contig:172:43.971:3p:1:4:1
GP_unb_23	Contig:172:43.971:3p:1:5:1
GP_unb_24	Contig:195:1025.6:5p:1:7:1
GP_unb_25	Contig:196:91.3521:5p:1:7:1
GP_unb_26	Contig:198:50.7915:3p:1:13:1
GP_unb_27	Contig:24:150.879:3p:1:7:1
GP_unb_28	Contig:26:90.0968:5p:1:3:1
GP_unb_29	Contig:26:90.0968:5p:1:4:1
GP_unb_30	Contig:72:59.3739:5p:1:7:1
