plasmid	contigs
GP_2	Contig:103:54.2508:1,Contig:110:176.25:1,Contig:120:112.16:1,Contig:124:85.5458:1,Contig:146:64.941:1,Contig:147:206.625:1,Contig:168:69.3745:1,Contig:194:105.307:1,Contig:197:136.649:1,Contig:200:147.077:1,Contig:25:101.301:1,Contig:55:124.661:1,Contig:71:140.873:1,Contig:85:1188.98:1,Contig:89:60.7951:1,Contig:101:1381.9:5p:1:89:1,Contig:101:1381.9:5p:1:156:1,Contig:103:54.2508:3p:1:12:1,Contig:103:54.2508:3p:1:13:1,Contig:103:54.2508:5p:1:4:1,Contig:103:54.2508:5p:1:13:1,Contig:106:67.4695:3p:1:66:1,Contig:106:67.4695:3p:1:81:1,Contig:124:85.5458:5p:1:4:1
GP_4	Contig:104:86.0024:1,Contig:117:996.318:1,Contig:166:35.5186:1,Contig:183:394.985:1,Contig:195:1025.6:1,Contig:210:52.0251:1,Contig:21:35.0849:1,Contig:24:150.879:1,Contig:51:36.2422:1,Contig:101:1381.9:5p:1:100:1,Contig:183:394.985:5p:1:11:1,Contig:195:1025.6:5p:1:9:1,Contig:196:91.3521:5p:1:5:1
GP_5	Contig:106:67.4695:1,Contig:164:44.3934:1,Contig:195:1025.6:1,Contig:198:50.7915:1,Contig:205:74.5577:1,Contig:50:98.8431:1,Contig:80:195.394:1,Contig:85:1188.98:1,Contig:87:56.6856:1,Contig:90:71.6497:1,Contig:101:1381.9:5p:1:6:1,Contig:101:1381.9:5p:1:8:1,Contig:101:1381.9:5p:1:22:1,Contig:101:1381.9:5p:1:98:1,Contig:101:1381.9:5p:1:197:1,Contig:101:1381.9:5p:1:199:1,Contig:101:1381.9:5p:1:203:1,Contig:106:67.4695:3p:1:67:1,Contig:198:50.7915:3p:1:2:1,Contig:198:50.7915:3p:1:4:1,Contig:198:50.7915:3p:1:6:1,Contig:198:50.7915:3p:1:14:1,Contig:198:50.7915:3p:1:15:1,Contig:9:101.902:5p:1:3:1
GP_3	Contig:107:44.2079:1,Contig:117:996.318:1,Contig:119:56.773:1,Contig:130:223.868:1,Contig:137:57.0415:1,Contig:13:54.9394:1,Contig:142:63.4872:1,Contig:147:206.625:1,Contig:170:100.756:1,Contig:176:121.579:1,Contig:180:55.8077:1,Contig:191:97.3817:1,Contig:192:44.234:1,Contig:195:1025.6:1,Contig:200:147.077:1,Contig:204:92.2292:1,Contig:33:104.516:1,Contig:37:51.1295:1,Contig:49:74.6187:1,Contig:56:87.1657:1,Contig:7:1509.57:1,Contig:85:1188.98:1,Contig:92:41.7263:1,Contig:101:1381.9:5p:1:10:1,Contig:101:1381.9:5p:1:88:1,Contig:101:1381.9:5p:1:96:1,Contig:101:1381.9:5p:1:99:1,Contig:101:1381.9:5p:1:188:1,Contig:103:54.2508:3p:1:12:1,Contig:106:67.4695:3p:1:9:1,Contig:106:67.4695:3p:1:25:1,Contig:106:67.4695:3p:1:64:1,Contig:106:67.4695:3p:1:66:1,Contig:106:67.4695:3p:1:81:1,Contig:119:56.773:3p:1:3:1,Contig:195:1025.6:5p:1:6:1
GP_unb_1	Contig:109:89.6287:1
GP_6	Contig:114:95.8988:1,Contig:138:125.912:1,Contig:140:79.0343:1,Contig:141:49.3465:1,Contig:156:94.1106:1,Contig:170:100.756:1,Contig:181:85.157:1,Contig:185:167.207:1,Contig:188:54.8603:1,Contig:191:97.3817:1,Contig:199:75.3668:1,Contig:27:106.844:1,Contig:88:79.8782:1,Contig:93:48.2681:1,Contig:101:1381.9:5p:1:22:1,Contig:101:1381.9:5p:1:188:1,Contig:181:85.157:5p:1:3:1,Contig:18:122.093:5p:1:3:1
GP_8	Contig:115:104.069:1,Contig:127:87.1105:1,Contig:185:167.207:1,Contig:18:122.093:1,Contig:59:122.452:1,Contig:61:109.292:1,Contig:74:91.1587:1,Contig:94:86.0482:1,Contig:18:122.093:5p:1:8:1,Contig:203:107.125:3p:1:2:1
GP_1	Contig:117:996.318:1,Contig:158:40.4638:1,Contig:160:78.1318:1,Contig:165:42.4791:1,Contig:183:394.985:1,Contig:195:1025.6:1,Contig:31:98.325:1,Contig:32:82.3333:1,Contig:38:44.084:1,Contig:6:98.8752:1,Contig:106:67.4695:3p:1:25:1,Contig:12:45.8914:5p:1:3:1,Contig:183:394.985:3p:1:1:1,Contig:183:394.985:3p:1:12:1,Contig:183:394.985:5p:1:11:1,Contig:183:394.985:5p:1:13:1,Contig:195:1025.6:5p:1:6:1,Contig:195:1025.6:5p:1:9:1,Contig:24:150.879:3p:1:2:1
GP_0	Contig:117:996.318:1,Contig:195:1025.6:1,Contig:202:57.9346:1,Contig:28:61.0294:1,Contig:76:43.2548:1,Contig:96:73.8075:1,Contig:101:1381.9:5p:1:149:1,Contig:101:1381.9:5p:1:153:1,Contig:101:1381.9:5p:1:154:1,Contig:101:1381.9:5p:1:188:1,Contig:189:72.7896:3p:1:6:1
GP_unb_2	Contig:11:98.2483:1
