plasmid	contigs
GP_unb_1	Contig:122:146.377:1
GP_1	Contig:143:798.314:1,Contig:215:453.97:1,Contig:279:741.814:1,Contig:291:144.99:1,Contig:102:58.8987:5p:1:530:1,Contig:102:58.8987:5p:1:536:1
GP_0	Contig:222:91.1807:1,Contig:277:154.912:1,Contig:283:139.257:1,Contig:28:642.33:1,Contig:46:124.708:1,Contig:47:367.635:1,Contig:84:349.577:1,Contig:96:92.4443:1,Contig:102:58.8987:5p:1:530:1,Contig:104:56.6346:5p:1:28:1,Contig:104:56.6346:5p:1:93:1
GP_unb_2	Contig:250:186.389:1
GP_2	Contig:2:132.973:Circ:1
GP_unb_3	Contig:42:99.5244:1
GP_unb_4	Contig:102:58.8987:5p:1:126:1
GP_unb_5	Contig:102:58.8987:5p:1:129:1
GP_unb_6	Contig:102:58.8987:5p:1:210:1
GP_unb_7	Contig:102:58.8987:5p:1:227:1
GP_unb_8	Contig:102:58.8987:5p:1:242:1
GP_unb_9	Contig:102:58.8987:5p:1:299:1
GP_unb_10	Contig:102:58.8987:5p:1:302:1
GP_unb_11	Contig:102:58.8987:5p:1:344:1
GP_unb_12	Contig:102:58.8987:5p:1:393:1
GP_unb_13	Contig:102:58.8987:5p:1:438:1
GP_unb_14	Contig:102:58.8987:5p:1:513:1
GP_unb_15	Contig:102:58.8987:5p:1:573:1
GP_unb_16	Contig:159:1127.35:3p:1:46:1
