plasmid	contigs
PBF_P1	56:1
PBF_P2	61:1
PBF_P3	68:1
PBF_P4	52:1,71:1,96:1,165:1,129:1,115:1,57:1,173:1,38:1,63:1,33:1,99:1,137:1,134:1,107:1,62:1,170:1,81:1,92:1,131:1,109:1,167:1,66:1,158:1,55:1,110:1,141:1,152:1,53:1,82:1,179:1,174:1
PBF_P5	52:1,71:1,96:1,114:1,165:1,129:1,115:1,57:1,173:1,63:1,151:1,33:1,99:1,134:1,111:1,107:1,128:1,62:1,123:1,170:1,154:1,81:1,102:1,167:1,158:1,66:1,55:1,110:1,141:1,53:1,82:1,179:1
PBF_P6	65:1
PBF_P7	71:1,114:1,165:1,129:1,115:1,57:1,173:1,63:1,151:1,99:1,134:1,111:1,128:1,62:1,123:1,170:1,154:1,81:1,167:1,66:1,158:1,55:1,141:1,53:1,82:1,179:1
PBF_P8	33:1,141:1,115:1,57:1,62:1,158:1
PBF_P9	43:1
PBF_P10	48:1
PBF_P11	151:1,99:1,141:1,66:1,62:1,123:1,53:1,154:1,114:1,165:1,115:1,111:1,173:1,128:1,167:1,158:1
PBF_P12	66:1
