plasmid	contigs
PBF_P1	290:1,31:1,202:1,175:1,56:1,224:1,221:1,223:1,197:1,184:1,74:1,183:1,288:1,149:1,218:1,99:1,222:1,211:1,55:1,107:1,155:1,205:1,59:1,181:1,66:1,177:1,164:1,61:1,253:1,40:1,68:1,123:1,110:1,113:1,82:1,120:1,242:1,26:1,94:1,254:1,269:1,190:1,47:1,286:1,265:1,215:1,273:1,78:1,48:1,239:1,272:1,292:1,77:1,159:1,245:1,129:1,180:1,29:1,133:1,193:1,87:1,188:1,156:1,196:1,166:1,117:1,33:1,71:1,136:1,65:1,141:1,24:1,45:1,101:1,274:1,37:1,98:1,118:1,277:1,278:1,216:1,32:1,143:1,163:1,280:1,128:1,237:1,214:1,192:1,38:1,54:1,57:1,194:1,151:1,176:1,46:1,112:1,178:1,52:1,238:1,142:1,212:1,206:1,92:1,172:1,179:1,79:1,276:1,93:1,51:1,162:1,42:1,35:1,84:1,201:1,173:1,50:1,88:1,36:1,252:1,144:1,89:1,121:1,210:1,80:1,145:1,137:1,109:1,138:1,182:1,291:1,39:1,208:1,131:1,191:1,126:1,60:1,282:1,104:1,73:1,83:1,246:1,185:1,150:1,111:1,49:1,161:1,285:1,268:1,75:1,100:1,264:1,284:1,86:1,225:1,167:1,251:1
PBF_P2	290:1,31:1,202:1,175:1,224:1,56:1,221:1,153:1,223:1,197:1,184:1,74:1,183:1,288:1,149:1,218:1,99:1,222:1,211:1,55:1,107:1,155:1,59:1,181:1,177:1,61:1,253:1,68:1,123:1,110:1,113:1,82:1,26:1,169:1,254:1,269:1,190:1,47:1,215:1,273:1,78:1,239:1,292:1,77:1,245:1,159:1,129:1,180:1,133:1,193:1,87:1,188:1,156:1,196:1,166:1,117:1,33:1,71:1,136:1,141:1,24:1,45:1,101:1,274:1,37:1,98:1,118:1,277:1,278:1,64:1,32:1,143:1,163:1,280:1,128:1,237:1,192:1,54:1,57:1,194:1,76:1,151:1,176:1,46:1,112:1,52:1,178:1,142:1,34:1,92:1,172:1,79:1,179:1,276:1,93:1,51:1,42:1,35:1,84:1,201:1,173:1,50:1,88:1,36:1,252:1,144:1,89:1,121:1,145:1,80:1,137:1,210:1,109:1,182:1,291:1,208:1,131:1,191:1,126:1,60:1,282:1,73:1,83:1,246:1,185:1,150:1,111:1,161:1,285:1,168:1,268:1,203:1,100:1,250:1,264:1,86:1,251:1
PBF_P3	31:1,202:1,224:1,221:1,153:1,12:1,99:1,218:1,195:1,107:1,55:1,53:1,181:1,177:1,253:1,41:1,123:1,110:1,113:1,82:1,47:1,215:1,239:1,292:1,147:1,77:1,245:1,129:1,133:1,193:1,188:1,156:1,196:1,117:1,71:1,25:1,141:1,24:1,98:1,277:1,118:1,32:1,64:1,163:1,280:1,128:1,54:1,57:1,11:1,194:1,151:1,112:1,142:1,92:1,276:1,51:1,84:1,201:1,88:1,89:1,121:1,210:1,145:1,208:1,131:1,60:1,282:1,83:1,185:1,150:1,285:1,168:1,67:1,100:1,251:1
PBF_P4	69:1
PBF_P5	62:1
PBF_P6	58:1
PBF_P7	32:1,64:1,202:1,224:1,121:1,210:1,221:1,47:1,153:1,215:1,208:1,239:1,131:1,272:1,147:1,11:1,151:1,77:1,245:1,99:1,218:1,185:1,112:1,133:1,142:1,107:1,34:1,285:1,196:1,168:1,71:1,53:1,100:1,88:1,84:1,113:1,30:1,98:1,277:1,41:1,123:1,251:1,89:1
PBF_P8	32:1,64:1,202:1,47:1,197:1,215:1,131:1,292:1,251:1,147:1,151:1,12:1,246:1,176:1,99:1,185:1,36:1,180:1,211:1,4:1,133:1,34:1,107:1,285:1,155:1,123:1,268:1,172:1,25:1,53:1,141:1,113:1,98:1,88:1,183:1,89:1
PBF_P9	192:1,149:1,127:1,44:1,182:1,203:1,144:1,278:1
PBF_P10	64:1,215:1,131:1,292:1,288:1,151:1,12:1,89:1,4:1,133:1,107:1,285:1,25:1,141:1,42:1,98:1,123:1,113:1
PBF_P11	64:1,92:1,218:1,215:1,131:1
PBF_P12	28:1
