plasmid	contigs
GP_0	24:1,28:1,29:1,34:1,35:1,37:1,41:1,43:1,46:1,50:1,59:1,60:1,65:1,66:1,67:1,68:1,73:1,74:1,75:1,76:1,77:1,78:1,82:1,83:1,86:1,89:1,92:1,98:1,100:1,101:1,110:1,111:1,113:1,115:1,116:1,117:1,118:1,120:1,121:1,128:1,129:1,131:1,133:1,141:1,165:1,166:1,172:1,176:1,177:1,178:1,181:1,188:1,193:1,196:1,202:1,207:1,215:1,221:1,231:1,234:1,237:1,246:1,250:1,251:1,252:1,257:1,264:1,273:1,274:1,276:1,280:1,282:1,290:1,291:1
GP_1	26:1,31:1,44:1,49:1,57:1,80:1,82:1,88:1,89:1,90:1,92:1,94:1,95:1,98:1,104:1,113:1,125:1,126:1,127:1,162:1,177:1,179:1,181:1,182:1,185:1,192:1,205:1,273:1,274:1,278:1,280:1,284:1
GP_2	32:1,33:1,38:1,39:1,40:1,42:1,47:1,48:1,52:1,54:1,55:1,64:1,71:1,79:1,84:1,86:1,87:1,88:1,89:1,98:1,99:1,109:1,112:1,113:1,131:1,133:1,159:1,163:1,177:1,181:1,185:1,194:1,202:1,215:1,277:1,280:1,285:1
GP_4	58:1
GP_5	62:1
GP_6	69:1
GP_7	81:1
GP_3	119:1,122:1,124:1,130:1,263:1,271:1
GP_unb_1	132:1
GP_unb_2	134:1
GP_unb_3	135:1
GP_unb_4	136:1
GP_unb_5	137:1
GP_unb_6	138:1
GP_unb_7	139:1
GP_unb_8	144:1
GP_unb_9	145:1
GP_unb_10	146:1
GP_unb_11	150:1
GP_unb_12	151:1
GP_unb_13	152:1
GP_unb_14	153:1
GP_unb_15	155:1
GP_unb_16	156:1
GP_unb_17	169:1
GP_unb_18	170:1
GP_unb_19	173:1
GP_unb_20	174:1
GP_unb_21	180:1
GP_unb_22	183:1
GP_unb_23	184:1
GP_unb_24	190:1
GP_unb_25	191:1
GP_unb_26	195:1
GP_unb_27	197:1
GP_unb_28	203:1
GP_unb_29	206:1
GP_unb_30	211:1
GP_unb_31	212:1
GP_unb_32	214:1
GP_unb_33	222:1
GP_unb_34	223:1
GP_unb_35	224:1
GP_unb_36	225:1
GP_unb_37	226:1
GP_unb_38	229:1
GP_unb_39	230:1
GP_unb_40	233:1
GP_unb_41	235:1
GP_unb_42	242:1
GP_unb_43	253:1
GP_unb_44	254:1
GP_unb_45	258:1
GP_unb_46	259:1
GP_unb_47	265:1
GP_unb_48	269:1
GP_unb_49	272:1
GP_unb_50	279:1
GP_unb_51	286:1
GP_unb_52	287:1
GP_unb_53	288:1
GP_unb_54	289:1
GP_unb_55	292:1
