plasmid	contigs
GP_1	24:1,32:1,33:1,38:1,39:1,40:1,42:1,47:1,48:1,52:1,54:1,55:1,64:1,71:1,79:1,84:1,86:1,87:1,88:1,89:1,98:1,99:1,109:1,112:1,113:1,131:1,133:1,159:1,163:1,177:1,181:1,185:1,194:1,196:1,202:1,215:1,221:1,277:1,280:1,285:1
GP_2	26:1,28:1,31:1,56:1,57:1,80:1,82:1,88:1,89:1,92:1,93:1,94:1,95:1,98:1,106:1,107:1,108:1,113:1,117:1,123:1,126:1,129:1,162:1,179:1,182:1,185:1,188:1,192:1,200:1,205:1,241:1,249:1,257:1,281:1
GP_0	29:1,35:1,36:1,37:1,44:1,50:1,51:1,59:1,60:1,65:1,66:1,73:1,74:1,75:1,76:1,77:1,78:1,83:1,86:1,89:1,92:1,98:1,99:1,100:1,101:1,111:1,113:1,118:1,120:1,121:1,125:1,133:1,141:1,166:1,172:1,176:1,177:1,178:1,181:1,193:1,202:1,207:1,221:1,231:1,237:1,238:1,246:1,250:1,251:1,252:1,264:1,273:1,274:1,276:1,278:1,280:1,282:1,290:1,291:1
GP_3	58:1
GP_4	62:1
GP_5	69:1
GP_6	81:1
GP_unb_1	136:1
GP_unb_2	137:1
GP_unb_3	139:1
GP_unb_4	142:1
GP_unb_5	143:1
GP_unb_6	144:1
GP_unb_7	145:1
GP_unb_8	150:1
GP_unb_9	151:1
GP_unb_10	153:1
GP_unb_11	155:1
GP_unb_12	156:1
GP_unb_13	161:1
GP_unb_14	169:1
GP_unb_15	170:1
GP_unb_16	180:1
GP_unb_17	184:1
GP_unb_18	187:1
GP_unb_19	190:1
GP_unb_20	191:1
GP_unb_21	197:1
GP_unb_22	203:1
GP_unb_23	206:1
GP_unb_24	211:1
GP_unb_25	212:1
GP_unb_26	214:1
GP_unb_27	217:1
GP_unb_28	220:1
GP_unb_29	222:1
GP_unb_30	223:1
GP_unb_31	224:1
GP_unb_32	228:1
GP_unb_33	239:1
GP_unb_34	242:1
GP_unb_35	253:1
GP_unb_36	254:1
GP_unb_37	259:1
GP_unb_38	261:1
GP_unb_39	269:1
GP_unb_40	286:1
GP_unb_41	288:1
GP_unb_42	292:1
