plasmid	contigs
GP_0	Contig:101:60.3381:1,Contig:103:50.2516:1,Contig:104:222.257:1,Contig:105:112.874:1,Contig:113:86.8682:1,Contig:114:112.997:1,Contig:116:440.041:1,Contig:118:197.491:1,Contig:128:84.4679:1,Contig:129:308.6:1,Contig:130:1141.87:1,Contig:136:49.3739:1,Contig:13:66.5059:1,Contig:141:193.903:1,Contig:143:88.0751:1,Contig:155:54.4709:1,Contig:158:93.8462:1,Contig:164:120.834:1,Contig:172:408.863:1,Contig:175:156.637:1,Contig:17:131.249:1,Contig:19:56.9959:1,Contig:35:495.907:1,Contig:36:53.2225:1,Contig:40:186.387:1,Contig:44:116.125:1,Contig:64:375.024:1,Contig:72:131.88:1,Contig:79:68.4054:1,Contig:80:193.621:1,Contig:82:140.671:1,Contig:85:239.456:1,Contig:87:44.6824:1,Contig:91:148.488:1,Contig:92:50.5246:1,Contig:103:50.2516:3p:1:14:1,Contig:103:50.2516:3p:1:15:1,Contig:103:50.2516:3p:1:20:1,Contig:103:50.2516:3p:1:34:1,Contig:103:50.2516:3p:1:54:1,Contig:103:50.2516:3p:1:88:1,Contig:103:50.2516:3p:1:96:1,Contig:103:50.2516:3p:1:109:1,Contig:103:50.2516:3p:1:110:1,Contig:103:50.2516:3p:1:116:1,Contig:103:50.2516:3p:1:164:1,Contig:103:50.2516:3p:1:182:1,Contig:103:50.2516:3p:1:200:1,Contig:109:54.1326:5p:1:10:1,Contig:111:57.4933:3p:1:4:1,Contig:123:50.4568:3p:1:6:1,Contig:123:50.4568:3p:1:12:1,Contig:123:50.4568:3p:1:18:1,Contig:123:50.4568:3p:1:19:1,Contig:123:50.4568:3p:1:20:1,Contig:41:44.7095:3p:1:7:1,Contig:41:44.7095:3p:1:8:1,Contig:44:116.125:5p:1:3:1,Contig:44:116.125:5p:1:4:1
GP_1	Contig:1:1256.17:Circ:1
GP_2	Contig:2:1573.84:Circ:1
GP_3	Contig:3:2803.61:Circ:1
GP_unb_1	Contig:103:50.2516:3p:1:55:1
GP_unb_2	Contig:103:50.2516:3p:1:95:1
GP_unb_3	Contig:103:50.2516:3p:1:112:1
GP_unb_4	Contig:103:50.2516:3p:1:123:1
GP_unb_5	Contig:103:50.2516:3p:1:133:1
GP_unb_6	Contig:103:50.2516:3p:1:134:1
GP_unb_7	Contig:103:50.2516:3p:1:186:1
GP_unb_8	Contig:115:58.7724:3p:1:12:1
GP_unb_9	Contig:123:50.4568:3p:1:7:1
GP_unb_10	Contig:167:408.039:5p:1:3:1
GP_unb_11	Contig:167:408.039:5p:1:8:1
