plasmid	contigs
PBF_P1	Contig:16:143.265:1
PBF_P2	Contig:77:50.7621:1,Contig:59:200.253:1,Contig:26:48.5818:1,Contig:7:52.981:1,Contig:43:157.74:1
PBF_P3	Contig:1:87.3141:Circ:1
PBF_P4	Contig:76:9.82042:1,Contig:30:51.4892:3p:1:7:1,Contig:26:48.5818:1
PBF_P5	Contig:44:11.0308:1,Contig:46:11.1036:1
PBF_P6	Contig:40:29.957:1
PBF_P7	Contig:33:10.2064:1
PBF_P8	Contig:32:9.92689:1
PBF_P9	Contig:51:9.48397:1
PBF_P10	Contig:74:9.01554:1
PBF_P11	Contig:35:9.55687:1
PBF_P12	Contig:48:9.54631:1
PBF_P13	Contig:39:9.32226:1
PBF_P14	Contig:68:10.4778:1
PBF_P15	Contig:15:8.9745:1
PBF_P16	Contig:21:17.5003:1
PBF_P17	Contig:47:9.84947:1
PBF_P18	Contig:8:9.34312:1
PBF_P19	Contig:22:9.87856:1
PBF_P20	Contig:14:9.01802:1
