plasmid	contigs
PBF_P1	Contig:1:364.348:Circ:1
PBF_P2	Contig:102:64.8247:3p:1:7:1,Contig:9:63.9577:1,Contig:124:67.7517:1,Contig:102:64.8247:3p:1:8:1,Contig:142:3303.54:1,Contig:136:54.3404:1,Contig:99:58.5882:1,Contig:90:423.263:3p:1:3:1,Contig:65:426.796:1,Contig:22:536.943:1,Contig:90:423.263:1
PBF_P3	Contig:4:122.344:1
PBF_P4	Contig:139:131.857:1
PBF_P5	Contig:61:89.2846:1
PBF_P6	Contig:16:68.543:1
PBF_P7	Contig:6:44.4955:3p:1:1:1,Contig:62:49.9227:1,Contig:142:3303.54:1,Contig:126:57.7056:1,Contig:11:209.485:1,Contig:93:53.4562:1,Contig:6:44.4955:1
PBF_P8	Contig:46:47.4059:1,Contig:142:3303.54:1,Contig:130:49.123:1
PBF_P9	Contig:34:61.6491:1
PBF_P10	Contig:66:53.7151:1
PBF_P11	Contig:56:40.8042:1
