plasmid	contigs
PBF_P1	Contig:1:1609.43:Circ:1
PBF_P2	Contig:188:12.2265:1,Contig:136:36.5654:3p:1:5:1,Contig:225:36.0109:1,Contig:128:38.5349:3p:1:12:1,Contig:110:59.2039:3p:1:45:1,Contig:61:67.2146:1,Contig:102:41.101:3p:1:23:1,Contig:151:47.6158:1,Contig:110:59.2039:3p:1:44:1,Contig:20:457.313:1,Contig:157:240.972:1,Contig:126:275.138:5p:1:11:1,Contig:37:130.613:1,Contig:178:52.4212:1,Contig:99:32.3014:1,Contig:15:128.98:1,Contig:136:36.5654:3p:1:17:1,Contig:110:59.2039:3p:1:30:1,Contig:164:554.91:1,Contig:210:110.77:1,Contig:208:59.9542:1,Contig:136:36.5654:3p:1:13:1,Contig:93:35.9932:1,Contig:223:28.1869:1,Contig:14:519.377:1,Contig:13:83.964:1,Contig:136:36.5654:3p:1:6:1,Contig:126:275.138:5p:1:7:1,Contig:147:421.821:1,Contig:103:689.112:3p:1:54:1,Contig:96:533.582:1,Contig:77:49.7793:1,Contig:69:168.071:1,Contig:197:327.98:1,Contig:49:43.9796:1,Contig:49:43.9796:3p:1:12:1,Contig:110:59.2039:3p:1:32:1,Contig:137:13.2683:1,Contig:209:183.176:1,Contig:102:41.101:3p:1:8:1,Contig:103:689.112:1,Contig:108:85.9845:1,Contig:110:59.2039:3p:1:40:1,Contig:114:419.959:1,Contig:96:533.582:3p:1:3:1,Contig:108:85.9845:5p:1:7:1,Contig:211:437.538:1,Contig:144:38.1631:1,Contig:106:44.2082:1,Contig:56:23.2554:1,Contig:139:29.0606:5p:1:2:1,Contig:86:29.3972:1,Contig:133:410.372:1,Contig:136:36.5654:3p:1:4:1,Contig:49:43.9796:3p:1:6:1,Contig:96:533.582:3p:1:4:1,Contig:102:41.101:3p:1:15:1,Contig:148:50.4413:1,Contig:167:35.6378:1,Contig:105:444.016:1,Contig:194:189.674:1,Contig:102:41.101:3p:1:16:1,Contig:132:126.562:1,Contig:110:59.2039:3p:1:28:1,Contig:214:292.803:1,Contig:139:29.0606:1,Contig:198:76.9969:1,Contig:49:43.9796:3p:1:3:1,Contig:39:49.1379:1,Contig:126:275.138:1,Contig:126:275.138:5p:1:10:1
PBF_P3	Contig:136:36.5654:3p:1:5:1,Contig:225:36.0109:1,Contig:128:38.5349:3p:1:12:1,Contig:110:59.2039:3p:1:45:1,Contig:61:67.2146:1,Contig:102:41.101:3p:1:23:1,Contig:151:47.6158:1,Contig:110:59.2039:3p:1:44:1,Contig:157:240.972:1,Contig:126:275.138:5p:1:11:1,Contig:37:130.613:1,Contig:178:52.4212:1,Contig:99:32.3014:1,Contig:15:128.98:1,Contig:136:36.5654:3p:1:17:1,Contig:110:59.2039:3p:1:30:1,Contig:164:554.91:1,Contig:210:110.77:1,Contig:208:59.9542:1,Contig:93:35.9932:1,Contig:136:36.5654:3p:1:13:1,Contig:14:519.377:1,Contig:199:44.0447:1,Contig:13:83.964:1,Contig:136:36.5654:3p:1:6:1,Contig:147:421.821:1,Contig:103:689.112:3p:1:54:1,Contig:126:275.138:5p:1:7:1,Contig:96:533.582:1,Contig:77:49.7793:1,Contig:69:168.071:1,Contig:197:327.98:1,Contig:49:43.9796:1,Contig:49:43.9796:3p:1:12:1,Contig:110:59.2039:3p:1:32:1,Contig:209:183.176:1,Contig:110:59.2039:3p:1:40:1,Contig:102:41.101:3p:1:8:1,Contig:103:689.112:1,Contig:108:85.9845:1,Contig:114:419.959:1,Contig:108:85.9845:5p:1:7:1,Contig:144:38.1631:1,Contig:211:437.538:1,Contig:106:44.2082:1,Contig:56:23.2554:1,Contig:139:29.0606:5p:1:2:1,Contig:86:29.3972:1,Contig:133:410.372:1,Contig:136:36.5654:3p:1:4:1,Contig:49:43.9796:3p:1:6:1,Contig:191:39.24:1,Contig:96:533.582:3p:1:4:1,Contig:102:41.101:3p:1:15:1,Contig:148:50.4413:1,Contig:167:35.6378:1,Contig:105:444.016:1,Contig:194:189.674:1,Contig:102:41.101:3p:1:16:1,Contig:132:126.562:1,Contig:110:59.2039:3p:1:28:1,Contig:214:292.803:1,Contig:139:29.0606:1,Contig:49:43.9796:3p:1:3:1,Contig:96:533.582:3p:1:3:1,Contig:126:275.138:1,Contig:126:275.138:5p:1:10:1
PBF_P4	Contig:41:53.1428:1,Contig:61:67.2146:1,Contig:102:41.101:3p:1:23:1,Contig:81:45.4703:1,Contig:37:130.613:1,Contig:125:51.8459:1,Contig:15:128.98:1,Contig:110:59.2039:3p:1:30:1,Contig:164:554.91:1,Contig:57:50.9508:3p:1:2:1,Contig:14:519.377:1,Contig:147:421.821:1,Contig:13:83.964:1,Contig:96:533.582:1,Contig:103:689.112:3p:1:54:1,Contig:50:45.3879:1,Contig:67:45.9696:1,Contig:77:49.7793:1,Contig:209:183.176:1,Contig:126:275.138:1,Contig:49:43.9796:1,Contig:49:43.9796:3p:1:12:1,Contig:110:59.2039:3p:1:40:1,Contig:102:41.101:3p:1:8:1,Contig:69:168.071:1,Contig:197:327.98:1,Contig:103:689.112:1,Contig:108:85.9845:1,Contig:57:50.9508:1,Contig:114:419.959:1,Contig:108:85.9845:5p:1:7:1,Contig:144:38.1631:1,Contig:211:437.538:1,Contig:106:44.2082:1,Contig:133:410.372:1,Contig:86:29.3972:1,Contig:139:29.0606:5p:1:2:1,Contig:49:43.9796:3p:1:6:1,Contig:102:41.101:3p:1:15:1,Contig:96:533.582:3p:1:4:1,Contig:57:50.9508:3p:1:4:1,Contig:167:35.6378:1,Contig:194:189.674:1,Contig:102:41.101:3p:1:16:1,Contig:118:46.3856:1,Contig:49:43.9796:3p:1:3:1,Contig:152:66.4751:1,Contig:96:533.582:3p:1:3:1,Contig:105:444.016:1
PBF_P5	Contig:116:422.495:5p:1:5:1,Contig:45:56.9755:1,Contig:110:59.2039:3p:1:45:1,Contig:81:45.4703:1,Contig:61:67.2146:1,Contig:151:47.6158:1,Contig:102:41.101:3p:1:23:1,Contig:172:51.8991:1,Contig:20:457.313:1,Contig:157:240.972:1,Contig:160:41.5565:3p:1:15:1,Contig:116:422.495:1,Contig:125:51.8459:1,Contig:178:52.4212:1,Contig:99:32.3014:1,Contig:15:128.98:1,Contig:11:36.0895:1,Contig:110:59.2039:3p:1:30:1,Contig:116:422.495:5p:1:8:1,Contig:164:554.91:1,Contig:222:593.914:3p:1:2:1,Contig:222:593.914:1,Contig:210:110.77:1,Contig:113:485.298:1,Contig:185:103.33:1,Contig:57:50.9508:3p:1:2:1,Contig:208:59.9542:1,Contig:160:41.5565:3p:1:19:1,Contig:14:519.377:1,Contig:147:421.821:1,Contig:136:36.5654:3p:1:6:1,Contig:13:83.964:1,Contig:96:533.582:1,Contig:67:45.9696:1,Contig:77:49.7793:1,Contig:69:168.071:1,Contig:209:183.176:1,Contig:49:43.9796:1,Contig:49:43.9796:3p:1:12:1,Contig:110:59.2039:3p:1:44:1,Contig:102:41.101:3p:1:8:1,Contig:110:59.2039:3p:1:40:1,Contig:197:327.98:1,Contig:103:689.112:1,Contig:108:85.9845:1,Contig:57:50.9508:1,Contig:116:422.495:5p:1:2:1,Contig:114:419.959:1,Contig:160:41.5565:1,Contig:108:85.9845:5p:1:7:1,Contig:106:44.2082:1,Contig:148:50.4413:1,Contig:89:45.7352:1,Contig:133:410.372:1,Contig:136:36.5654:3p:1:4:1,Contig:49:43.9796:3p:1:6:1,Contig:96:533.582:3p:1:4:1,Contig:102:41.101:3p:1:15:1,Contig:139:29.0606:5p:1:2:1,Contig:57:50.9508:3p:1:4:1,Contig:167:35.6378:1,Contig:105:444.016:1,Contig:194:189.674:1,Contig:222:593.914:3p:1:3:1,Contig:102:41.101:3p:1:16:1,Contig:132:126.562:1,Contig:110:59.2039:3p:1:28:1,Contig:118:46.3856:1,Contig:214:292.803:1,Contig:136:36.5654:1,Contig:49:43.9796:3p:1:3:1,Contig:96:533.582:3p:1:3:1,Contig:126:275.138:1
PBF_P6	Contig:45:56.9755:1,Contig:81:45.4703:1,Contig:157:240.972:1,Contig:125:51.8459:1,Contig:15:128.98:1,Contig:110:59.2039:3p:1:30:1,Contig:164:554.91:1,Contig:57:50.9508:3p:1:2:1,Contig:208:59.9542:1,Contig:14:519.377:1,Contig:147:421.821:1,Contig:96:533.582:1,Contig:50:45.3879:1,Contig:67:45.9696:1,Contig:77:49.7793:1,Contig:69:168.071:1,Contig:209:183.176:1,Contig:49:43.9796:1,Contig:49:43.9796:3p:1:12:1,Contig:110:59.2039:3p:1:40:1,Contig:103:689.112:1,Contig:108:85.9845:1,Contig:57:50.9508:1,Contig:114:419.959:1,Contig:108:85.9845:5p:1:7:1,Contig:106:44.2082:1,Contig:133:410.372:1,Contig:49:43.9796:3p:1:6:1,Contig:96:533.582:3p:1:4:1,Contig:57:50.9508:3p:1:4:1,Contig:105:444.016:1,Contig:194:189.674:1,Contig:118:46.3856:1,Contig:49:43.9796:3p:1:3:1,Contig:152:66.4751:1,Contig:96:533.582:3p:1:3:1,Contig:126:275.138:1
PBF_P7	Contig:45:56.9755:1,Contig:81:45.4703:1,Contig:172:51.8991:1,Contig:157:240.972:1,Contig:47:112.719:1,Contig:125:51.8459:1,Contig:15:128.98:1,Contig:164:554.91:1,Contig:36:52.7599:1,Contig:57:50.9508:3p:1:2:1,Contig:208:59.9542:1,Contig:14:519.377:1,Contig:13:83.964:1,Contig:96:533.582:1,Contig:67:45.9696:1,Contig:77:49.7793:1,Contig:69:168.071:1,Contig:209:183.176:1,Contig:49:43.9796:1,Contig:110:59.2039:3p:1:32:1,Contig:49:43.9796:3p:1:12:1,Contig:126:275.138:1,Contig:197:327.98:1,Contig:103:689.112:1,Contig:108:85.9845:1,Contig:57:50.9508:1,Contig:114:419.959:1,Contig:108:85.9845:5p:1:7:1,Contig:211:437.538:1,Contig:106:44.2082:1,Contig:133:410.372:1,Contig:139:29.0606:5p:1:2:1,Contig:49:43.9796:3p:1:6:1,Contig:96:533.582:3p:1:4:1,Contig:57:50.9508:3p:1:4:1,Contig:194:189.674:1,Contig:118:46.3856:1,Contig:49:43.9796:3p:1:3:1,Contig:96:533.582:3p:1:3:1,Contig:105:444.016:1,Contig:25:54.8303:1
PBF_P8	Contig:16:51.8381:1,Contig:225:36.0109:1,Contig:112:39.7482:1,Contig:81:45.4703:1,Contig:126:275.138:5p:1:11:1,Contig:47:112.719:1,Contig:125:51.8459:1,Contig:36:52.7599:1,Contig:57:50.9508:3p:1:2:1,Contig:168:56.8416:1,Contig:14:519.377:1,Contig:126:275.138:5p:1:7:1,Contig:207:39.3965:1,Contig:13:83.964:1,Contig:96:533.582:1,Contig:67:45.9696:1,Contig:209:183.176:1,Contig:69:168.071:1,Contig:126:275.138:1,Contig:110:59.2039:3p:1:32:1,Contig:197:327.98:1,Contig:103:689.112:1,Contig:108:85.9845:1,Contig:114:419.959:1,Contig:108:85.9845:5p:1:7:1,Contig:211:437.538:1,Contig:133:410.372:1,Contig:126:275.138:5p:1:10:1,Contig:139:29.0606:5p:1:2:1,Contig:96:533.582:3p:1:4:1,Contig:57:50.9508:3p:1:4:1,Contig:194:189.674:1,Contig:118:46.3856:1,Contig:96:533.582:3p:1:3:1,Contig:105:444.016:1,Contig:25:54.8303:1
PBF_P9	Contig:136:36.5654:3p:1:5:1,Contig:108:85.9845:5p:1:46:1,Contig:20:457.313:1,Contig:136:36.5654:3p:1:17:1,Contig:110:59.2039:3p:1:30:1,Contig:205:38.2545:1,Contig:168:56.8416:1,Contig:136:36.5654:3p:1:13:1,Contig:14:519.377:1,Contig:147:421.821:1,Contig:96:533.582:1,Contig:69:168.071:1,Contig:193:37.9083:1,Contig:110:59.2039:3p:1:40:1,Contig:66:151.409:1,Contig:114:419.959:1,Contig:195:27.8174:1,Contig:115:50.0804:1,Contig:133:410.372:1,Contig:105:444.016:1,Contig:152:66.4751:1,Contig:96:533.582:3p:1:3:1,Contig:126:275.138:1
PBF_P10	Contig:136:36.5654:3p:1:5:1,Contig:47:112.719:1,Contig:79:133.981:1,Contig:136:36.5654:3p:1:17:1,Contig:164:554.91:1,Contig:136:36.5654:3p:1:13:1,Contig:14:519.377:1,Contig:96:533.582:1,Contig:209:183.176:1,Contig:110:59.2039:3p:1:32:1,Contig:103:689.112:1,Contig:108:85.9845:1,Contig:114:419.959:1,Contig:108:85.9845:5p:1:7:1,Contig:133:410.372:1,Contig:194:189.674:1,Contig:96:533.582:3p:1:3:1,Contig:105:444.016:1,Contig:25:54.8303:1
