plasmid	contigs
PBF_P1	Contig:1:1609.43:Circ:1
PBF_P2	Contig:103:689.112:1,Contig:136:36.5654:3p:1:17:1,Contig:108:85.9845:5p:1:7:1,Contig:72:29.2989:1,Contig:14:519.377:1,Contig:197:327.98:1,Contig:114:419.959:1,Contig:188:12.2265:1,Contig:210:110.77:1,Contig:61:67.2146:1,Contig:20:457.313:1,Contig:171:32.7127:1,Contig:86:29.3972:1,Contig:137:13.2683:1,Contig:105:444.016:1,Contig:96:533.582:3p:1:3:1,Contig:56:23.2554:1,Contig:136:36.5654:3p:1:13:1,Contig:214:292.803:1,Contig:139:29.0606:5p:1:2:1,Contig:110:59.2039:3p:1:32:1,Contig:108:85.9845:1,Contig:209:183.176:1,Contig:108:85.9845:5p:1:31:1,Contig:198:76.9969:1,Contig:102:41.101:3p:1:8:1,Contig:99:32.3014:1,Contig:136:36.5654:3p:1:5:1,Contig:195:27.8174:1,Contig:147:421.821:1,Contig:37:130.613:1,Contig:194:189.674:1,Contig:223:28.1869:1,Contig:139:29.0606:1,Contig:13:83.964:1,Contig:157:240.972:1,Contig:103:689.112:3p:1:54:1,Contig:102:41.101:3p:1:15:1,Contig:39:49.1379:1,Contig:164:554.91:1,Contig:96:533.582:1,Contig:133:410.372:1,Contig:211:437.538:1,Contig:208:59.9542:1,Contig:126:275.138:1,Contig:102:41.101:3p:1:23:1,Contig:102:41.101:3p:1:16:1,Contig:132:126.562:1,Contig:128:38.5349:3p:1:12:1,Contig:69:168.071:1,Contig:144:38.1631:1
PBF_P3	Contig:103:689.112:1,Contig:197:327.98:1,Contig:114:419.959:1,Contig:210:110.77:1,Contig:61:67.2146:1,Contig:20:457.313:1,Contig:171:32.7127:1,Contig:86:29.3972:1,Contig:105:444.016:1,Contig:56:23.2554:1,Contig:214:292.803:1,Contig:139:29.0606:5p:1:2:1,Contig:110:59.2039:3p:1:32:1,Contig:102:41.101:3p:1:8:1,Contig:99:32.3014:1,Contig:147:421.821:1,Contig:37:130.613:1,Contig:223:28.1869:1,Contig:139:29.0606:1,Contig:13:83.964:1,Contig:157:240.972:1,Contig:103:689.112:3p:1:54:1,Contig:93:35.9932:1,Contig:164:554.91:1,Contig:133:410.372:1,Contig:211:437.538:1,Contig:208:59.9542:1,Contig:126:275.138:1,Contig:102:41.101:3p:1:23:1,Contig:102:41.101:3p:1:16:1,Contig:132:126.562:1,Contig:146:24.8617:1,Contig:128:38.5349:3p:1:12:1,Contig:69:168.071:1,Contig:144:38.1631:1
PBF_P4	Contig:103:689.112:1,Contig:164:554.91:1,Contig:79:133.981:1
PBF_P5	Contig:103:689.112:1,Contig:164:554.91:1,Contig:85:103.379:1
PBF_P6	Contig:103:689.112:1,Contig:197:327.98:1,Contig:158:39.0664:5p:1:4:1,Contig:164:554.91:1,Contig:37:130.613:1,Contig:139:29.0606:5p:1:2:1,Contig:211:437.538:1,Contig:163:25.7744:1,Contig:13:83.964:1,Contig:53:78.9538:1
PBF_P7	Contig:103:689.112:1,Contig:197:327.98:1,Contig:114:419.959:1,Contig:61:67.2146:1,Contig:86:29.3972:1,Contig:139:29.0606:5p:1:2:1,Contig:126:275.138:5p:1:3:1,Contig:126:275.138:5p:1:10:1,Contig:53:78.9538:1,Contig:126:275.138:5p:1:7:1,Contig:37:130.613:1,Contig:225:36.0109:1,Contig:13:83.964:1,Contig:164:554.91:1,Contig:133:410.372:1,Contig:211:437.538:1,Contig:144:38.1631:1
PBF_P8	Contig:103:689.112:1,Contig:197:327.98:1,Contig:139:29.0606:5p:1:2:1,Contig:164:554.91:1,Contig:37:130.613:1,Contig:211:437.538:1,Contig:208:59.9542:1,Contig:99:32.3014:1,Contig:13:83.964:1,Contig:132:126.562:1,Contig:171:32.7127:1,Contig:53:78.9538:1,Contig:157:240.972:1
PBF_P9	Contig:183:125.676:1,Contig:184:57.5502:1
PBF_P10	Contig:103:689.112:1,Contig:197:327.98:1,Contig:114:419.959:1,Contig:210:110.77:1,Contig:171:32.7127:1,Contig:105:444.016:1,Contig:214:292.803:1,Contig:139:29.0606:5p:1:2:1,Contig:99:32.3014:1,Contig:53:78.9538:1,Contig:147:421.821:1,Contig:47:112.719:1,Contig:13:83.964:1,Contig:157:240.972:1,Contig:93:35.9932:1,Contig:164:554.91:1,Contig:133:410.372:1,Contig:211:437.538:1,Contig:208:59.9542:1,Contig:132:126.562:1,Contig:128:38.5349:3p:1:12:1
PBF_P11	Contig:126:275.138:5p:1:7:1,Contig:225:36.0109:1,Contig:126:275.138:5p:1:3:1,Contig:133:410.372:1,Contig:153:34.2335:1,Contig:20:457.313:1,Contig:126:275.138:5p:1:10:1
PBF_P12	Contig:53:78.9538:1,Contig:211:437.538:1
PBF_P13	Contig:14:519.377:1,Contig:31:40.9627:1,Contig:96:533.582:1,Contig:81:45.4703:1,Contig:96:533.582:3p:1:3:1,Contig:59:52.3701:1,Contig:136:36.5654:3p:1:13:1
PBF_P14	Contig:60:44.15:1,Contig:158:39.0664:5p:1:4:1
PBF_P15	Contig:183:125.676:1,Contig:75:46.9301:1
PBF_P16	Contig:51:25.9376:1,Contig:82:26.1572:1
PBF_P17	Contig:106:44.2082:1
PBF_P18	Contig:87:28.2926:1
PBF_P19	Contig:97:29.0482:1
PBF_P20	Contig:138:22.4965:1
PBF_P21	Contig:221:24.262:1
