plasmid	contigs
GP_unb_1,GP_unb_5,GP_unb_3,GP_unb_13,GP_unb_7,GP_1,GP_unb_15,GP_unb_16,GP_unb_17,GP_unb_12	Contig:131:89.0245:1,Contig:108:85.9845:5p:1:35:1,Contig:103:689.112:3p:1:54:1,Contig:158:39.0664:5p:1:15:1,Contig:110:59.2039:3p:1:64:1,Contig:103:689.112:1,Contig:114:419.959:1,Contig:126:275.138:1,Contig:132:126.562:1,Contig:13:83.964:1,Contig:157:240.972:1,Contig:164:554.91:1,Contig:182:49.1543:1,Contig:185:103.33:1,Contig:197:327.98:1,Contig:198:76.9969:1,Contig:208:59.9542:1,Contig:209:183.176:1,Contig:210:110.77:1,Contig:211:437.538:1,Contig:214:292.803:1,Contig:222:593.914:1,Contig:35:10.3173:1,Contig:36:52.7599:1,Contig:37:130.613:1,Contig:40:28.1457:1,Contig:47:112.719:1,Contig:53:78.9538:1,Contig:69:168.071:1,Contig:76:34.9834:1,Contig:79:133.981:1,Contig:85:103.379:1,Contig:136:36.5654:3p:1:6:1,Contig:136:36.5654:3p:1:17:1,Contig:139:29.0606:5p:1:2:1,Contig:222:593.914:3p:1:3:1,Contig:96:533.582:3p:1:3:1,Contig:96:533.582:3p:1:4:1,Contig:158:39.0664:5p:1:6:1
GP_0	Contig:104:36.327:1,Contig:190:86.2403:1,Contig:66:151.409:1,Contig:108:85.9845:5p:1:46:1
GP_Isolated_0	Contig:119:5.92479:1
GP_2	Contig:156:127.823:1,Contig:187:172.11:1,Contig:160:41.5565:3p:1:19:1
GP_3	Contig:1:1609.43:Circ:1
GP_4	Contig:51:25.9376:1,Contig:82:26.1572:1
GP_5	Contig:5:9444.21:Circ:1
GP_Isolated_1	Contig:80:16.5433:1
GP_unb_2	Contig:102:41.101:3p:1:15:1
GP_unb_4	Contig:108:85.9845:5p:1:31:1
GP_unb_6	Contig:108:85.9845:5p:1:37:1
GP_unb_8	Contig:126:275.138:5p:1:9:1
GP_unb_9	Contig:126:275.138:5p:1:12:1
GP_unb_10	Contig:126:275.138:5p:1:14:1
GP_unb_11	Contig:136:36.5654:3p:1:13:1
GP_unb_14	Contig:160:41.5565:3p:1:15:1
