plasmid	contigs
GP_1,GP_unb_4,GP_3,GP_unb_23,GP_6,GP_unb_9,GP_unb_12,GP_unb_5,GP_unb_1,GP_unb_16,GP_unb_13,GP_unb_22,GP_unb_8,GP_unb_7,GP_unb_17,GP_unb_18,GP_2,GP_unb_6,GP_unb_10,GP_unb_20,GP_unb_11,GP_unb_2,GP_5	12:1,28:1,32:1,53:1,93:1,114:1,120:1,124:1,152:1,155:1,156:1,158:1,175:1,181:1,186:1,187:1,192:1,194:1,197:1,202:1,228:1,240:1,241:1,199:1,63:1,92:1,134:1,136:1,145:1,147:1,188:1,196:1,213:1,238:1,191:1,219:1,234:1,208:1,214:1,204:1,59:1,225:1,215:1,237:1,207:1,206:1,226:1,229:1,37:1,76:1,81:1,131:1,146:1,164:1,176:1,178:1,189:1,190:1,198:1,221:1,230:1,239:1,205:1,209:1,233:1,212:1,109:1,75:1,144:1,165:1,179:1,193:1,210:1
GP_Isolated_0	13:1
GP_Isolated_1	51:1
GP_Isolated_2	77:1
GP_Isolated_3	96:1
GP_Isolated_4	97:1
GP_0	100:1
GP_Isolated_5	102:1
GP_Isolated_6	105:1
GP_Isolated_7	108:1
GP_unb_15,GP_unb_3,GP_unb_19,GP_unb_21	224:1,111:1,231:1,236:1
GP_Isolated_8	123:1
GP_unb_14,GP_4	217:1,126:1
GP_Isolated_9	127:1
GP_Isolated_10	142:1
GP_Isolated_11	143:1
GP_Isolated_12	148:1
GP_Isolated_13	149:1
GP_Isolated_14	151:1
GP_Isolated_15	154:1
GP_Isolated_16	162:1
GP_Isolated_17	170:1
GP_Isolated_18	172:1
