plasmid	contigs
GP_0	Contig:101:175.286:1,Contig:105:85.0483:1,Contig:110:89.1221:1,Contig:124:139.334:1,Contig:125:139.08:1,Contig:149:1745.62:1,Contig:21:93.8749:1,Contig:234:304.701:1,Contig:38:163.448:1,Contig:42:150.211:1,Contig:101:175.286:3p:1:157:1,Contig:101:175.286:3p:1:175:1,Contig:101:175.286:3p:1:184:1,Contig:101:175.286:3p:1:194:1,Contig:117:77.9495:5p:1:37:1,Contig:38:163.448:3p:1:1:1,Contig:38:163.448:5p:1:4:1,Contig:38:163.448:5p:1:7:1
GP_3	Contig:102:192.783:1,Contig:141:97.886:1,Contig:145:106.808:1,Contig:184:83.3925:1,Contig:231:101.618:1,Contig:246:116.379:1,Contig:27:137.919:1,Contig:31:169.035:1,Contig:48:146.867:1,Contig:67:247.982:1,Contig:101:175.286:3p:1:87:1,Contig:101:175.286:3p:1:88:1,Contig:101:175.286:3p:1:92:1,Contig:101:175.286:3p:1:157:1,Contig:200:188.26:5p:1:6:1,Contig:200:188.26:5p:1:8:1,Contig:231:101.618:3p:1:2:1
GP_1	Contig:10:694.263:1,Contig:112:129.848:1,Contig:130:103.49:1,Contig:131:112.455:1,Contig:157:202.117:1,Contig:209:204.122:1,Contig:216:1887.21:1,Contig:243:117.354:1,Contig:56:108.248:1,Contig:59:199.849:1,Contig:75:127.455:1,Contig:101:175.286:3p:1:156:1,Contig:101:175.286:3p:1:174:1,Contig:101:175.286:3p:1:228:1,Contig:101:175.286:3p:1:230:1,Contig:108:108.177:3p:1:4:1,Contig:108:108.177:5p:1:3:1,Contig:108:108.177:5p:1:4:1,Contig:108:108.177:5p:1:5:1,Contig:108:108.177:5p:1:6:1,Contig:108:108.177:5p:1:7:1,Contig:108:108.177:5p:1:8:1,Contig:108:108.177:5p:1:23:1,Contig:108:108.177:5p:1:31:1,Contig:108:108.177:5p:1:36:1,Contig:108:108.177:5p:1:37:1,Contig:108:108.177:5p:1:38:1,Contig:10:694.263:3p:1:12:1,Contig:117:77.9495:5p:1:38:1,Contig:32:174.393:3p:1:2:1
GP_2	Contig:149:1745.62:1,Contig:161:112.123:1,Contig:196:157.722:1,Contig:229:224.872:1,Contig:230:1873.22:1,Contig:244:92.9424:1,Contig:73:164.381:1,Contig:95:94.6377:1,Contig:101:175.286:3p:1:156:1,Contig:101:175.286:3p:1:212:1,Contig:117:77.9495:5p:1:35:1,Contig:160:154.663:3p:1:4:1,Contig:73:164.381:5p:1:3:1,Contig:73:164.381:5p:1:4:1
GP_4	Contig:152:91.3498:1,Contig:15:150.434:1,Contig:60:162.61:1,Contig:90:141.492:1,Contig:200:188.26:5p:1:7:1,Contig:200:188.26:5p:1:8:1
GP_5	Contig:213:191.864:1,Contig:9:317.221:1,Contig:101:175.286:3p:1:248:1,Contig:123:168.009:5p:1:16:1
GP_unb_1	Contig:25:302.475:1
GP_unb_2	Contig:65:186.97:1
GP_unb_3	Contig:72:80.6455:1
GP_unb_4	Contig:101:175.286:3p:1:80:1
GP_unb_5	Contig:101:175.286:3p:1:94:1
GP_unb_6	Contig:101:175.286:3p:1:137:1
GP_unb_7	Contig:101:175.286:3p:1:155:1
GP_unb_8	Contig:101:175.286:3p:1:183:1
GP_unb_9	Contig:101:175.286:3p:1:200:1
GP_unb_10	Contig:101:175.286:3p:1:207:1
GP_unb_11	Contig:101:175.286:3p:1:208:1
GP_unb_12	Contig:101:175.286:3p:1:214:1
GP_unb_13	Contig:101:175.286:3p:1:223:1
GP_unb_14	Contig:101:175.286:3p:1:234:1
GP_unb_15	Contig:101:175.286:3p:1:252:1
GP_unb_16	Contig:108:108.177:5p:1:16:1
GP_unb_17	Contig:10:694.263:3p:1:14:1
GP_unb_18	Contig:123:168.009:5p:1:5:1
GP_unb_19	Contig:123:168.009:5p:1:6:1
GP_unb_20	Contig:15:150.434:5p:1:5:1
GP_unb_21	Contig:196:157.722:5p:1:5:1
GP_unb_22	Contig:200:188.26:5p:1:14:1
GP_unb_23	Contig:200:188.26:5p:1:15:1
GP_unb_24	Contig:200:188.26:5p:1:17:1
GP_unb_25	Contig:230:1873.22:5p:1:1:1
GP_unb_26	Contig:230:1873.22:5p:1:3:1
GP_unb_27	Contig:8:2526.53:3p:1:6:1
GP_unb_28	Contig:8:2526.53:3p:1:7:1
